,Unnamed: 0,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,game_date,hscore,rscore,date,home,road,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,linel2,linel1,lineray1,lineray2,linedunk,lineadj,lineavgadj,linegabe
631,630,"Fri, Jan 27, 2006",Box Score,Toronto Raptors,87,Milwaukee Bucks,108,,,2006-01-27 00:00:00,108,87,1/27/2006,Milwaukee,Toronto,6,1.36,7.21,8.59,5.87,4.5,2.04,4.2,3.2,-3.12,-3.06,-19.03,8,2.5,1.86,-3.42,-0.95
632,631,"Fri, Jan 27, 2006",Box Score,Orlando Magic,94,New York Knicks,97,,,2006-01-27 00:00:00,97,94,1/27/2006,New York,Orlando,4,2.3,0.72,-0.16,1.53,2.5,0.75,2.2,0.2,2.04,1.67,13.54,0.01,0.6,2.73,1.64,-5.27
633,632,"Fri, Jan 27, 2006",Box Score,New Jersey Nets,83,Portland Trail Blazers,88,,,2006-01-27 00:00:00,88,83,1/27/2006,Portland,New Jersey,-1,-3.04,-2.65,-2.0,-3.49,1,-1.77,-2.5,-2.2,-0.68,-0.67,-14.42,-5.5,5.2,-1.56,-3.35,-8.58
634,633,"Sat, Jan 28, 2006",Box Score,Atlanta Hawks,99,Chicago Bulls,111,,,2006-01-28 00:00:00,111,99,1/28/2006,Chicago,Atlanta,9,8.74,7.57,7.63,7.53,9,5.8,12.5,5.4,11.22,11.23,.,8,11.8,8.65,8.9,0.46
635,634,"Sat, Jan 28, 2006",Box Score,Utah Jazz,89,Dallas Mavericks,103,,,2006-01-28 00:00:00,103,89,1/28/2006,Dallas,Utah,10,10.06,10.64,10.44,11.35,10,7.75,13.3,7.4,9.85,9.83,.,7,13.4,10.2,11.44,4.52
636,635,"Sat, Jan 28, 2006",Box Score,Portland Trail Blazers,83,Golden State Warriors,98,,,2006-01-28 00:00:00,98,83,1/28/2006,Golden State,Portland,5,6.63,5.95,5.05,7.15,5,3.97,8.6,4.3,7.74,7.23,.,12,4.2,4.47,6.38,0.84
637,636,"Sat, Jan 28, 2006",Box Score,Denver Nuggets,79,Los Angeles Clippers,112,,,2006-01-28 00:00:00,112,79,1/28/2006,LA Clippers,Denver,2.5,4.27,3.07,3.39,2.74,2.5,2.31,4.2,1.9,7.32,7.37,.,7.5,4.8,2.66,5.6,-3.21
638,637,"Sat, Jan 28, 2006",Box Score,New Orleans/Oklahoma City Hornets,95,Memphis Grizzlies,86,,,2006-01-28 00:00:00,86,95,1/28/2006,Memphis,New orleans,7.5,7.1,6.85,5.58,8.22,6.5,5.13,8.7,4.9,7.4,7.47,.,10.5,6.4,7.81,7.85,1.36
639,638,"Sat, Jan 28, 2006",Box Score,New York Knicks,76,Philadelphia 76ers,91,,,2006-01-28 00:00:00,91,76,1/28/2006,Philadelphia,New York,6,4.38,5.85,6.67,5.04,6,3.54,7.4,3.8,-1.1,-1.1,.,4,5.7,5.24,4.11,-0.22
640,639,"Sat, Jan 28, 2006",Box Score,Minnesota Timberwolves,88,San Antonio Spurs,102,,,2006-01-28 00:00:00,102,88,1/28/2006,San Antonio,Minnesota,9.5,9,8.99,10.08,7.94,10,6.46,11.3,5.7,13.12,13.2,.,5.5,11.9,9.51,9.55,2.35
641,640,"Sat, Jan 28, 2006",Box Score,New Jersey Nets,104,Seattle SuperSonics,113,,,2006-01-28 00:00:00,113,104,1/28/2006,Seattle,New Jersey,4.5,0.86,-1.17,-0.31,-2.26,5.5,-0.46,1.7,-0.5,3.33,3.38,.,-1.5,6.9,2.77,0.3,-7.52
642,641,"Sat, Jan 28, 2006",Box Score,Charlotte Bobcats,97,Washington Wizards,107,,,2006-01-28 00:00:00,107,97,1/28/2006,Washington,Charlotte,14.5,7.65,7.02,7.89,6.38,12.5,5.62,10.5,4.7,10.53,10.49,.,2,13.6,14.84,9.81,1.14
643,642,"Sun, Jan 29, 2006",Box Score,Phoenix Suns,106,Cleveland Cavaliers,113,,,2006-01-29 00:00:00,113,106,1/29/2006,Cleveland,Phoenix,2,1.47,1.22,1.06,1.25,2.5,0.3,3.7,0.2,1.13,1.19,.,1,3.1,2.68,2.93,-5.04
644,643,"Sun, Jan 29, 2006",Box Score,Los Angeles Lakers,93,Detroit Pistons,102,,,2006-01-29 00:00:00,102,93,1/29/2006,Detroit,LA Lakers,9.5,10.31,10.81,12.78,9.66,8.5,7.11,10.7,7.1,12.76,13.28,.,11,11.4,8.28,8.94,2.03
645,644,"Sun, Jan 29, 2006",Box Score,Miami Heat,101,Houston Rockets,95,,,2006-01-29 00:00:00,95,101,1/29/2006,Houston,Miami,-4,-2.39,-2.66,-2.95,-2.56,-3,-2.77,0.2,-1.9,-8.23,-8.26,.,-1.5,0.6,-7.5,-6.47,-8.21
646,645,"Sun, Jan 29, 2006",Box Score,Boston Celtics,79,Milwaukee Bucks,83,,,2006-01-29 00:00:00,83,79,1/29/2006,Milwaukee,Boston,3,2.99,4.89,6.53,3.33,4,1.07,3.9,1.9,-0.65,-0.63,.,4,3.8,0.87,1.06,-2.19
647,646,"Sun, Jan 29, 2006",Box Score,Philadelphia 76ers,89,Orlando Magic,81,,,2006-01-29 00:00:00,81,89,1/29/2006,Orlando,Philadelphia,7,3.6,1.36,1.24,1.48,7.5,0.61,5.2,1.1,8.78,8.88,.,5,5.4,9.1,4.82,-3.51
648,647,"Sun, Jan 29, 2006",Box Score,Sacramento Kings,123,Toronto Raptors,124,OT,,2006-01-29 00:00:00,124,123,1/29/2006,Toronto,Sacramento,-1,1.03,0.35,-0.21,0.85,2.5,0.71,3.0,0.3,5.52,5.57,.,-4,2.1,-2.51,-0.46,-5.15
649,648,"Mon, Jan 30, 2006",Box Score,New York Knicks,101,Atlanta Hawks,120,,,2006-01-30 00:00:00,120,101,1/30/2006,Atlanta,New York,1,0.76,0.65,1.01,0.25,1,0.19,2.8,0.6,-0.26,-1.04,.,0.01,1.5,1.17,0.81,-3.44
650,649,"Mon, Jan 30, 2006",Box Score,Cleveland Cavaliers,103,Charlotte Bobcats,91,,,2006-01-30 00:00:00,91,103,1/30/2006,Charlotte,Cleveland,-9,-6.53,-6.15,-5.75,-7.1,-9,-5.39,-4.6,-4.5,-8.92,-8.82,.,-7,-9,-7.81,-5.93,-11.38
651,650,"Mon, Jan 30, 2006",Box Score,Houston Rockets,77,Memphis Grizzlies,86,,,2006-01-30 00:00:00,86,77,1/30/2006,Memphis,Houston,6.5,7.66,8.55,8.99,8.27,7.5,5.62,7.9,5.5,10.13,10.24,.,8,6.9,5.77,6.2,2.6
652,651,"Mon, Jan 30, 2006",Box Score,Los Angeles Clippers,114,Miami Heat,118,,,2006-01-30 00:00:00,118,114,1/30/2006,Miami,LA Clippers,4.5,4.25,3.41,3.03,3.85,5.5,2.92,7.7,2.8,5.83,5.93,.,5.5,2.4,3.38,3.74,-2.62
653,652,"Mon, Jan 30, 2006",Box Score,Boston Celtics,85,Minnesota Timberwolves,110,,,2006-01-30 00:00:00,110,85,1/30/2006,Minnesota,Boston,6,4.71,5.8,5.83,5.9,5.5,2.48,6.5,3.7,1.79,1.83,.,9,2.5,5.89,5.06,-0.43
654,653,"Mon, Jan 30, 2006",Box Score,Milwaukee Bucks,93,New Orleans/Oklahoma City Hornets,94,,,2006-01-30 00:00:00,94,93,1/30/2006,New orleans,Milwaukee,5,4.27,2.77,2.72,2.81,4,2.62,7.8,2.4,9.93,10.04,.,1.5,4.4,6.51,5.34,-2.58
655,654,"Mon, Jan 30, 2006",Box Score,Portland Trail Blazers,116,Seattle SuperSonics,111,,,2006-01-30 00:00:00,111,116,1/30/2006,Seattle,Portland,7.5,5.55,4.19,4.28,4.12,6,3.36,8.8,3.5,6.78,6.84,.,7,6.6,7.41,6.55,-1.69
656,655,"Mon, Jan 30, 2006",Box Score,San Antonio Spurs,79,Utah Jazz,70,,,2006-01-30 00:00:00,70,79,1/30/2006,Utah,San Antonio,-6,-4.7,-5.91,-5.06,-6.99,-5.5,-4.86,-3.3,-4,-2.09,-2.04,.,-3.5,-7.8,-6.13,-6.47,-10.98
657,656,"Tue, Jan 31, 2006",Box Score,Chicago Bulls,94,Dallas Mavericks,98,,,2006-01-31 00:00:00,98,94,1/31/2006,Dallas,Chicago,9.5,9.17,11.24,11.86,10.91,9,6.11,10.7,7,10.4,10.49,.,8,8.4,10.18,9.93,3.9
658,657,"Tue, Jan 31, 2006",Box Score,Detroit Pistons,84,New Jersey Nets,91,,,2006-01-31 00:00:00,91,84,1/31/2006,New Jersey,Detroit,-8,-6.07,-6.08,-7.84,-5.4,-5.5,-5.21,-1.2,-4.8,-9.24,-9.6,.,-5.5,-9.4,-10.3,-7.55,-10.02
659,658,"Tue, Jan 31, 2006",Box Score,Los Angeles Lakers,130,New York Knicks,97,,,2006-01-31 00:00:00,97,130,1/31/2006,New York,LA Lakers,-5,-2.86,-3.59,-3.23,-3.97,-3,-2.97,-2.0,-2.9,-1.59,-0.95,.,-2,-4.2,-7.9,-5.36,-9.19
660,659,"Tue, Jan 31, 2006",Box Score,Phoenix Suns,123,Philadelphia 76ers,99,,,2006-01-31 00:00:00,99,123,1/31/2006,Philadelphia,Phoenix,-5,-2.93,-2.19,-0.77,-4.05,-6,-2.02,-0.3,-2.4,-6.68,-6.65,.,-8,0.8,-6.2,-2.73,-8.37
661,660,"Tue, Jan 31, 2006",Box Score,Denver Nuggets,91,Sacramento Kings,98,,,2006-01-31 00:00:00,98,91,1/31/2006,Sacramento,Denver,2.5,1.37,-0.78,-0.68,-0.87,1.5,-0.23,3.3,-0.2,1.9,1.92,.,6.5,1.2,3.14,2.58,-5.81
662,661,"Tue, Jan 31, 2006",Box Score,Indiana Pacers,79,Washington Wizards,84,,,2006-01-31 00:00:00,84,79,1/31/2006,Washington,Indiana,5,1.76,1.12,1.76,0.45,5.5,1.01,3.5,0.3,3.66,3.65,.,-5.5,8.9,7.05,4.82,-4.49
663,662,"Wed, Feb 1, 2006",Box Score,Phoenix Suns,102,Boston Celtics,94,,,2006-02-01 00:00:00,94,102,2/1/2006,Boston,Phoenix,-4,-3.97,-4.34,-4.01,-5.36,-3,-3.6,-2.1,-3.5,-4.12,-4.06,.,-8,-1.1,-4.86,-4.48,-11.02
664,663,"Wed, Feb 1, 2006",Box Score,Atlanta Hawks,102,Charlotte Bobcats,92,,,2006-02-01 00:00:00,92,102,2/1/2006,Charlotte,Atlanta,-3,2.4,3.6,2.33,4.58,-2,1.08,4.7,1.6,0.72,0.83,.,6,-1.8,-2.4,2.32,-3
665,664,"Wed, Feb 1, 2006",Box Score,New Jersey Nets,85,Cleveland Cavaliers,91,,,2006-02-01 00:00:00,91,85,2/1/2006,Cleveland,New Jersey,7,6.42,5.8,4.53,7.41,6,4.35,6.4,3.9,8.08,8.05,.,8.5,8.2,8.28,8.06,0.41
666,665,"Wed, Feb 1, 2006",Box Score,Minnesota Timberwolves,74,Detroit Pistons,90,,,2006-02-01 00:00:00,90,74,2/1/2006,Detroit,Minnesota,8.5,10.3,10.91,13.19,9.28,10,7.96,11.9,7.2,12.84,13.16,.,9,11,9.37,10.94,3.22
667,666,"Wed, Feb 1, 2006",Box Score,Milwaukee Bucks,84,Houston Rockets,86,,,2006-02-01 00:00:00,86,84,2/1/2006,Houston,Milwaukee,6,2.67,0.08,-1.61,1.64,5.5,1.29,6.6,1.2,3.85,3.86,.,4,4.4,3.03,0.25,-4.89
668,667,"Wed, Feb 1, 2006",Box Score,Los Angeles Lakers,79,Indiana Pacers,105,,,2006-02-01 00:00:00,105,79,2/1/2006,Indiana,LA Lakers,-3.5,0.89,1.31,1.03,1.59,-2.5,-0.06,2.7,0.7,-0.43,-0.4,.,5.5,-3.9,-4.92,-0.16,-4.78
669,668,"Wed, Feb 1, 2006",Box Score,Dallas Mavericks,81,Memphis Grizzlies,80,,,2006-02-01 00:00:00,80,81,2/1/2006,Memphis,Dallas,1.5,-0.03,-0.16,-1.89,1.18,.,-0.6,0.8,-0.5,-1.4,-1.33,.,4,-1.8,2.32,-0.23,-5.87
670,669,"Wed, Feb 1, 2006",Box Score,Chicago Bulls,95,New Orleans/Oklahoma City Hornets,100,,,2006-02-01 00:00:00,100,95,2/1/2006,New orleans,Chicago,3.5,2.86,4.71,5.56,3.86,3.5,0.99,4.0,1.8,2.89,2.98,.,1.5,2.3,3.8,2.47,-2.5
671,670,"Wed, Feb 1, 2006",Box Score,Los Angeles Clippers,106,Orlando Magic,94,,,2006-02-01 00:00:00,94,106,2/1/2006,Orlando,LA Clippers,-2.5,-2.18,-2.25,-1.7,-2.82,-1,-1.94,1.0,-1.4,-7.87,-7.83,.,1,-3.7,-2.62,-2.5,-7.57
672,671,"Wed, Feb 1, 2006",Box Score,San Antonio Spurs,86,Portland Trail Blazers,82,,,2006-02-01 00:00:00,82,86,2/1/2006,Portland,San Antonio,-8.5,-7.77,-8.62,-8.1,-9.49,-7.5,-6.37,-6.0,-6.3,-8.71,-8.72,.,-10.5,-6.7,-8.39,-8.33,-13.83
673,672,"Wed, Feb 1, 2006",Box Score,Golden State Warriors,107,Seattle SuperSonics,111,,,2006-02-01 00:00:00,111,107,2/1/2006,Seattle,Golden State,4,1.34,0.47,1.35,-0.62,3.5,0.29,4.1,0.5,2.49,4.74,.,-2,4.6,2.69,1.55,-6.01
674,673,"Wed, Feb 1, 2006",Box Score,Washington Wizards,112,Toronto Raptors,117,,,2006-02-01 00:00:00,117,112,2/1/2006,Toronto,Washington,2,0.83,-0.62,-0.71,-0.56,1,-0.23,3.3,-0.2,4,4.04,.,1,0,2.29,0.77,-6.07
675,674,"Wed, Feb 1, 2006",Box Score,Denver Nuggets,90,Utah Jazz,103,,,2006-02-01 00:00:00,103,90,2/1/2006,Utah,Denver,2.5,1.9,0.25,1.38,-1.06,2.5,-0.16,2.1,0,5.65,5.72,.,5.5,1.8,3.14,2.58,-5.79
676,675,"Thu, Feb 2, 2006",Box Score,San Antonio Spurs,89,Golden State Warriors,86,,,2006-02-02 00:00:00,86,89,2/2/2006,Golden State,San Antonio,-7.5,-4.02,-5.61,-6.07,-5.25,-7.5,-3.79,-2.7,-3.6,-5.91,-7.89,.,-1.5,-3.3,-8.52,-5.69,-10.23
677,676,"Thu, Feb 2, 2006",Box Score,Cleveland Cavaliers,73,Miami Heat,101,,,2006-02-02 00:00:00,101,73,2/2/2006,Miami,Cleveland,7.5,3.49,2.73,3.37,1.82,5.5,2.17,5.9,1.8,6.77,6.83,.,0.5,5.6,7.56,4.25,-3.77
678,677,"Fri, Feb 3, 2006",Box Score,Orlando Magic,94,Atlanta Hawks,96,,,2006-02-03 00:00:00,96,94,2/3/2006,Atlanta,Orlando,-1,0.59,0.01,0.03,-0.02,-1.5,0.22,2.2,0.2,2.09,2.09,.,-3,3,-0.82,1.69,-5.3
679,678,"Fri, Feb 3, 2006",Box Score,Los Angeles Clippers,98,Boston Celtics,81,,,2006-02-03 00:00:00,81,98,2/3/2006,Boston,LA Clippers,-2.5,-2.65,-2.14,-2.46,-1.92,-3,-1.69,0.5,-1.3,-7.15,-7.12,.,-1,-6.2,-3.11,-3.21,-8.66
680,679,"Fri, Feb 3, 2006",Box Score,Los Angeles Lakers,102,Charlotte Bobcats,112,,,2006-02-03 00:00:00,112,102,2/3/2006,Charlotte,LA Lakers,-8.5,-5.49,-5.01,-5.36,-4.89,-8,-4.62,-4.6,-3.7,-9.32,-9.28,.,-2,-9.4,-9.96,-7.72,-9.25
681,680,"Fri, Feb 3, 2006",Box Score,Seattle SuperSonics,77,Houston Rockets,100,,,2006-02-03 00:00:00,100,77,2/3/2006,Houston,Seattle,4.5,3.87,3.73,2.0,5.57,5.5,1.94,6.1,2.2,2.82,2.84,.,6,4.3,3.01,2.2,-2.24
682,681,"Fri, Feb 3, 2006",Box Score,Detroit Pistons,87,Philadelphia 76ers,80,,,2006-02-03 00:00:00,80,87,2/3/2006,Philadelphia,Detroit,-10,-7.17,-6.98,-7.8,-6.85,-9,-5.7,-4.3,-5.5,-12.95,-13.16,.,-9,-5.3,-11.8,-8.26,-11.04
683,682,"Fri, Feb 3, 2006",Box Score,Minnesota Timberwolves,85,Portland Trail Blazers,89,,,2006-02-03 00:00:00,89,85,2/3/2006,Portland,Minnesota,-3,-2.05,-1.92,-0.4,-3.72,-2.5,-1.27,0.2,-1.9,-2.79,-2.79,.,-8,1.5,-2.37,-0.81,-8.03
684,683,"Fri, Feb 3, 2006",Box Score,New York Knicks,90,Toronto Raptors,104,,,2006-02-03 00:00:00,104,90,2/3/2006,Toronto,New York,6.5,4.97,4.27,3.76,4.77,5,3.47,8.1,3.1,10.02,7.46,.,0.01,6.5,7.04,4.98,-1.96
685,684,"Fri, Feb 3, 2006",Box Score,Sacramento Kings,79,Utah Jazz,89,,,2006-02-03 00:00:00,89,79,2/3/2006,Utah,Sacramento,3.5,3.51,3.79,4.84,2.61,3.5,1.81,3.9,1.6,7.43,7.49,.,2,3.9,2.35,1.92,-3.09
686,685,"Sat, Feb 4, 2006",Box Score,Philadelphia 76ers,100,Cleveland Cavaliers,95,,,2006-02-04 00:00:00,95,100,2/4/2006,Cleveland,Philadelphia,10,8.77,7.63,6.08,9.47,7.5,4.95,9.7,5.2,14.75,14.76,.,12,8,12.32,11.02,1.35
687,686,"Sat, Feb 4, 2006",Box Score,Seattle SuperSonics,91,Dallas Mavericks,110,,,2006-02-04 00:00:00,110,91,2/4/2006,Dallas,Seattle,11,11.98,13.12,13.53,13.46,10.5,8.38,13.8,8.7,16.73,16.74,.,10,11.2,14.11,14.7,6.64
688,687,"Sat, Feb 4, 2006",Box Score,Portland Trail Blazers,104,Denver Nuggets,105,,,2006-02-04 00:00:00,105,104,2/4/2006,Denver,Portland,10,6.99,7.94,6.97,9.19,9.5,4.69,10.0,5.3,9.25,9.27,.,7.5,3,10.42,8.05,1.9
689,688,"Sat, Feb 4, 2006",Box Score,Minnesota Timberwolves,77,Golden State Warriors,109,,,2006-02-04 00:00:00,109,77,2/4/2006,Golden State,Minnesota,2.5,1.75,1.36,1.91,0.79,3,1.18,3.6,0.6,0.86,-1.92,.,1,4.1,2.07,1.82,-4.48
690,689,"Sat, Feb 4, 2006",Box Score,Detroit Pistons,85,Indiana Pacers,93,,,2006-02-04 00:00:00,93,85,2/4/2006,Indiana,Detroit,-8,-4.54,-5.25,-7.67,-3.43,-9,-4.41,-1.4,-3.9,-4.54,-4.68,.,-2.5,-8.5,-7.09,-3.89,-9.13
691,690,"Sat, Feb 4, 2006",Box Score,Memphis Grizzlies,78,Milwaukee Bucks,88,,,2006-02-04 00:00:00,88,78,2/4/2006,Milwaukee,Memphis,-2.5,-0.75,0.1,1.04,-0.89,-3,-1.8,0.7,-1.3,-1.63,-1.62,.,-3,0.9,-4.61,-2.52,-7.12
692,691,"Sat, Feb 4, 2006",Box Score,Miami Heat,92,New Jersey Nets,105,,,2006-02-04 00:00:00,105,92,2/4/2006,New Jersey,Miami,-3.5,-0.84,0.25,0.74,-0.28,-3.5,-1.73,2.1,-0.3,-4.04,-4.02,.,0.01,-3.2,-4.43,-1.71,-6.3
693,692,"Sat, Feb 4, 2006",Box Score,Los Angeles Lakers,90,New Orleans/Oklahoma City Hornets,106,,,2006-02-04 00:00:00,106,90,2/4/2006,New orleans,LA Lakers,3.5,1.88,1.8,3.51,0.07,3,0.21,3.4,0.8,4.37,4.4,.,-1.5,4.2,3.54,1.3,-5.09
694,693,"Sat, Feb 4, 2006",Box Score,Boston Celtics,91,Orlando Magic,100,,,2006-02-04 00:00:00,100,91,2/4/2006,Orlando,Boston,3.5,3.25,2.61,3.51,1.79,3.5,1.11,4.9,1.8,3.22,3.21,.,5,4.7,4.16,3.69,-2.4
695,694,"Sat, Feb 4, 2006",Box Score,Chicago Bulls,101,Phoenix Suns,118,,,2006-02-04 00:00:00,118,101,2/4/2006,Phoenix,Chicago,9,8.66,10.26,8.96,12.33,8,5.86,9.2,6.6,7.76,7.79,.,13,5.6,9.79,8.87,3.71
696,695,"Sat, Feb 4, 2006",Box Score,Atlanta Hawks,85,Washington Wizards,98,,,2006-02-04 00:00:00,98,85,2/4/2006,Washington,Atlanta,8.5,7.03,7.59,7.17,8.02,8,4.93,9.7,5,10.15,10.17,.,5,6.3,9.42,8.83,0.66
697,696,"Sun, Feb 5, 2006",Box Score,Houston Rockets,93,New York Knicks,89,,,2006-02-05 00:00:00,89,93,2/5/2006,New York,Houston,-6,-1.3,-0.1,0.97,-1.07,-6.5,-1.24,-0.3,-0.7,0.9,4.88,.,0.01,-9,-8.89,-4.45,-4.78
698,697,"Sun, Feb 5, 2006",Box Score,Utah Jazz,78,Sacramento Kings,96,,,2006-02-05 00:00:00,96,78,2/5/2006,Sacramento,Utah,5.5,3.06,2.09,1.18,3.09,3,1.3,5.7,2.2,3.21,3.2,.,4,3.8,4.27,2.97,-2.91
699,698,"Sun, Feb 5, 2006",Box Score,Los Angeles Clippers,115,Toronto Raptors,113,OT,,2006-02-05 00:00:00,113,115,2/5/2006,Toronto,LA Clippers,-4,-3.85,-3.5,-3.51,-3.55,-3.5,-2.65,-0.5,-2.2,-7.73,-7.75,.,-5,-5.7,-4.99,-4.88,-9.32
700,699,"Mon, Feb 6, 2006",Box Score,Seattle SuperSonics,106,Charlotte Bobcats,119,,,2006-02-06 00:00:00,119,106,2/6/2006,Charlotte,Seattle,-6,0.17,0.69,-0.82,2.37,-4.5,-0.05,0.9,0.1,-0.56,-0.53,.,3,-3.6,-3.52,1.28,-3.26
701,700,"Mon, Feb 6, 2006",Box Score,Milwaukee Bucks,86,Cleveland Cavaliers,89,,,2006-02-06 00:00:00,89,86,2/6/2006,Cleveland,Milwaukee,7.5,7.18,6.06,4.58,7.87,7.5,4.92,9.1,4.9,9.94,9.94,.,11,5.1,8.49,8.97,0.77
702,701,"Mon, Feb 6, 2006",Box Score,Denver Nuggets,114,Golden State Warriors,122,,,2006-02-06 00:00:00,122,114,2/6/2006,Golden State,Denver,4,4.54,1.69,1.2,2.16,3.5,2,4.1,1.3,8.58,3.75,.,7.5,9.5,4.76,6.16,-3.86
703,702,"Mon, Feb 6, 2006",Box Score,Boston Celtics,98,Miami Heat,114,,,2006-02-06 00:00:00,114,98,2/6/2006,Miami,Boston,11,10.37,9.56,9.79,9.42,11.5,7.14,12.4,6.4,15.71,15.73,.,9.5,12.6,11.6,11.61,3.68
704,703,"Mon, Feb 6, 2006",Box Score,New Orleans/Oklahoma City Hornets,91,New Jersey Nets,99,,,2006-02-06 00:00:00,99,91,2/6/2006,New Jersey,New orleans,6.5,4.12,3.62,2.78,4.43,5.5,2.22,7.0,2.8,4.12,4.15,.,7,2.6,5.39,4.67,-2.34
705,704,"Mon, Feb 6, 2006",Box Score,Houston Rockets,87,Philadelphia 76ers,81,,,2006-02-06 00:00:00,81,87,2/6/2006,Philadelphia,Houston,3,2.98,4.52,5.9,3.18,3.5,2.49,4.2,2.4,3.16,3.19,.,1,1.5,1.06,1.47,-1.6
706,705,"Mon, Feb 6, 2006",Box Score,Minnesota Timberwolves,103,Phoenix Suns,101,,,2006-02-06 00:00:00,101,103,2/6/2006,Phoenix,Minnesota,9.5,9.35,8.3,7.64,9.91,10.5,7.13,10.8,5.9,14.35,14.35,.,8,11.1,12.39,11.82,3.04
707,706,"Mon, Feb 6, 2006",Box Score,Chicago Bulls,107,Utah Jazz,109,OT,,2006-02-06 00:00:00,109,107,2/6/2006,Utah,Chicago,4,2.33,4.06,4.85,3.16,3.5,0.41,2.5,1.5,1.05,1.1,.,4,1.2,3.5,1.44,-3.44
708,707,"Mon, Feb 6, 2006",Box Score,Orlando Magic,82,Washington Wizards,94,,,2006-02-06 00:00:00,94,82,2/6/2006,Washington,Orlando,6.5,4.64,5.09,4.81,5.37,6,3.44,6.9,3.4,7.88,7.9,.,-1,6.3,7.33,6.85,-1.41
709,708,"Tue, Feb 7, 2006",Box Score,Detroit Pistons,98,Atlanta Hawks,99,,,2006-02-07 00:00:00,99,98,2/7/2006,Atlanta,Detroit,-10,-9.86,-11.34,-12.29,-10.83,-9,-8.48,-7.8,-7.8,-10.66,-10.73,.,-13,-8,-9.97,-9.87,-14.53
710,709,"Tue, Feb 7, 2006",Box Score,Los Angeles Lakers,87,Dallas Mavericks,102,,,2006-02-07 00:00:00,102,87,2/7/2006,Dallas,LA Lakers,11,7.98,8.54,10.56,7.01,10.5,6.46,10.2,6.2,12.84,12.84,.,5,5.6,11.56,8.65,2.29
711,710,"Tue, Feb 7, 2006",Box Score,Los Angeles Clippers,85,New York Knicks,82,,,2006-02-07 00:00:00,82,85,2/7/2006,New York,LA Clippers,-7,-6.67,-5.5,-5.15,-5.87,-7,-4.99,-4.0,-3.9,-15.12,-9.56,.,-2,-12.3,-9.52,-9.24,-10.58
712,711,"Tue, Feb 7, 2006",Box Score,Memphis Grizzlies,96,Sacramento Kings,104,,,2006-02-07 00:00:00,104,96,2/7/2006,Sacramento,Memphis,1.5,0.31,-1.39,-0.93,-1.87,2,-1.11,2.9,-0.7,3.63,3.62,.,-1,1.6,1.89,0.86,-7.35
713,712,"Wed, Feb 8, 2006",Box Score,Philadelphia 76ers,92,Charlotte Bobcats,100,,,2006-02-08 00:00:00,100,92,2/8/2006,Charlotte,Philadelphia,-6,.,-1.08,-2.49,0.21,-4.5,-1.6,0.4,-0.8,2.93,2.95,.,2,.,-4.6,12.2,-6.28
714,713,"Wed, Feb 8, 2006",Box Score,Chicago Bulls,110,Denver Nuggets,107,,,2006-02-08 00:00:00,107,110,2/8/2006,Denver,Chicago,5.5,3.03,6.07,6.33,5.81,5.5,1.66,4.6,3,1.22,1.24,.,1.5,0.1,4.38,2.82,-1.39
715,714,"Wed, Feb 8, 2006",Box Score,Los Angeles Clippers,87,Detroit Pistons,97,,,2006-02-08 00:00:00,97,87,2/8/2006,Detroit,LA Clippers,8,7.25,8.78,9.64,8.1,6.5,5.51,8.6,6.2,4.74,4.82,.,11,4.2,7.94,6.68,0.84
716,715,"Wed, Feb 8, 2006",Box Score,Los Angeles Lakers,89,Houston Rockets,78,,,2006-02-08 00:00:00,78,89,2/8/2006,Houston,LA Lakers,6,2.18,0.44,0.32,0.51,6.5,0.76,3.9,0.6,1.73,1.73,.,1,8.6,2.92,-0.48,-5.84
717,716,"Wed, Feb 8, 2006",Box Score,Portland Trail Blazers,69,Indiana Pacers,101,,,2006-02-08 00:00:00,101,69,2/8/2006,Indiana,Portland,6.5,8.79,8.6,6.85,10.62,5,5.59,10.8,5.8,11.07,11.09,.,14.5,5.1,8.95,11.09,2.65
718,717,"Wed, Feb 8, 2006",Box Score,Orlando Magic,89,Milwaukee Bucks,94,2OT,,2006-02-08 00:00:00,94,89,2/8/2006,Milwaukee,Orlando,6,5.08,6.76,7.02,6.53,4.5,3.13,6.0,3.4,5.93,5.95,.,2,6.6,4.42,4.2,-1.12
719,718,"Wed, Feb 8, 2006",Box Score,Cleveland Cavaliers,97,Minnesota Timberwolves,91,,,2006-02-08 00:00:00,91,97,2/8/2006,Minnesota,Cleveland,1.5,1.02,0.79,1.27,0.11,.,-0.7,3.3,0.6,1.97,1.99,.,0.01,1.6,2.93,3.18,-6.29
720,719,"Wed, Feb 8, 2006",Box Score,New York Knicks,83,New Jersey Nets,96,,,2006-02-08 00:00:00,96,83,2/8/2006,New Jersey,New York,11,10.46,10.36,10.48,10.26,10.5,6.97,13.2,6.9,14.95,9.83,.,7.5,13.4,11.84,11.69,2.25
721,720,"Wed, Feb 8, 2006",Box Score,Seattle SuperSonics,102,New Orleans/Oklahoma City Hornets,109,,,2006-02-08 00:00:00,109,102,2/8/2006,New orleans,Seattle,4.5,7.36,7.59,7.54,8.02,5.5,4.98,8.1,4.3,12.18,12.2,.,3.5,10.3,8.17,9.87,1.03
