,Unnamed: 0,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,game_date,hscore,rscore,date,home,road,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linesaggm,linenutshell,linefox,linedok,linetalis,linegrind,linepugh,linedonc,linegt,linedoi
573,571,"Tue, Jan 13, 2015",Box Score,Dallas Mavericks,108,Sacramento Kings,104,OT,,2015-01-13 00:00:00,104,108,01/13/2015,Sacramento,Dallas,-5.0,-5.0,-4.79,-4.76,-4.7,-5.5,-2.55,-3.4,-4.98,-12.2,-7.0,-6.17,-4.59,-2.26,-3.18,-4.1,,-5.3
574,572,"Tue, Jan 13, 2015",Box Score,Golden State Warriors,116,Utah Jazz,105,,,2015-01-13 00:00:00,105,116,01/13/2015,Utah,Golden State,-8.0,-8.96,-11.27,-11.65,-10.23,-7.5,-6.89,-4.6,-12.13,-12.7,-7.0,-10.41,-8.62,-4.09,-9.62,-7.9,,-8.38
575,573,"Tue, Jan 13, 2015",Box Score,San Antonio Spurs,93,Washington Wizards,101,,,2015-01-13 00:00:00,101,93,01/13/2015,Washington,San Antonio,0.0,1.62,-0.04,1.48,-0.63,2.0,3.13,3.4,-0.97,16.2,1.0,-1.94,-3.53,1.73,1.45,0.8,,0.65
576,574,"Wed, Jan 14, 2015",Box Score,Atlanta Hawks,105,Boston Celtics,91,,,2015-01-14 00:00:00,91,105,01/14/2015,Boston,Atlanta,-7.0,-5.87,-6.76,-9.41,-5.34,-6.0,-3.33,-3.4,-5.67,-13.2,-6.0,-4.83,-3.08,,-3.33,-4.6,,-7.39
577,575,"Wed, Jan 14, 2015",Box Score,Memphis Grizzlies,103,Brooklyn Nets,92,,,2015-01-14 00:00:00,92,103,01/14/2015,Brooklyn,Memphis,-6.5,-3.96,-5.96,-7.13,-5.68,-6.0,-2.82,-0.3,-5.17,-2.1,-2.0,-5.81,-2.75,,-3.64,-4.1,,-4.07
578,576,"Wed, Jan 14, 2015",Box Score,Washington Wizards,105,Chicago Bulls,99,,,2015-01-14 00:00:00,99,105,01/14/2015,Chicago,Washington,6.0,3.57,2.09,1.4,2.7,5.0,4.14,5.3,2.19,9.8,1.0,4.58,2.56,,4.2,3.6,,2.89
579,577,"Wed, Jan 14, 2015",Box Score,San Antonio Spurs,98,Charlotte Hornets,93,,,2015-01-14 00:00:00,93,98,01/14/2015,Charlotte,San Antonio,-4.5,-2.46,-4.36,-4.24,-4.5,-5.0,0.29,1.0,-4.39,3.8,3.0,-4.77,-6.57,,-3.16,-4.0,,-4.03
580,578,"Wed, Jan 14, 2015",Box Score,Dallas Mavericks,107,Denver Nuggets,114,,,2015-01-14 00:00:00,114,107,01/14/2015,Denver,Dallas,2.5,-4.0,-4.35,-4.17,-4.71,-2.0,-2.47,-0.5,-4.27,-8.3,-3.0,-6.69,-3.42,,-2.72,-3.5,,-3.89
581,579,"Wed, Jan 14, 2015",Box Score,New Orleans Pelicans,105,Detroit Pistons,94,,,2015-01-14 00:00:00,94,105,01/14/2015,Detroit,New Orleans,4.5,-1.11,-2.18,-3.01,-1.51,3.5,0.53,3.1,-2.06,-8.6,4.0,-2.72,-1.72,,0.96,-2.2,,0.92
582,580,"Wed, Jan 14, 2015",Box Score,Miami Heat,89,Golden State Warriors,104,,,2015-01-14 00:00:00,104,89,01/14/2015,Golden State,Miami,14.5,13.95,14.65,12.43,15.8,12.5,11.27,15.4,16.22,16.1,15.0,13.22,11.88,,18.8,12.0,,8.62
583,581,"Wed, Jan 14, 2015",Box Score,Houston Rockets,113,Orlando Magic,120,,,2015-01-14 00:00:00,120,113,01/14/2015,Orlando,Houston,-9.0,-7.33,-8.1,-8.36,-7.79,-8.5,-6.32,-3.5,-8.23,-5.8,-11.0,-9.55,-7.77,,-6.88,-5.4,,-6.56
584,582,"Wed, Jan 14, 2015",Box Score,Los Angeles Clippers,100,Portland Trail Blazers,94,,,2015-01-14 00:00:00,94,100,01/14/2015,Portland,LA Clippers,3.5,3.85,3.15,3.97,2.15,3.5,4.3,5.9,3.12,15.0,5.0,-0.98,1.22,,2.58,2.2,,2.38
585,583,"Wed, Jan 14, 2015",Box Score,Philadelphia 76ers,84,Toronto Raptors,100,,,2015-01-14 00:00:00,100,84,01/14/2015,Toronto,Philadelphia,17.0,17.54,16.59,14.05,18.66,16.0,13.98,16.2,18.8,27.8,16.0,19.4,15.12,,20.03,14.0,,17.33
586,584,"Thu, Jan 15, 2015",Box Score,Oklahoma City Thunder,101,Houston Rockets,112,,,2015-01-15 00:00:00,112,101,01/15/2015,Houston,Oklahoma City,-2.5,5.05,5.09,5.69,4.53,2.5,7.35,7.2,5.03,2.3,7.0,2.54,4.5,,6.28,5.2,,2.91
587,585,"Thu, Jan 15, 2015",Box Score,Cleveland Cavaliers,109,Los Angeles Lakers,102,,,2015-01-15 00:00:00,102,109,01/15/2015,LA Lakers,Cleveland,-6.0,-0.69,-1.89,-2.22,-1.64,-6.0,1.05,2.6,-1.8,-0.4,6.0,-4.48,-2.62,,-0.58,-3.2,,0.27
588,586,"Thu, Jan 15, 2015",Box Score,New York Knicks,79,Milwaukee Bucks,95,,"at The O2, London, England",2015-01-15 00:00:00,95,79,01/15/2015,Milwaukee,New York,8.0,11.23,10.57,11.25,10.91,6.5,11.29,12.9,10.0,11.9,18.0,8.42,,,12.22,6.3,,10.97
589,587,"Fri, Jan 16, 2015",Box Score,Chicago Bulls,119,Boston Celtics,103,,,2015-01-16 00:00:00,103,119,01/16/2015,Boston,Chicago,-5.0,-3.75,-3.38,-5.69,-2.39,-5.0,-1.53,0.6,-2.02,-18.0,3.0,-6.75,-2.35,,-1.43,-4.2,,-4.64
590,588,"Fri, Jan 16, 2015",Box Score,Denver Nuggets,89,Dallas Mavericks,97,,,2015-01-16 00:00:00,97,89,01/16/2015,Dallas,Denver,8.5,8.16,6.71,5.62,7.83,8.0,7.46,10.1,6.83,14.3,7.0,6.58,7.58,,9.46,7.9,,8.66
591,589,"Fri, Jan 16, 2015",Box Score,Detroit Pistons,98,Indiana Pacers,96,,,2015-01-16 00:00:00,96,98,01/16/2015,Indiana,Detroit,1.0,2.98,2.15,2.08,2.47,1.5,3.16,5.3,1.98,8.3,0.01,-0.19,2.99,,4.01,3.5,,3.03
592,590,"Fri, Jan 16, 2015",Box Score,Cleveland Cavaliers,126,Los Angeles Clippers,121,,,2015-01-16 00:00:00,121,126,01/16/2015,LA Clippers,Cleveland,8.0,7.87,6.83,5.52,8.11,7.5,8.65,9.8,7.11,3.3,13.0,8.36,6.96,,10.39,6.5,,7.76
593,591,"Fri, Jan 16, 2015",Box Score,Golden State Warriors,115,Oklahoma City Thunder,127,,,2015-01-16 00:00:00,127,115,01/16/2015,Oklahoma City,Golden State,-1.5,-5.48,-7.76,-8.71,-7.0,1.5,-5.31,-1.8,-7.52,-3.4,-6.0,-6.05,-4.79,,-5.86,-4.6,,-2.41
594,592,"Fri, Jan 16, 2015",Box Score,Memphis Grizzlies,106,Orlando Magic,96,,,2015-01-16 00:00:00,96,106,01/16/2015,Orlando,Memphis,-6.0,-5.71,-7.11,-7.92,-7.0,-5.5,-4.95,-1.1,-6.56,-4.6,-3.0,-8.43,-5.37,,-6.02,-5.4,,-6.83
595,593,"Fri, Jan 16, 2015",Box Score,New Orleans Pelicans,81,Philadelphia 76ers,96,,,2015-01-16 00:00:00,96,81,01/16/2015,Philadelphia,New Orleans,-7.0,-9.91,-10.21,-8.76,-11.68,-8.0,-5.82,-5.3,-11.67,-17.4,-10.0,-13.25,-9.57,,-8.41,-7.0,,-9.78
596,594,"Fri, Jan 16, 2015",Box Score,Minnesota Timberwolves,99,Phoenix Suns,110,,,2015-01-16 00:00:00,110,99,01/16/2015,Phoenix,Minnesota,13.5,13.08,12.08,11.69,12.31,14.5,9.82,14.8,12.36,18.6,14.0,15.27,10.25,,13.44,11.6,,13.84
597,595,"Fri, Jan 16, 2015",Box Score,Miami Heat,95,Sacramento Kings,83,,,2015-01-16 00:00:00,83,95,01/16/2015,Sacramento,Miami,3.0,2.49,2.91,0.88,4.73,3.5,2.97,3.4,3.5,-3.5,0.01,1.67,1.34,,6.69,3.5,,4.27
598,596,"Fri, Jan 16, 2015",Box Score,Portland Trail Blazers,96,San Antonio Spurs,110,,,2015-01-16 00:00:00,110,96,01/16/2015,San Antonio,Portland,4.5,-0.6,-1.38,-2.39,-0.62,4.0,-0.85,4.3,-1.05,-13.7,0.01,0.22,4.49,,0.79,0.3,,2.11
599,597,"Fri, Jan 16, 2015",Box Score,Atlanta Hawks,110,Toronto Raptors,89,,,2015-01-16 00:00:00,89,110,01/16/2015,Toronto,Atlanta,1.0,0.98,-0.08,-1.97,1.34,2.5,0.98,1.6,0.32,2.0,-4.0,1.05,2.23,,4.24,2.6,,2.42
600,598,"Fri, Jan 16, 2015",Box Score,Los Angeles Lakers,85,Utah Jazz,94,,,2015-01-16 00:00:00,94,85,01/16/2015,Utah,LA Lakers,7.5,3.99,2.86,1.54,3.64,7.0,4.14,7.0,3.46,1.4,7.0,3.81,4.51,,4.83,2.8,,4.9
601,599,"Fri, Jan 16, 2015",Box Score,Brooklyn Nets,102,Washington Wizards,80,,,2015-01-16 00:00:00,80,102,01/16/2015,Washington,Brooklyn,10.0,8.51,7.6,8.3,7.35,9.5,7.51,11.1,7.29,14.5,11.0,6.29,6.25,,8.81,7.4,,7.28
602,600,"Sat, Jan 17, 2015",Box Score,Washington Wizards,99,Brooklyn Nets,90,,,2015-01-17 00:00:00,90,99,01/17/2015,Brooklyn,Washington,-5.0,-2.38,-3.21,-4.93,-2.23,-5.0,-0.76,0.9,-2.51,-8.5,1.0,-3.79,-2.05,-0.94,-2.07,-2.8,,-1.37
603,601,"Sat, Jan 17, 2015",Box Score,Atlanta Hawks,107,Chicago Bulls,99,,,2015-01-17 00:00:00,99,107,01/17/2015,Chicago,Atlanta,-3.0,-0.2,-2.6,-3.18,-1.95,1.0,0.39,0.0,-2.78,7.8,-7.0,-0.31,0.89,-0.07,1.47,1.8,,2.81
604,602,"Sat, Jan 17, 2015",Box Score,Indiana Pacers,71,Charlotte Hornets,80,OT,,2015-01-17 00:00:00,80,71,01/17/2015,Charlotte,Indiana,-2.0,2.43,0.85,1.18,0.44,2.0,3.38,5.5,0.96,0.3,5.0,1.05,1.65,7.92,1.82,1.3,,2.62
605,603,"Sat, Jan 17, 2015",Box Score,Minnesota Timberwolves,113,Denver Nuggets,105,,,2015-01-17 00:00:00,105,113,01/17/2015,Denver,Minnesota,12.0,9.56,9.26,9.83,9.59,11.5,7.79,11.9,8.5,9.9,11.0,9.54,6.4,9.88,10.52,9.2,,10.58
606,604,"Sat, Jan 17, 2015",Box Score,Philadelphia 76ers,89,Detroit Pistons,107,,,2015-01-17 00:00:00,107,89,01/17/2015,Detroit,Philadelphia,12.5,10.46,8.46,5.93,10.86,13.5,8.24,11.4,10.08,11.8,13.0,11.03,9.6,12.28,12.75,8.8,,12.18
607,605,"Sat, Jan 17, 2015",Box Score,Golden State Warriors,131,Houston Rockets,106,,,2015-01-17 00:00:00,106,131,01/17/2015,Houston,Golden State,2.5,-1.76,-3.32,-2.99,-3.57,1.5,0.12,1.3,-3.55,-4.1,0.01,-1.54,-2.53,3.57,-2.96,-2.7,,-2.41
608,606,"Sat, Jan 17, 2015",Box Score,Portland Trail Blazers,98,Memphis Grizzlies,102,,,2015-01-17 00:00:00,102,98,01/17/2015,Memphis,Portland,3.0,0.38,-0.01,0.63,0.09,2.0,1.96,3.6,-0.59,-6.9,1.0,0.77,0.54,0.46,0.45,0.7,,2.58
609,607,"Sat, Jan 17, 2015",Box Score,Los Angeles Clippers,117,Sacramento Kings,108,,,2015-01-17 00:00:00,108,117,01/17/2015,Sacramento,LA Clippers,-7.5,-4.88,-5.34,-5.07,-5.43,-6.5,-2.48,-3.3,-5.71,-6.2,-6.0,-5.9,-4.95,-5.83,-5.27,-4.6,,-2.24
610,608,"Sun, Jan 18, 2015",Box Score,Oklahoma City Thunder,127,Orlando Magic,99,,,2015-01-18 00:00:00,99,127,01/18/2015,Orlando,Oklahoma City,-9.5,-4.87,-4.29,-3.2,-4.83,-9.5,-1.3,-1.1,-5.01,-6.5,-6.0,-8.95,-5.28,-6.79,-3.43,-3.9,,-7.53
611,609,"Sun, Jan 18, 2015",Box Score,Utah Jazz,69,San Antonio Spurs,89,,,2015-01-18 00:00:00,89,69,01/18/2015,San Antonio,Utah,12.5,7.99,7.31,7.33,7.5,11.0,7.06,10.3,7.17,3.6,6.0,8.58,10.13,8.49,9.32,8.8,,10.3
612,610,"Sun, Jan 18, 2015",Box Score,New Orleans Pelicans,95,Toronto Raptors,93,,,2015-01-18 00:00:00,93,95,01/18/2015,Toronto,New Orleans,11.0,4.97,4.81,4.45,5.22,7.0,5.62,5.9,4.83,7.4,4.0,3.97,3.76,0.3,8.37,6.0,,4.93
613,611,"Mon, Jan 19, 2015",Box Score,Detroit Pistons,82,Atlanta Hawks,93,,,2015-01-19 00:00:00,93,82,01/19/2015,Atlanta,Detroit,8.0,10.77,10.51,12.12,9.56,7.5,10.58,13.3,10.08,20.0,12.0,7.48,7.75,7.4,11.09,8.9,,10.06
614,612,"Mon, Jan 19, 2015",Box Score,Minnesota Timberwolves,80,Charlotte Hornets,105,,,2015-01-19 00:00:00,105,80,01/19/2015,Charlotte,Minnesota,5.5,7.68,6.9,7.16,7.28,6.0,7.24,10.4,6.34,11.3,9.0,6.52,4.0,6.34,8.39,7.5,,9.11
615,613,"Mon, Jan 19, 2015",Box Score,Chicago Bulls,94,Cleveland Cavaliers,108,,,2015-01-19 00:00:00,108,94,01/19/2015,Cleveland,Chicago,3.5,-0.41,-0.73,-1.74,-0.39,3.0,-1.81,3.6,-0.07,-12.6,0.01,-0.76,0.69,7.6,1.07,0.7,,-1.26
616,614,"Mon, Jan 19, 2015",Box Score,Denver Nuggets,79,Golden State Warriors,122,,,2015-01-19 00:00:00,122,79,01/19/2015,Golden State,Denver,14.0,13.17,12.76,11.61,12.93,14.0,11.65,15.1,14.01,18.7,15.0,10.64,11.67,11.23,15.07,10.1,,13.85
617,615,"Mon, Jan 19, 2015",Box Score,Indiana Pacers,98,Houston Rockets,110,,,2015-01-19 00:00:00,110,98,01/19/2015,Houston,Indiana,10.0,8.39,8.09,9.01,7.23,9.5,8.71,9.6,8.08,7.5,8.0,7.78,7.62,11.23,9.08,7.9,,7.6
618,616,"Mon, Jan 19, 2015",Box Score,Boston Celtics,93,Los Angeles Clippers,102,,,2015-01-19 00:00:00,102,93,01/19/2015,LA Clippers,Boston,12.0,10.27,9.26,8.94,9.97,11.5,8.35,12.4,9.11,8.7,10.0,10.79,10.07,13.94,12.07,9.4,,10.76
619,617,"Mon, Jan 19, 2015",Box Score,Dallas Mavericks,103,Memphis Grizzlies,95,,,2015-01-19 00:00:00,95,103,01/19/2015,Memphis,Dallas,3.5,1.14,1.23,2.46,0.48,2.5,2.77,3.2,0.78,-0.9,1.0,-0.41,-0.5,0.05,2.73,2.1,,1.01
620,618,"Mon, Jan 19, 2015",Box Score,Toronto Raptors,92,Milwaukee Bucks,89,,,2015-01-19 00:00:00,89,92,01/19/2015,Milwaukee,Toronto,0.0,-1.71,-1.82,-2.15,-1.61,-2.5,0.9,4.1,-1.72,-11.2,4.0,-4.55,-1.8,-0.31,-0.73,-3.0,,-4.04
621,619,"Mon, Jan 19, 2015",Box Score,New Orleans Pelicans,92,New York Knicks,99,,,2015-01-19 00:00:00,99,92,01/19/2015,New York,New Orleans,-8.0,-7.55,-8.63,-10.01,-8.06,-7.0,-5.54,-3.9,-8.14,-15.7,-10.0,-6.98,-4.99,-5.4,-5.0,-5.3,,-7.99
622,620,"Mon, Jan 19, 2015",Box Score,Los Angeles Lakers,100,Phoenix Suns,115,,,2015-01-19 00:00:00,115,100,01/19/2015,Phoenix,LA Lakers,10.5,9.22,7.41,6.63,7.67,10.5,8.31,11.0,8.0,10.1,10.0,12.73,9.9,8.79,9.47,8.5,,10.54
623,621,"Mon, Jan 19, 2015",Box Score,Sacramento Kings,94,Portland Trail Blazers,98,,,2015-01-19 00:00:00,98,94,01/19/2015,Portland,Sacramento,10.5,10.58,8.97,8.98,8.74,11.0,8.96,13.6,9.19,24.2,13.0,7.79,8.33,7.26,10.37,8.6,,10.19
624,622,"Mon, Jan 19, 2015",Box Score,Philadelphia 76ers,76,Washington Wizards,111,,,2015-01-19 00:00:00,111,76,01/19/2015,Washington,Philadelphia,14.0,14.31,13.17,12.93,13.96,14.5,12.54,14.6,14.12,26.8,12.0,14.41,12.95,11.2,15.05,11.9,,14.77
625,623,"Tue, Jan 20, 2015",Box Score,San Antonio Spurs,109,Denver Nuggets,99,,,2015-01-20 00:00:00,99,109,01/20/2015,Denver,San Antonio,-8.0,-3.4,-4.03,-3.49,-4.17,-6.0,-1.32,-1.1,-4.51,2.4,-5.0,-7.43,-5.03,-5.42,-1.68,-3.4,,-3.42
626,624,"Tue, Jan 20, 2015",Box Score,Oklahoma City Thunder,94,Miami Heat,86,,,2015-01-20 00:00:00,86,94,01/20/2015,Miami,Oklahoma City,-8.0,-2.13,-2.49,-0.72,-3.72,-6.5,1.49,0.8,-3.37,-3.7,-3.0,-5.67,-1.05,-1.63,-1.83,-2.2,,-2.69
627,625,"Wed, Jan 21, 2015",Box Score,Indiana Pacers,91,Atlanta Hawks,110,,,2015-01-21 00:00:00,110,91,01/21/2015,Atlanta,Indiana,11.0,11.36,10.96,12.83,9.86,11.0,11.36,14.1,10.46,14.7,15.0,8.98,7.47,12.2,11.47,8.7,,10.92
628,626,"Wed, Jan 21, 2015",Box Score,Miami Heat,76,Charlotte Hornets,78,,,2015-01-21 00:00:00,78,76,01/21/2015,Charlotte,Miami,6.5,2.93,1.76,0.16,3.23,5.5,3.45,6.1,2.14,1.8,5.0,3.33,0.98,2.67,4.49,1.7,,4.17
629,627,"Wed, Jan 21, 2015",Box Score,Utah Jazz,92,Cleveland Cavaliers,106,,,2015-01-21 00:00:00,106,92,01/21/2015,Cleveland,Utah,10.0,5.72,4.72,5.22,4.48,10.0,4.75,7.5,4.45,8.0,2.0,6.52,4.65,10.46,5.43,6.8,,5.07
630,628,"Wed, Jan 21, 2015",Box Score,Orlando Magic,118,Detroit Pistons,128,,,2015-01-21 00:00:00,128,118,01/21/2015,Detroit,Orlando,8.0,5.77,4.17,2.23,5.46,9.0,5.88,8.8,5.01,2.0,12.0,5.02,4.78,7.91,6.99,3.7,,6.79
631,629,"Wed, Jan 21, 2015",Box Score,Houston Rockets,113,Golden State Warriors,126,,,2015-01-21 00:00:00,126,113,01/21/2015,Golden State,Houston,8.0,8.15,7.3,6.07,8.7,7.5,6.96,11.3,7.27,10.1,12.0,5.74,7.84,5.81,10.05,6.8,,8.16
632,630,"Wed, Jan 21, 2015",Box Score,Toronto Raptors,86,Memphis Grizzlies,92,,,2015-01-21 00:00:00,92,86,01/21/2015,Memphis,Toronto,6.0,1.98,1.59,2.68,1.34,4.5,3.58,5.3,0.82,-4.4,2.0,1.38,1.91,2.81,2.69,2.5,,3.46
633,631,"Wed, Jan 21, 2015",Box Score,Dallas Mavericks,98,Minnesota Timberwolves,75,,,2015-01-21 00:00:00,75,98,01/21/2015,Minnesota,Dallas,-9.0,-9.83,-12.14,-12.78,-12.27,-8.0,-7.32,-6.8,-11.41,-15.2,-9.0,-13.26,-7.83,-3.77,-8.73,-8.3,,-8.81
634,632,"Wed, Jan 21, 2015",Box Score,Los Angeles Lakers,80,New Orleans Pelicans,96,,,2015-01-21 00:00:00,96,80,01/21/2015,New Orleans,LA Lakers,7.0,7.68,6.97,6.13,7.07,8.5,7.14,9.6,7.78,11.8,6.0,7.77,7.62,6.42,7.42,7.1,,8.64
635,633,"Wed, Jan 21, 2015",Box Score,New York Knicks,98,Philadelphia 76ers,91,,,2015-01-21 00:00:00,91,98,01/21/2015,Philadelphia,New York,-2.0,0.82,-0.22,2.04,-1.71,0.0,2.13,4.0,-2.32,1.3,4.0,-2.31,-2.42,2.92,1.35,-0.7,,3.47
636,634,"Wed, Jan 21, 2015",Box Score,Portland Trail Blazers,113,Phoenix Suns,118,,,2015-01-21 00:00:00,118,113,01/21/2015,Phoenix,Portland,7.5,-0.28,-1.98,-3.06,-1.57,6.5,0.13,3.5,-1.23,-5.6,3.0,1.15,1.12,1.87,-0.52,-1.1,,0.37
637,635,"Wed, Jan 21, 2015",Box Score,Brooklyn Nets,103,Sacramento Kings,100,,,2015-01-21 00:00:00,100,103,01/21/2015,Sacramento,Brooklyn,5.5,2.71,2.78,1.61,3.65,4.5,3.23,3.8,3.14,-3.2,2.0,0.93,2.76,5.48,5.13,2.7,,3.91
638,636,"Wed, Jan 21, 2015",Box Score,Oklahoma City Thunder,105,Washington Wizards,103,OT,,2015-01-21 00:00:00,103,105,01/21/2015,Washington,Oklahoma City,0.0,2.65,2.22,3.86,1.15,-1.0,4.69,4.1,1.61,7.5,0.01,0.58,1.33,1.16,2.71,2.6,,3.63
639,637,"Thu, Jan 22, 2015",Box Score,San Antonio Spurs,81,Chicago Bulls,104,,,2015-01-22 00:00:00,104,81,01/22/2015,Chicago,San Antonio,-6.0,1.51,-0.59,0.31,-0.57,-3.5,3.06,2.4,-1.54,23.0,-2.0,-2.97,-2.7,-0.82,1.76,1.0,,0.78
640,638,"Thu, Jan 22, 2015",Box Score,Brooklyn Nets,84,Los Angeles Clippers,123,,,2015-01-22 00:00:00,123,84,01/22/2015,LA Clippers,Brooklyn,12.5,10.28,9.8,8.24,10.72,12.0,8.79,11.7,10.7,6.0,10.0,10.74,9.96,13.68,12.85,9.1,,11.69
641,639,"Thu, Jan 22, 2015",Box Score,Utah Jazz,101,Milwaukee Bucks,99,,,2015-01-22 00:00:00,99,101,01/22/2015,Milwaukee,Utah,8.5,4.99,5.22,4.92,5.43,6.0,6.8,7.0,5.37,3.6,6.0,3.29,2.59,4.83,6.1,4.4,,4.35
642,640,"Thu, Jan 22, 2015",Box Score,Boston Celtics,90,Portland Trail Blazers,89,,,2015-01-22 00:00:00,89,90,01/22/2015,Portland,Boston,7.5,10.48,9.63,10.44,9.52,7.5,8.72,12.2,8.98,20.7,10.0,6.14,9.12,8.04,11.35,9.3,,12.63
643,641,"Fri, Jan 23, 2015",Box Score,Oklahoma City Thunder,93,Atlanta Hawks,103,,,2015-01-23 00:00:00,103,93,01/23/2015,Atlanta,Oklahoma City,4.0,6.44,6.93,8.36,6.06,3.5,8.62,8.8,6.56,9.5,8.0,2.29,3.94,3.46,7.92,5.7,,4.05
644,642,"Fri, Jan 23, 2015",Box Score,Charlotte Hornets,90,Cleveland Cavaliers,129,,,2015-01-23 00:00:00,129,90,01/23/2015,Cleveland,Charlotte,9.5,5.4,4.62,4.38,4.67,8.5,2.84,6.6,4.83,6.6,1.0,5.27,5.19,11.31,5.72,6.4,,6.24
645,643,"Fri, Jan 23, 2015",Box Score,Chicago Bulls,102,Dallas Mavericks,98,,,2015-01-23 00:00:00,98,102,01/23/2015,Dallas,Chicago,6.5,4.64,4.43,2.82,5.31,7.5,4.12,8.4,5.26,-6.3,8.0,7.34,5.64,5.85,5.81,3.3,,5.01
646,644,"Fri, Jan 23, 2015",Box Score,Boston Celtics,100,Denver Nuggets,99,,,2015-01-23 00:00:00,99,100,01/23/2015,Denver,Boston,7.5,3.41,2.2,3.12,2.01,7.5,2.35,5.3,1.47,3.4,2.0,2.44,3.71,7.98,4.48,4.1,,3.23
647,645,"Fri, Jan 23, 2015",Box Score,Sacramento Kings,101,Golden State Warriors,126,,,2015-01-23 00:00:00,126,101,01/23/2015,Golden State,Sacramento,15.5,15.16,14.46,14.22,14.32,15.0,12.91,19.0,14.99,22.6,20.0,12.82,13.54,11.33,15.19,10.6,,16.22
648,646,"Fri, Jan 23, 2015",Box Score,Indiana Pacers,87,Miami Heat,89,,,2015-01-23 00:00:00,89,87,01/23/2015,Miami,Indiana,3.0,2.7,1.4,2.9,0.38,4.0,4.24,5.3,0.76,1.5,4.0,0.02,2.93,9.35,1.72,1.8,,1.45
649,647,"Fri, Jan 23, 2015",Box Score,New Orleans Pelicans,92,Minnesota Timberwolves,84,,,2015-01-23 00:00:00,84,92,01/23/2015,Minnesota,New Orleans,-6.5,-6.76,-8.79,-9.11,-8.26,-6.0,-3.81,-3.1,-9.03,-14.3,-5.0,-9.08,-4.51,-5.47,-3.77,-5.5,,-4.87
650,648,"Fri, Jan 23, 2015",Box Score,Orlando Magic,106,New York Knicks,113,,,2015-01-23 00:00:00,113,106,01/23/2015,New York,Orlando,-2.0,-0.71,-1.49,-3.48,-0.62,-1.0,0.48,2.9,-0.45,-5.1,0.01,-1.26,2.48,-1.84,-0.15,-1.6,,0.24
651,649,"Fri, Jan 23, 2015",Box Score,Toronto Raptors,91,Philadelphia 76ers,86,,,2015-01-23 00:00:00,86,91,01/23/2015,Philadelphia,Toronto,-13.0,-11.81,-13.03,-11.77,-14.19,-11.0,-8.36,-5.4,-14.29,-21.8,-11.0,-14.56,-10.64,-7.51,-12.02,-9.2,,-11.59
652,650,"Fri, Jan 23, 2015",Box Score,Houston Rockets,113,Phoenix Suns,111,,,2015-01-23 00:00:00,111,113,01/23/2015,Phoenix,Houston,2.5,1.03,-0.7,-1.73,0.21,3.5,1.1,4.3,-0.54,3.1,3.0,-0.55,1.51,1.97,1.31,0.5,,0.89
653,651,"Fri, Jan 23, 2015",Box Score,Los Angeles Lakers,85,San Antonio Spurs,99,,,2015-01-23 00:00:00,99,85,01/23/2015,San Antonio,LA Lakers,13.5,10.2,9.98,9.13,10.09,15.0,9.56,12.7,10.83,2.0,10.0,10.27,13.6,9.26,11.54,9.3,,14.53
654,652,"Sat, Jan 24, 2015",Box Score,New York Knicks,71,Charlotte Hornets,76,,,2015-01-24 00:00:00,76,71,01/24/2015,Charlotte,New York,9.0,8.13,6.66,7.3,6.99,8.5,8.93,10.1,5.86,12.7,11.0,6.03,4.56,8.86,9.62,7.0,,8.18
655,653,"Sat, Jan 24, 2015",Box Score,Philadelphia 76ers,83,Memphis Grizzlies,101,,,2015-01-24 00:00:00,101,83,01/24/2015,Memphis,Philadelphia,17.5,16.46,16.59,15.98,17.5,16.0,14.98,15.7,17.44,20.4,16.0,17.76,14.4,13.29,18.08,13.4,,18.94
656,654,"Sat, Jan 24, 2015",Box Score,Detroit Pistons,86,Milwaukee Bucks,101,,,2015-01-24 00:00:00,101,86,01/24/2015,Milwaukee,Detroit,-3.0,3.37,4.05,3.95,4.64,1.0,5.04,5.4,3.6,4.8,2.0,1.02,2.85,-0.98,5.5,3.4,,1.9
657,655,"Sat, Jan 24, 2015",Box Score,Washington Wizards,96,Portland Trail Blazers,103,,,2015-01-24 00:00:00,103,96,01/24/2015,Portland,Washington,-3.0,4.32,4.26,2.69,5.43,-3.0,4.48,6.0,4.69,6.5,3.0,2.3,4.33,0.92,8.03,5.0,,2.9
658,656,"Sat, Jan 24, 2015",Box Score,Brooklyn Nets,73,Utah Jazz,108,,,2015-01-24 00:00:00,108,73,01/24/2015,Utah,Brooklyn,4.0,3.31,2.34,0.75,3.37,4.5,2.35,7.0,3.03,0.7,8.0,1.15,3.53,5.4,4.35,1.7,,2.72
659,657,"Sun, Jan 25, 2015",Box Score,Minnesota Timberwolves,100,Atlanta Hawks,112,,,2015-01-25 00:00:00,112,100,01/25/2015,Atlanta,Minnesota,17.5,17.46,18.08,19.41,17.57,16.5,15.94,19.7,17.63,25.0,21.0,15.32,12.93,15.39,18.39,12.7,,15.33
