,Unnamed: 0,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,game_date,hscore,rscore,date,home,road,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linesaggm,linenutshell,linefox,linedok,linetalis,linegrind,linepugh,linedonc,linegt,linedoi
86,87,"Sat, Nov 8, 2014",Box Score,Minnesota Timberwolves,92,Miami Heat,102,,,2014-11-08 00:00:00,102,92,11/08/2014,Miami,Minnesota,7.5,6.14,3.59,3.55,2.69,6.5,4.87,10.8,4.24,8.36,5.0,8.94,4.33,6.64,9.02,8.7,5.4,5.9
87,88,"Sat, Nov 8, 2014",Box Score,Memphis Grizzlies,92,Milwaukee Bucks,93,,,2014-11-08 00:00:00,93,92,11/08/2014,Milwaukee,Memphis,-5.0,-4.11,-2.51,-5.09,-1.96,-6.0,-1.35,-3.7,-0.83,-4.68,-4.0,-7.99,-7.15,-2.18,-5.54,-12.1,-2.9,0.35
88,89,"Sat, Nov 8, 2014",Box Score,New Orleans Pelicans,100,San Antonio Spurs,99,,,2014-11-08 00:00:00,99,100,11/08/2014,San Antonio,New Orleans,7.5,5.34,2.14,3.58,0.58,7.5,0.84,12.3,1.83,-5.17,13.0,5.21,11.29,5.28,4.52,13.8,7.9,2.95
89,90,"Sun, Nov 9, 2014",Box Score,Orlando Magic,96,Brooklyn Nets,104,,,2014-11-09 00:00:00,104,96,11/09/2014,Brooklyn,Orlando,9.0,8.93,7.69,5.88,8.48,9.5,6.43,10.4,9.02,11.08,11.0,7.38,9.56,8.19,11.07,13.5,7.0,7.31
90,91,"Sun, Nov 9, 2014",Box Score,Miami Heat,105,Dallas Mavericks,96,,,2014-11-09 00:00:00,96,105,11/09/2014,Dallas,Miami,8.0,4.32,3.84,3.9,5.38,6.5,1.89,8.1,2.71,-4.75,4.0,4.12,3.53,6.76,5.95,7.9,5.4,6.05
91,92,"Sun, Nov 9, 2014",Box Score,Utah Jazz,97,Detroit Pistons,96,,,2014-11-09 00:00:00,96,97,11/09/2014,Detroit,Utah,3.5,2.36,1.61,1.52,-0.29,4.5,1.81,4.7,2.94,5.42,5.0,-0.55,3.17,3.9,-2.43,1.6,4.6,2.35
92,93,"Sun, Nov 9, 2014",Box Score,Charlotte Hornets,92,Los Angeles Lakers,107,,,2014-11-09 00:00:00,107,92,11/09/2014,LA Lakers,Charlotte,-3.0,-2.0,-2.33,-3.37,-0.96,-4.0,0.16,1.4,-2.93,1.5,-4.0,-7.9,-4.44,-1.19,-4.72,-1.4,-0.8,0.97
93,94,"Sun, Nov 9, 2014",Box Score,Sacramento Kings,93,Oklahoma City Thunder,101,,,2014-11-09 00:00:00,101,93,11/09/2014,Oklahoma City,Sacramento,-2.0,-1.65,-3.71,-5.31,-2.82,-3.5,-1.35,12.0,-3.03,-9.73,0.01,-4.81,7.01,-0.75,-7.52,-1.3,-1.8,
94,95,"Sun, Nov 9, 2014",Box Score,Golden State Warriors,95,Phoenix Suns,107,,,2014-11-09 00:00:00,107,95,11/09/2014,Phoenix,Golden State,-1.0,-5.07,-8.63,-8.51,-9.31,-1.0,-0.59,-4.0,-8.38,1.78,-5.0,-7.94,-0.31,0.69,-17.87,-0.9,-2.8,-4.24
95,96,"Sun, Nov 9, 2014",Box Score,Denver Nuggets,100,Portland Trail Blazers,116,,,2014-11-09 00:00:00,116,100,11/09/2014,Portland,Denver,9.0,10.4,11.65,9.71,15.38,8.0,7.1,11.5,11.48,10.52,11.0,7.41,9.06,1.51,21.71,7.3,9.0,11.61
96,97,"Sun, Nov 9, 2014",Box Score,Philadelphia 76ers,88,Toronto Raptors,120,,,2014-11-09 00:00:00,120,88,11/09/2014,Toronto,Philadelphia,13.5,15.21,15.24,16.32,14.39,15.0,9.1,16.2,15.4,27.55,16.0,15.11,17.21,10.64,19.5,11.0,13.2,11.33
97,98,"Mon, Nov 10, 2014",Box Score,Detroit Pistons,91,Chicago Bulls,102,,,2014-11-10 00:00:00,102,91,11/10/2014,Chicago,Detroit,9.0,10.07,11.2,11.49,11.83,9.0,9.47,15.5,10.43,9.5,10.0,11.59,8.58,2.22,11.59,10.1,9.0,8.56
98,99,"Mon, Nov 10, 2014",Box Score,New Orleans Pelicans,111,Cleveland Cavaliers,118,,,2014-11-10 00:00:00,118,111,11/10/2014,Cleveland,New Orleans,5.5,3.21,0.97,1.22,1.32,8.0,-0.22,11.0,0.43,-9.1,4.0,4.75,2.07,7.12,-1.84,18.8,6.5,1.16
99,100,"Mon, Nov 10, 2014",Box Score,Utah Jazz,86,Indiana Pacers,97,,,2014-11-10 00:00:00,97,86,11/10/2014,Indiana,Utah,2.5,2.97,1.94,-1.52,3.42,2.0,3.18,7.7,3.68,2.47,7.0,-0.67,6.43,-2.35,1.11,6.9,2.6,2.66
100,101,"Mon, Nov 10, 2014",Box Score,San Antonio Spurs,89,Los Angeles Clippers,85,,,2014-11-10 00:00:00,85,89,11/10/2014,LA Clippers,San Antonio,2.0,2.98,5.23,6.43,4.46,2.5,4.41,3.5,4.67,1.39,-3.0,1.06,0.53,4.47,6.63,0.2,1.2,3.58
101,102,"Mon, Nov 10, 2014",Box Score,Atlanta Hawks,91,New York Knicks,85,,,2014-11-10 00:00:00,85,91,11/10/2014,New York,Atlanta,-1.5,-0.13,-0.82,0.39,-2.91,1.0,-1.21,5.8,-0.47,-1.84,3.0,-5.23,2.4,-2.99,-4.5,7.1,0.6,-1.26
102,103,"Tue, Nov 11, 2014",Box Score,Sacramento Kings,98,Dallas Mavericks,106,,,2014-11-11 00:00:00,106,98,11/11/2014,Dallas,Sacramento,7.5,5.44,3.67,2.48,5.15,7.5,3.8,11.6,3.61,2.67,5.0,6.92,8.0,6.71,4.33,6.8,5.8,4.99
103,104,"Tue, Nov 11, 2014",Box Score,San Antonio Spurs,113,Golden State Warriors,100,,,2014-11-11 00:00:00,100,113,11/11/2014,Golden State,San Antonio,7.0,8.49,13.53,12.37,13.79,5.0,7.89,4.6,14.54,9.64,3.0,4.77,1.23,7.12,21.51,4.4,3.7,5.24
104,105,"Tue, Nov 11, 2014",Box Score,Los Angeles Lakers,102,Memphis Grizzlies,107,,,2014-11-11 00:00:00,107,102,11/11/2014,Memphis,LA Lakers,9.5,12.32,15.11,15.38,14.39,11.5,9.57,11.8,16.0,13.37,11.0,12.39,12.12,7.07,15.05,10.0,9.2,12.37
105,106,"Tue, Nov 11, 2014",Box Score,Oklahoma City Thunder,78,Milwaukee Bucks,85,,,2014-11-11 00:00:00,85,78,11/11/2014,Milwaukee,Oklahoma City,3.5,2.5,4.78,3.91,5.67,4.5,5.9,-4.5,5.0,10.29,0.01,2.02,-7.35,3.33,4.91,-2.9,4.8,1.63
106,107,"Tue, Nov 11, 2014",Box Score,Charlotte Hornets,100,Portland Trail Blazers,102,,,2014-11-11 00:00:00,102,100,11/11/2014,Portland,Charlotte,7.0,8.63,9.91,7.92,11.48,8.0,6.51,9.2,11.11,7.31,9.0,7.73,5.73,7.8,14.5,6.0,8.1,7.08
107,108,"Tue, Nov 11, 2014",Box Score,Orlando Magic,100,Toronto Raptors,104,,,2014-11-11 00:00:00,104,100,11/11/2014,Toronto,Orlando,11.0,13.37,14.44,14.4,15.27,11.5,10.05,13.5,13.88,22.8,14.0,11.57,11.23,9.58,16.22,11.1,12.0,10.56
108,109,"Wed, Nov 12, 2014",Box Score,Utah Jazz,97,Atlanta Hawks,100,,,2014-11-12 00:00:00,100,97,11/12/2014,Atlanta,Utah,7.5,7.56,8.42,6.81,8.51,8.0,6.19,9.1,10.36,9.39,11.0,4.89,5.72,7.87,4.81,6.2,7.5,6.65
109,110,"Wed, Nov 12, 2014",Box Score,Oklahoma City Thunder,109,Boston Celtics,94,,,2014-11-12 00:00:00,94,109,11/12/2014,Boston,Oklahoma City,6.0,6.16,9.22,9.1,10.79,6.0,7.13,-1.5,8.05,17.43,1.0,7.5,-4.43,4.59,12.15,0.5,6.2,4.6
110,111,"Wed, Nov 12, 2014",Box Score,Portland Trail Blazers,130,Denver Nuggets,113,,,2014-11-12 00:00:00,113,130,11/12/2014,Denver,Portland,3.0,-4.71,-7.09,-5.55,-8.52,-1.0,-2.43,-1.5,-7.64,-4.58,-4.0,-1.7,-4.2,0.51,-14.97,-2.0,-3.6,-3.38
111,112,"Wed, Nov 12, 2014",Box Score,Indiana Pacers,81,Miami Heat,75,,,2014-11-12 00:00:00,75,81,11/12/2014,Miami,Indiana,8.5,9.49,11.12,12.93,9.95,8.0,8.21,9.7,10.62,17.78,10.0,7.74,6.49,11.0,11.52,0.2,7.2,7.95
112,113,"Wed, Nov 12, 2014",Box Score,Houston Rockets,113,Minnesota Timberwolves,101,,"at Mexico City Arena, Mexico City, Mexico",2014-11-12 00:00:00,101,113,11/12/2014,Minnesota,Houston,-6.5,-6.06,-6.71,-6.46,-6.33,-6.5,-0.83,-4.4,-7.68,-5.09,-4.0,-8.49,,-3.34,-10.54,-10.1,-6.6,-4.22
113,114,"Wed, Nov 12, 2014",Box Score,Los Angeles Lakers,102,New Orleans Pelicans,109,,,2014-11-12 00:00:00,109,102,11/12/2014,New Orleans,LA Lakers,10.5,9.2,10.22,9.77,9.86,10.5,6.95,8.5,11.34,15.04,8.0,9.44,8.33,9.45,14.29,0.6,6.5,9.67
114,115,"Wed, Nov 12, 2014",Box Score,Orlando Magic,97,New York Knicks,95,,,2014-11-12 00:00:00,95,97,11/12/2014,New York,Orlando,6.0,4.7,0.76,1.51,-0.32,7.5,2.26,8.7,0.94,7.67,7.0,3.16,6.67,6.89,0.56,12.4,5.6,6.72
115,116,"Wed, Nov 12, 2014",Box Score,Brooklyn Nets,104,Phoenix Suns,112,,,2014-11-12 00:00:00,112,104,11/12/2014,Phoenix,Brooklyn,4.5,2.74,1.89,3.85,-0.12,4.5,1.51,3.2,1.56,6.07,4.0,1.95,4.53,5.21,-2.03,1.3,4.4,3.78
116,117,"Wed, Nov 12, 2014",Box Score,Detroit Pistons,103,Washington Wizards,107,,,2014-11-12 00:00:00,107,103,11/12/2014,Washington,Detroit,6.5,9.47,12.69,14.05,11.6,7.5,7.68,14.2,12.4,7.27,10.0,6.53,8.45,3.31,10.67,8.6,7.2,7.37
117,118,"Thu, Nov 13, 2014",Box Score,Philadelphia 76ers,70,Dallas Mavericks,123,,,2014-11-13 00:00:00,123,70,11/13/2014,Dallas,Philadelphia,14.0,15.23,15.5,16.42,15.84,15.0,9.26,17.5,14.35,18.23,16.0,16.56,,12.1,18.74,12.6,14.2,15.91
118,119,"Thu, Nov 13, 2014",Box Score,Brooklyn Nets,99,Golden State Warriors,107,,,2014-11-13 00:00:00,107,99,11/13/2014,Golden State,Brooklyn,10.5,9.72,10.13,10.76,9.38,8.5,4.66,9.8,10.5,9.43,9.0,8.71,,10.23,19.22,5.8,8.9,9.58
119,120,"Thu, Nov 13, 2014",Box Score,Sacramento Kings,110,Memphis Grizzlies,111,,,2014-11-13 00:00:00,111,110,11/13/2014,Memphis,Sacramento,6.0,5.88,5.88,7.12,5.69,6.5,5.09,10.3,5.28,6.56,6.0,4.95,,5.54,0.44,7.9,6.4,5.17
120,121,"Thu, Nov 13, 2014",Box Score,Chicago Bulls,100,Toronto Raptors,93,,,2014-11-13 00:00:00,93,100,11/13/2014,Toronto,Chicago,2.5,4.94,7.85,7.89,8.01,2.0,2.31,3.5,7.7,10.76,5.0,0.23,,1.84,10.17,-0.7,3.0,1.59
121,122,"Fri, Nov 14, 2014",Box Score,Miami Heat,103,Atlanta Hawks,114,,,2014-11-14 00:00:00,114,103,11/14/2014,Atlanta,Miami,4.5,0.55,0.78,1.04,1.41,3.0,0.52,2.1,-0.24,-4.86,0.01,-0.03,-1.76,3.72,-1.09,1.3,3.6,1.78
122,123,"Fri, Nov 14, 2014",Box Score,Cleveland Cavaliers,122,Boston Celtics,121,,,2014-11-14 00:00:00,121,122,11/14/2014,Boston,Cleveland,-5.0,0.66,3.44,2.79,4.18,-5.0,3.88,-3.9,3.45,11.57,-3.0,-6.82,-0.7,-7.84,10.15,-2.6,-2.8,-1.89
123,124,"Fri, Nov 14, 2014",Box Score,Philadelphia 76ers,87,Houston Rockets,88,,,2014-11-14 00:00:00,88,87,11/14/2014,Houston,Philadelphia,17.0,20.1,22.85,22.03,24.23,16.5,10.93,19.8,23.65,26.32,24.0,19.83,20.48,14.24,23.64,14.1,17.2,18.13
124,125,"Fri, Nov 14, 2014",Box Score,Denver Nuggets,108,Indiana Pacers,87,,,2014-11-14 00:00:00,87,108,11/14/2014,Indiana,Denver,3.0,4.77,8.54,7.95,8.02,2.5,3.8,7.5,9.76,3.36,5.0,-1.94,6.03,-2.0,7.33,4.7,3.0,0.56
125,126,"Fri, Nov 14, 2014",Box Score,San Antonio Spurs,93,Los Angeles Lakers,80,,,2014-11-14 00:00:00,80,93,11/14/2014,LA Lakers,San Antonio,-8.0,-5.46,-4.82,-6.24,-4.58,-7.5,1.09,-5.6,-3.74,-0.87,-11.0,-9.3,-11.59,-4.67,-5.5,-3.9,-5.9,-5.28
126,127,"Fri, Nov 14, 2014",Box Score,Minnesota Timberwolves,91,New Orleans Pelicans,139,,,2014-11-14 00:00:00,139,91,11/14/2014,New Orleans,Minnesota,8.0,5.36,5.05,6.41,4.91,6.5,4.28,8.8,3.7,8.56,3.0,3.51,-0.08,7.43,7.72,5.6,5.0,6.51
127,128,"Fri, Nov 14, 2014",Box Score,Utah Jazz,102,New York Knicks,100,,,2014-11-14 00:00:00,100,102,11/14/2014,New York,Utah,4.0,2.14,-1.12,-1.07,-1.31,3.0,1.18,8.0,-1.01,4.55,7.0,0.27,5.31,2.3,-3.06,4.5,4.2,2.38
128,129,"Fri, Nov 14, 2014",Box Score,Detroit Pistons,96,Oklahoma City Thunder,89,OT,,2014-11-14 00:00:00,89,96,11/14/2014,Oklahoma City,Detroit,3.0,5.28,6.94,8.46,6.08,2.5,3.24,14.2,6.25,-4.46,8.0,3.21,9.62,0.77,5.79,4.2,1.6,
129,130,"Fri, Nov 14, 2014",Box Score,Milwaukee Bucks,85,Orlando Magic,101,,,2014-11-14 00:00:00,101,85,11/14/2014,Orlando,Milwaukee,2.5,0.92,0.26,0.31,0.43,2.0,-0.21,5.3,0.04,-2.37,1.0,-0.14,3.79,1.14,1.59,1.0,1.4,0.2
130,131,"Fri, Nov 14, 2014",Box Score,Charlotte Hornets,103,Phoenix Suns,95,,,2014-11-14 00:00:00,95,103,11/14/2014,Phoenix,Charlotte,7.5,5.09,6.12,6.92,5.14,5.5,3.27,4.0,6.23,8.65,6.0,3.61,5.57,6.28,1.04,5.4,4.3,3.79
131,132,"Sat, Nov 15, 2014",Box Score,Indiana Pacers,99,Chicago Bulls,90,,,2014-11-15 00:00:00,90,99,11/15/2014,Chicago,Indiana,9.0,9.63,9.79,11.45,9.45,9.5,9.17,12.4,8.49,12.38,10.0,10.07,5.31,12.4,8.05,6.8,11.6,7.12
132,133,"Sat, Nov 15, 2014",Box Score,Atlanta Hawks,94,Cleveland Cavaliers,127,,,2014-11-15 00:00:00,127,94,11/15/2014,Cleveland,Atlanta,7.5,3.76,2.19,2.41,1.44,7.5,0.69,11.4,2.64,-0.53,4.0,5.49,2.61,7.64,0.55,6.8,5.4,3.64
133,134,"Sat, Nov 15, 2014",Box Score,Minnesota Timberwolves,117,Dallas Mavericks,131,,,2014-11-15 00:00:00,131,117,11/15/2014,Dallas,Minnesota,11.5,10.6,12.37,9.87,15.25,10.5,6.94,14.7,13.68,12.88,11.0,10.68,4.59,8.82,12.38,8.1,10.5,7.23
134,135,"Sat, Nov 15, 2014",Box Score,Charlotte Hornets,87,Golden State Warriors,112,,,2014-11-15 00:00:00,112,87,11/15/2014,Golden State,Charlotte,10.5,10.84,11.08,10.74,10.46,10.0,5.81,9.8,12.12,13.11,10.0,9.89,8.21,11.85,22.29,8.3,8.0,10.96
135,136,"Sat, Nov 15, 2014",Box Score,Phoenix Suns,107,Los Angeles Clippers,120,,,2014-11-15 00:00:00,120,107,11/15/2014,LA Clippers,Phoenix,7.0,3.98,1.94,2.71,2.44,6.5,2.65,11.0,0.52,1.33,4.0,4.45,4.53,,9.74,2.3,5.4,2.68
136,137,"Sat, Nov 15, 2014",Box Score,Detroit Pistons,88,Memphis Grizzlies,95,,,2014-11-15 00:00:00,95,88,11/15/2014,Memphis,Detroit,9.5,10.79,11.36,14.31,10.34,9.5,9.8,11.9,10.23,18.29,11.0,8.6,9.12,6.76,13.76,8.7,7.5,10.23
137,138,"Sat, Nov 15, 2014",Box Score,Brooklyn Nets,87,Portland Trail Blazers,97,,,2014-11-15 00:00:00,97,87,11/15/2014,Portland,Brooklyn,3.5,6.75,7.45,7.8,8.31,6.0,5.8,8.6,6.77,4.89,6.0,4.91,4.64,4.4,11.43,5.7,8.7,5.83
138,139,"Sat, Nov 15, 2014",Box Score,San Antonio Spurs,91,Sacramento Kings,94,,,2014-11-15 00:00:00,94,91,11/15/2014,Sacramento,San Antonio,-1.5,-0.68,1.51,0.76,1.24,-2.5,5.31,-4.5,2.45,-4.09,-6.0,-3.93,-6.49,0.22,9.11,-1.6,-3.1,-1.1
139,140,"Sat, Nov 15, 2014",Box Score,Utah Jazz,93,Toronto Raptors,111,,,2014-11-15 00:00:00,111,93,11/15/2014,Toronto,Utah,11.5,10.29,9.87,9.23,10.23,10.0,8.68,11.9,10.27,17.37,11.0,8.17,10.01,8.29,12.59,7.8,10.0,8.98
140,141,"Sat, Nov 15, 2014",Box Score,Orlando Magic,93,Washington Wizards,98,,,2014-11-15 00:00:00,98,93,11/15/2014,Washington,Orlando,9.0,8.81,6.37,7.81,5.26,9.0,7.04,12.4,5.94,13.95,8.0,11.67,9.13,9.81,8.5,8.2,9.1,9.04
141,142,"Sun, Nov 16, 2014",Box Score,Golden State Warriors,136,Los Angeles Lakers,115,,,2014-11-16 00:00:00,115,136,11/16/2014,LA Lakers,Golden State,-8.0,-9.45,-12.18,-11.91,-11.17,-7.5,-3.96,-4.0,-13.79,-11.43,-10.0,-12.01,-10.18,-4.5,-14.3,-5.4,-6.1,-10.88
142,143,"Sun, Nov 16, 2014",Box Score,Milwaukee Bucks,91,Miami Heat,84,,,2014-11-16 00:00:00,84,91,11/16/2014,Miami,Milwaukee,5.0,8.18,6.41,6.33,6.32,5.0,6.58,11.7,6.63,12.57,8.0,5.98,12.4,8.09,9.36,7.6,6.3,8.37
143,144,"Sun, Nov 16, 2014",Box Score,Denver Nuggets,93,New York Knicks,109,,,2014-11-16 00:00:00,109,93,11/16/2014,New York,Denver,1.5,1.35,0.03,-0.23,-0.57,1.0,0.56,5.5,0.98,0.68,2.0,-2.21,4.91,0.22,-0.38,4.5,2.0,2.25
144,145,"Sun, Nov 16, 2014",Box Score,Houston Rockets,69,Oklahoma City Thunder,65,,,2014-11-16 00:00:00,65,69,11/16/2014,Oklahoma City,Houston,-5.0,-6.21,-7.66,-8.1,-6.29,-5.0,-4.28,3.1,-8.84,-16.96,-4.0,-9.9,-0.61,-3.27,-7.76,-4.9,-5.2,-8.46
145,146,"Mon, Nov 17, 2014",Box Score,Phoenix Suns,118,Boston Celtics,114,,,2014-11-17 00:00:00,114,118,11/17/2014,Boston,Phoenix,-2.0,0.95,3.39,1.76,4.4,0.0,3.47,4.2,4.21,-0.5,-2.0,-1.56,-4.2,-2.34,4.8,-0.7,0.9,-1.53
146,147,"Mon, Nov 17, 2014",Box Score,Miami Heat,95,Brooklyn Nets,83,,,2014-11-17 00:00:00,83,95,11/17/2014,Brooklyn,Miami,7.0,2.31,3.35,1.22,4.35,5.5,0.72,4.2,4.77,-3.14,4.0,2.55,0.47,2.02,3.19,1.6,2.3,3.09
147,148,"Mon, Nov 17, 2014",Box Score,Dallas Mavericks,107,Charlotte Hornets,80,,,2014-11-17 00:00:00,80,107,11/17/2014,Charlotte,Dallas,-3.5,-3.27,-4.48,-2.85,-6.22,1.5,-1.41,-0.2,-5.19,-2.96,-3.0,-7.21,-1.67,-1.62,-6.31,-1.1,-1.5,-3.36
148,149,"Mon, Nov 17, 2014",Box Score,Denver Nuggets,106,Cleveland Cavaliers,97,,,2014-11-17 00:00:00,97,106,11/17/2014,Cleveland,Denver,11.5,10.01,11.35,11.25,10.66,11.5,4.9,14.1,12.29,7.76,10.0,10.09,5.78,12.89,10.43,8.7,8.5,11.49
149,150,"Mon, Nov 17, 2014",Box Score,Orlando Magic,107,Detroit Pistons,93,,,2014-11-17 00:00:00,93,107,11/17/2014,Detroit,Orlando,4.0,2.87,0.43,0.07,0.83,4.5,2.44,4.7,0.37,4.76,2.0,1.23,4.15,7.32,1.24,4.7,5.2,3.61
150,151,"Mon, Nov 17, 2014",Box Score,Chicago Bulls,105,Los Angeles Clippers,89,,,2014-11-17 00:00:00,89,105,11/17/2014,LA Clippers,Chicago,5.5,2.93,1.38,2.04,1.12,4.0,-1.1,4.7,0.9,0.45,6.0,2.09,6.11,8.79,4.25,0.9,1.9,4.43
151,152,"Mon, Nov 17, 2014",Box Score,Houston Rockets,93,Memphis Grizzlies,119,,,2014-11-17 00:00:00,119,93,11/17/2014,Memphis,Houston,4.0,0.26,-0.61,1.31,-0.5,2.5,2.81,2.3,-2.05,-0.28,1.0,-0.64,-0.76,3.14,-2.11,-0.5,1.3,-0.52
152,153,"Mon, Nov 17, 2014",Box Score,New Orleans Pelicans,93,Portland Trail Blazers,102,,,2014-11-17 00:00:00,102,93,11/17/2014,Portland,New Orleans,3.0,4.72,4.9,4.57,4.51,4.0,4.94,7.7,5.83,-0.08,4.0,1.23,5.63,-2.67,12.16,6.8,6.7,4.63
153,154,"Mon, Nov 17, 2014",Box Score,Philadelphia 76ers,75,San Antonio Spurs,100,,,2014-11-17 00:00:00,100,75,11/17/2014,San Antonio,Philadelphia,16.5,17.47,16.31,16.89,17.5,17.0,5.75,20.8,14.94,30.07,23.0,18.96,22.29,14.05,17.24,12.7,16.6,14.96
154,155,"Tue, Nov 18, 2014",Box Score,Los Angeles Lakers,114,Atlanta Hawks,109,,,2014-11-18 00:00:00,109,114,11/18/2014,Atlanta,LA Lakers,9.0,8.4,9.55,9.71,7.81,9.0,7.49,7.9,11.42,8.43,7.0,8.59,8.4,9.17,7.94,7.2,6.9,8.47
155,156,"Tue, Nov 18, 2014",Box Score,New York Knicks,113,Milwaukee Bucks,117,,,2014-11-18 00:00:00,117,113,11/18/2014,Milwaukee,New York,2.0,4.17,6.96,7.5,6.01,4.0,5.94,2.8,7.34,10.18,3.0,0.52,-2.7,3.54,6.46,0.3,2.4,2.36
156,157,"Tue, Nov 18, 2014",Box Score,New Orleans Pelicans,106,Sacramento Kings,100,,,2014-11-18 00:00:00,100,106,11/18/2014,Sacramento,New Orleans,2.5,2.47,3.04,4.19,0.48,2.0,2.82,2.2,3.94,1.28,1.0,3.03,1.62,1.77,6.01,3.2,1.7,0.76
157,158,"Tue, Nov 18, 2014",Box Score,Oklahoma City Thunder,81,Utah Jazz,98,,,2014-11-18 00:00:00,98,81,11/18/2014,Utah,Oklahoma City,3.0,1.68,2.63,3.28,2.28,3.5,3.38,-1.9,2.23,4.38,-2.0,0.89,-4.66,4.4,2.47,3.7,3.1,0.95
158,159,"Wed, Nov 19, 2014",Box Score,Milwaukee Bucks,122,Brooklyn Nets,118,3OT,,2014-11-19 00:00:00,118,122,11/19/2014,Brooklyn,Milwaukee,7.0,5.46,2.64,-0.4,3.79,6.5,3.47,8.3,4.79,3.67,6.0,9.32,,7.64,9.17,7.4,,5.15
159,160,"Wed, Nov 19, 2014",Box Score,San Antonio Spurs,92,Cleveland Cavaliers,90,,,2014-11-19 00:00:00,90,92,11/19/2014,Cleveland,San Antonio,2.0,0.85,0.33,-0.85,0.3,2.5,2.75,3.2,1.66,-7.75,-4.0,2.7,,5.15,3.11,2.1,,2.31
160,161,"Wed, Nov 19, 2014",Box Score,Oklahoma City Thunder,100,Denver Nuggets,107,,,2014-11-19 00:00:00,107,100,11/19/2014,Denver,Oklahoma City,7.5,3.16,2.09,1.93,3.01,5.5,4.56,1.4,1.34,1.19,5.0,4.99,,7.11,2.54,3.2,,2.78
161,162,"Wed, Nov 19, 2014",Box Score,Phoenix Suns,88,Detroit Pistons,86,,,2014-11-19 00:00:00,86,88,11/19/2014,Detroit,Phoenix,-2.5,-1.96,-2.84,-4.45,-1.53,-2.0,-0.43,1.8,-2.42,-2.94,-3.0,-3.86,,0.89,-1.88,-2.2,,-2.6
162,163,"Wed, Nov 19, 2014",Box Score,Los Angeles Lakers,98,Houston Rockets,92,,,2014-11-19 00:00:00,92,98,11/19/2014,Houston,LA Lakers,11.5,12.82,12.76,13.5,11.83,13.0,9.61,13.2,13.57,20.66,11.0,11.93,,9.79,18.05,11.0,,9.72
163,164,"Wed, Nov 19, 2014",Box Score,Charlotte Hornets,86,Indiana Pacers,88,,,2014-11-19 00:00:00,88,86,11/19/2014,Indiana,Charlotte,2.0,1.69,2.52,0.87,3.15,2.0,2.5,5.1,3.8,0.5,3.0,2.16,,-5.85,3.13,0.9,,0.14
164,165,"Wed, Nov 19, 2014",Box Score,New York Knicks,99,Minnesota Timberwolves,115,,,2014-11-19 00:00:00,115,99,11/19/2014,Minnesota,New York,1.5,4.16,4.2,4.36,2.73,-1.5,5.47,2.0,5.36,7.73,3.0,2.92,,5.25,8.59,1.7,,0.83
165,166,"Wed, Nov 19, 2014",Box Score,Los Angeles Clippers,114,Orlando Magic,90,,,2014-11-19 00:00:00,90,114,11/19/2014,Orlando,LA Clippers,-4.5,-1.96,1.44,-0.08,2.28,-5.0,0.7,-0.9,2.38,-3.48,-1.0,-7.99,,-6.09,-2.83,-2.9,,-7.03
166,167,"Wed, Nov 19, 2014",Box Score,Boston Celtics,101,Philadelphia 76ers,90,,,2014-11-19 00:00:00,90,101,11/19/2014,Philadelphia,Boston,-6.0,-5.35,-6.92,-5.48,-8.31,-6.0,-1.53,-0.6,-7.29,-12.52,-4.0,-6.33,,-2.11,-7.92,-3.1,,-3.42
167,168,"Wed, Nov 19, 2014",Box Score,Memphis Grizzlies,92,Toronto Raptors,96,,,2014-11-19 00:00:00,96,92,11/19/2014,Toronto,Memphis,3.5,2.72,2.84,-0.95,3.39,3.0,2.43,4.8,4.77,0.67,1.0,1.86,,2.52,7.99,1.7,,2.31
168,169,"Wed, Nov 19, 2014",Box Score,Dallas Mavericks,105,Washington Wizards,102,,,2014-11-19 00:00:00,102,105,11/19/2014,Washington,Dallas,-3.0,-1.35,-2.81,0.21,-5.29,-1.0,0.08,2.4,-4.67,3.86,-3.0,-3.21,,0.12,-3.47,0.2,,-1.94
169,170,"Thu, Nov 20, 2014",Box Score,Los Angeles Clippers,110,Miami Heat,93,,,2014-11-20 00:00:00,93,110,11/20/2014,Miami,LA Clippers,-4.0,1.12,1.18,0.06,1.36,-4.0,5.55,3.1,2.25,4.12,1.0,1.14,0.22,-4.49,2.31,1.6,,-3.69
170,171,"Thu, Nov 20, 2014",Box Score,Chicago Bulls,88,Sacramento Kings,103,,,2014-11-20 00:00:00,103,88,11/20/2014,Sacramento,Chicago,2.5,0.81,1.81,1.51,1.85,1.0,-0.15,-2.5,2.12,0.9,1.0,-1.61,-0.98,2.99,5.34,-0.5,,-0.46
171,172,"Fri, Nov 21, 2014",Box Score,Detroit Pistons,89,Atlanta Hawks,99,,,2014-11-21 00:00:00,99,89,11/21/2014,Atlanta,Detroit,6.5,6.38,6.09,7.06,5.14,6.5,7.06,8.4,6.11,5.44,6.0,7.31,4.81,5.99,7.15,7.2,6.0,5.98
