,Unnamed: 0,Unnamed: 0.1,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,line_x,game_date,hscore,rscore,date_x,home_x,road_x,line_y,lineavg_x,linesag_x,linesage_x,linesagp_x,lineopen_x,linemoore_x,linepower_x,linenscombo_x,linel2_x,linegametime_x,lineray1_x,linefox_x,linedunk_x,linegirl_x,linegabe_x,lineboyd_x,linemass_x,linedok_x,lineblc_x,line_x,date_y,home_y,road_y,line_y,lineavg_y,linesag_y,linesage_y,linesagp_y,lineopen_y,linemoore_y,linepower_y,linenscombo_y,linel2_y,linegametime_y,lineray1_y,linefox_y,linedunk_y,linegirl_y,linegabe_y,lineboyd_y,linemass_y,linedok_y,lineblc_y
49,49,50,"Mon, Nov 2, 2009",Box Score,Houston Rockets,113,Utah Jazz,96,,,0,2009-11-02 00:00:00,96,113,11/2/2009,Utah,Houston,8.5,3.65,2.52,1.49,3.35,8.5,3.97,5.7,.,.,5.75,7.03,-2.0,5.36,1.57,.,.,.,4.31,.,0,11/2/2009,Utah,Houston,8.5,3.65,2.52,1.49,3.35,8.5,3.97,5.7,.,.,5.75,7.03,-2.0,5.36,1.57,.,.,.,4.31,.
50,50,51,"Tue, Nov 3, 2009",Box Score,Milwaukee Bucks,81,Chicago Bulls,83,,,0,2009-11-03 00:00:00,83,81,11/3/2009,Chicago,Milwaukee,9,5.88,5.28,6.27,4.29,8,3.21,10.7,.,.,7.0,6.88,2.0,7.43,6.77,.,.,.,4.24,.,0,11/3/2009,Chicago,Milwaukee,9,5.88,5.28,6.27,4.29,8,3.21,10.7,.,.,7.0,6.88,2.0,7.43,6.77,.,.,.,4.24,.
51,51,52,"Tue, Nov 3, 2009",Box Score,Washington Wizards,90,Cleveland Cavaliers,102,,,0,2009-11-03 00:00:00,102,90,11/3/2009,Cleveland,Washington,11.5,7.99,6.73,6.66,6.85,11.5,2.23,10.1,.,.,8.0,5.39,13.0,8.62,9.69,.,.,.,9.37,.,0,11/3/2009,Cleveland,Washington,11.5,7.99,6.73,6.66,6.85,11.5,2.23,10.1,.,.,8.0,5.39,13.0,8.62,9.69,.,.,.,9.37,.
52,52,53,"Tue, Nov 3, 2009",Box Score,Utah Jazz,85,Dallas Mavericks,96,,,0,2009-11-03 00:00:00,96,85,11/3/2009,Dallas,Utah,6.5,5.54,6.91,6.38,7.44,5,4.05,7.0,.,.,4.75,3.01,7.0,6.98,3.39,.,.,.,5.41,.,0,11/3/2009,Dallas,Utah,6.5,5.54,6.91,6.38,7.44,5,4.05,7.0,.,.,4.75,3.01,7.0,6.98,3.39,.,.,.,5.41,.
53,53,54,"Tue, Nov 3, 2009",Box Score,Orlando Magic,80,Detroit Pistons,85,,,0,2009-11-03 00:00:00,85,80,11/3/2009,Detroit,Orlando,-6.5,-4.77,-3.74,-5.28,-2.3,-6.5,2.41,-1.9,.,.,-2.5,-16.88,-6.0,-8.34,-5.61,.,.,.,-1.35,.,0,11/3/2009,Detroit,Orlando,-6.5,-4.77,-3.74,-5.28,-2.3,-6.5,2.41,-1.9,.,.,-2.5,-16.88,-6.0,-8.34,-5.61,.,.,.,-1.35,.
54,54,55,"Tue, Nov 3, 2009",Box Score,Denver Nuggets,111,Indiana Pacers,93,,,0,2009-11-03 00:00:00,93,111,11/3/2009,Indiana,Denver,-5.5,-4.82,-4.04,-6.4,-2.58,-5,0.38,-5.1,.,.,-4.0,-7.89,-5.0,-6.35,-9.22,.,.,.,-2.04,.,0,11/3/2009,Indiana,Denver,-5.5,-4.82,-4.04,-6.4,-2.58,-5,0.38,-5.1,.,.,-4.0,-7.89,-5.0,-6.35,-9.22,.,.,.,-2.04,.
55,55,56,"Tue, Nov 3, 2009",Box Score,Phoenix Suns,104,Miami Heat,96,,,0,2009-11-03 00:00:00,96,104,11/3/2009,Miami,Phoenix,4,4.09,4.46,4.08,4.85,3,3.0,7.6,.,.,3.5,3.7,7.0,1.55,2.65,.,.,.,2.94,.,0,11/3/2009,Miami,Phoenix,4,4.09,4.46,4.08,4.85,3,3.0,7.6,.,.,3.5,3.7,7.0,1.55,2.65,.,.,.,2.94,.
56,56,57,"Tue, Nov 3, 2009",Box Score,Los Angeles Lakers,101,Oklahoma City Thunder,98,OT,,0,2009-11-03 00:00:00,98,101,11/3/2009,Oklahoma City,LA Lakers,-7.5,-3.42,-0.55,-2.1,0.86,-7,4.0,-5.8,.,.,-4.0,-10.3,-12.0,-6.33,4.83,.,.,.,-3.4,.,0,11/3/2009,Oklahoma City,LA Lakers,-7.5,-3.42,-0.55,-2.1,0.86,-7,4.0,-5.8,.,.,-4.0,-10.3,-12.0,-6.33,4.83,.,.,.,-3.4,.
57,57,58,"Tue, Nov 3, 2009",Box Score,Boston Celtics,105,Philadelphia 76ers,74,,,0,2009-11-03 00:00:00,74,105,11/3/2009,Philadelphia,Boston,-7,-4.09,-2.08,-1.19,-3.21,-6,0.96,-3.5,.,.,-2.75,-7.47,-5.0,-8.49,-8.05,.,.,.,-2.21,.,0,11/3/2009,Philadelphia,Boston,-7,-4.09,-2.08,-1.19,-3.21,-6,0.96,-3.5,.,.,-2.75,-7.47,-5.0,-8.49,-8.05,.,.,.,-2.21,.
58,58,59,"Tue, Nov 3, 2009",Box Score,Atlanta Hawks,97,Portland Trail Blazers,91,,,0,2009-11-03 00:00:00,91,97,11/3/2009,Portland,Atlanta,7,5.29,7.61,7.62,7.66,7,2.48,7.6,.,.,6.5,-2.6,11.0,8.13,-0.97,.,.,.,5.47,.,0,11/3/2009,Portland,Atlanta,7,5.29,7.61,7.62,7.66,7,2.48,7.6,.,.,6.5,-2.6,11.0,8.13,-0.97,.,.,.,5.47,.
59,59,60,"Wed, Nov 4, 2009",Box Score,Memphis Grizzlies,105,Golden State Warriors,113,,,0,2009-11-04 00:00:00,113,105,11/4/2009,Golden State,Memphis,6,5.2,8.57,8.46,8.68,6,4.01,5.8,.,.,6.25,8.4,1.0,-2.36,4.15,.,.,.,7.66,.,0,11/4/2009,Golden State,Memphis,6,5.2,8.57,8.46,8.68,6,4.01,5.8,.,.,6.25,8.4,1.0,-2.36,4.15,.,.,.,7.66,.
60,60,61,"Wed, Nov 4, 2009",Box Score,Los Angeles Lakers,103,Houston Rockets,102,OT,,0,2009-11-04 00:00:00,102,103,11/4/2009,Houston,LA Lakers,-2,2.0,4.73,2.93,6.06,-2,1.51,1.5,.,.,-2.5,0.89,-1.0,2.26,5.97,.,.,.,2.36,.,0,11/4/2009,Houston,LA Lakers,-2,2.0,4.73,2.93,6.06,-2,1.51,1.5,.,.,-2.5,0.89,-1.0,2.26,5.97,.,.,.,2.36,.
61,61,62,"Wed, Nov 4, 2009",Box Score,Boston Celtics,92,Minnesota Timberwolves,90,,,0,2009-11-04 00:00:00,90,92,11/4/2009,Minnesota,Boston,-12,-10.13,-13.45,-13.29,-14.03,-9.5,-0.67,-9.6,.,.,-11.5,-10.17,-12.0,-13.1,-10.86,.,.,.,-6.05,.,0,11/4/2009,Minnesota,Boston,-12,-10.13,-13.45,-13.29,-14.03,-9.5,-0.67,-9.6,.,.,-11.5,-10.17,-12.0,-13.1,-10.86,.,.,.,-6.05,.
62,62,63,"Wed, Nov 4, 2009",Box Score,Denver Nuggets,122,New Jersey Nets,94,,,0,2009-11-04 00:00:00,94,122,11/4/2009,New Jersey,Denver,-9,-6.88,-9.16,-10.62,-7.99,-9,-1.2,-6.2,.,.,-9.0,-2.56,-11.0,-4.91,-11.35,.,.,.,-3.98,.,0,11/4/2009,New Jersey,Denver,-9,-6.88,-9.16,-10.62,-7.99,-9,-1.2,-6.2,.,.,-9.0,-2.56,-11.0,-4.91,-11.35,.,.,.,-3.98,.
63,63,64,"Wed, Nov 4, 2009",Box Score,Dallas Mavericks,107,New Orleans Hornets,114,OT,,0,2009-11-04 00:00:00,114,107,11/4/2009,New orleans,Dallas,4,-2.3,-3.01,-3.62,-2.42,4,-0.1,1.6,.,.,-0.25,-5.37,-7.0,-4.47,-1.05,.,.,.,-0.33,.,0,11/4/2009,New orleans,Dallas,4,-2.3,-3.01,-3.62,-2.42,4,-0.1,1.6,.,.,-0.25,-5.37,-7.0,-4.47,-1.05,.,.,.,-0.33,.
64,64,65,"Wed, Nov 4, 2009",Box Score,Indiana Pacers,101,New York Knicks,89,,,0,2009-11-04 00:00:00,89,101,11/4/2009,New York,Indiana,5,3.27,1.69,2.13,1.12,4,2.52,4.7,.,.,3.0,8.56,0.01,4.75,1.28,.,.,.,4.65,.,0,11/4/2009,New York,Indiana,5,3.27,1.69,2.13,1.12,4,2.52,4.7,.,.,3.0,8.56,0.01,4.75,1.28,.,.,.,4.65,.
65,65,66,"Wed, Nov 4, 2009",Box Score,Phoenix Suns,100,Orlando Magic,122,,,0,2009-11-04 00:00:00,122,100,11/4/2009,Orlando,Phoenix,8,6.96,3.38,2.12,4.52,8,2.95,9.2,.,.,6.75,12.99,7.0,13.13,5.32,.,.,.,5.65,.,0,11/4/2009,Orlando,Phoenix,8,6.96,3.38,2.12,4.52,8,2.95,9.2,.,.,6.75,12.99,7.0,13.13,5.32,.,.,.,5.65,.
66,66,67,"Wed, Nov 4, 2009",Box Score,Atlanta Hawks,113,Sacramento Kings,105,,,0,2009-11-04 00:00:00,105,113,11/4/2009,Sacramento,Atlanta,-6,-6.21,-6.4,-6.91,-5.93,-6.5,-1.1,-2.3,.,.,-6.0,-10.99,-7.0,-11.16,-7.77,.,.,.,-2.99,.,0,11/4/2009,Sacramento,Atlanta,-6,-6.21,-6.4,-6.91,-5.93,-6.5,-1.1,-2.3,.,.,-6.0,-10.99,-7.0,-11.16,-7.77,.,.,.,-2.99,.
67,67,68,"Wed, Nov 4, 2009",Box Score,Detroit Pistons,99,Toronto Raptors,110,,,0,2009-11-04 00:00:00,110,99,11/4/2009,Toronto,Detroit,8,3.35,1.31,1.46,1.1,8,1.42,4.3,.,.,2.5,5.7,2.0,8.33,3.37,.,.,.,3.36,.,0,11/4/2009,Toronto,Detroit,8,3.35,1.31,1.46,1.1,8,1.42,4.3,.,.,2.5,5.7,2.0,8.33,3.37,.,.,.,3.36,.
68,68,69,"Wed, Nov 4, 2009",Box Score,Miami Heat,93,Washington Wizards,89,,,0,2009-11-04 00:00:00,89,93,11/4/2009,Washington,Miami,2,0.88,2.17,1.86,2.48,3,2.19,3.6,.,.,2.25,0.01,-4.0,2.2,-2.64,.,.,.,0.8,.,0,11/4/2009,Washington,Miami,2,0.88,2.17,1.86,2.48,3,2.19,3.6,.,.,2.25,0.01,-4.0,2.2,-2.64,.,.,.,0.8,.
69,69,70,"Thu, Nov 5, 2009",Box Score,Chicago Bulls,86,Cleveland Cavaliers,85,,,0,2009-11-05 00:00:00,85,86,11/5/2009,Cleveland,Chicago,11.5,7.62,4.34,0.7,8.04,11.5,4.52,11.0,.,.,8.5,4.68,13.0,7.32,7.73,.,.,.,10.75,.,0,11/5/2009,Cleveland,Chicago,11.5,7.62,4.34,0.7,8.04,11.5,4.52,11.0,.,.,8.5,4.68,13.0,7.32,7.73,.,.,.,10.75,.
70,70,71,"Thu, Nov 5, 2009",Box Score,San Antonio Spurs,99,Utah Jazz,113,,,0,2009-11-05 00:00:00,113,99,11/5/2009,Utah,San Antonio,0,0.04,-2.27,-2.23,-2.43,-1.5,0.42,2.1,.,.,-0.75,5.25,2.0,-0.27,0.36,.,.,.,-4.05,.,0,11/5/2009,Utah,San Antonio,0,0.04,-2.27,-2.23,-2.43,-1.5,0.42,2.1,.,.,-0.75,5.25,2.0,-0.27,0.36,.,.,.,-4.05,.
71,71,72,"Fri, Nov 6, 2009",Box Score,Phoenix Suns,110,Boston Celtics,103,,,0,2009-11-06 00:00:00,103,110,11/6/2009,Boston,Phoenix,10.5,9.43,8.84,6.35,11.06,9,3.57,12.1,.,.,10.25,10.17,9.0,14.03,8.11,.,.,.,9.68,.,0,11/6/2009,Boston,Phoenix,10.5,9.43,8.84,6.35,11.06,9,3.57,12.1,.,.,10.25,10.17,9.0,14.03,8.11,.,.,.,9.68,.
72,72,73,"Fri, Nov 6, 2009",Box Score,Atlanta Hawks,83,Charlotte Bobcats,103,,,0,2009-11-06 00:00:00,103,83,11/6/2009,Charlotte,Atlanta,-2,-3.0,-6.1,-5.05,-7.99,-3.5,-1.57,-2.1,.,.,-1.75,-7.02,-2.0,-0.77,-1.88,.,.,.,0.1,.,0,11/6/2009,Charlotte,Atlanta,-2,-3.0,-6.1,-5.05,-7.99,-3.5,-1.57,-2.1,.,.,-1.75,-7.02,-2.0,-0.77,-1.88,.,.,.,0.1,.
73,73,74,"Fri, Nov 6, 2009",Box Score,Los Angeles Clippers,118,Golden State Warriors,90,,,0,2009-11-06 00:00:00,90,118,11/6/2009,Golden State,LA Clippers,4.5,4.98,4.83,5.76,4.03,5.5,4.06,4.4,.,.,4.25,2.61,9.0,6.01,3.49,.,.,.,6.17,.,0,11/6/2009,Golden State,LA Clippers,4.5,4.98,4.83,5.76,4.03,5.5,4.06,4.4,.,.,4.25,2.61,9.0,6.01,3.49,.,.,.,6.17,.
74,74,75,"Fri, Nov 6, 2009",Box Score,Oklahoma City Thunder,94,Houston Rockets,105,,,0,2009-11-06 00:00:00,105,94,11/6/2009,Houston,Oklahoma City,6.5,8.29,6.93,7.67,6.24,6,1.03,12.0,.,.,4.75,14.19,12.0,9.97,9.14,.,.,.,5.93,.,0,11/6/2009,Houston,Oklahoma City,6.5,8.29,6.93,7.67,6.24,6,1.03,12.0,.,.,4.75,14.19,12.0,9.97,9.14,.,.,.,5.93,.
75,75,76,"Fri, Nov 6, 2009",Box Score,Washington Wizards,86,Indiana Pacers,102,,,0,2009-11-06 00:00:00,102,86,11/6/2009,Indiana,Washington,1.5,0.96,0.44,2.73,-2.04,1.5,0.06,0.2,.,.,0.01,-4.86,6.0,3.65,2.29,.,.,.,1.57,.,0,11/6/2009,Indiana,Washington,1.5,0.96,0.44,2.73,-2.04,1.5,0.06,0.2,.,.,0.01,-4.86,6.0,3.65,2.29,.,.,.,1.57,.
76,76,77,"Fri, Nov 6, 2009",Box Score,Memphis Grizzlies,98,Los Angeles Lakers,114,,,0,2009-11-06 00:00:00,114,98,11/6/2009,LA Lakers,Memphis,10,14.05,13.83,16.36,12.01,10,6.92,17.1,.,.,15.5,14.35,17.0,14.16,13.05,.,.,.,14.07,.,0,11/6/2009,LA Lakers,Memphis,10,14.05,13.83,16.36,12.01,10,6.92,17.1,.,.,15.5,14.35,17.0,14.16,13.05,.,.,.,14.07,.
77,77,78,"Fri, Nov 6, 2009",Box Score,Denver Nuggets,88,Miami Heat,96,,,0,2009-11-06 00:00:00,96,88,11/6/2009,Miami,Denver,1,0.83,2.01,2.71,1.43,-1,2.95,1.6,.,.,-1.0,2.97,-3.0,2.26,-0.95,.,.,.,-0.62,.,0,11/6/2009,Miami,Denver,1,0.83,2.01,2.71,1.43,-1,2.95,1.6,.,.,-1.0,2.97,-3.0,2.26,-0.95,.,.,.,-0.62,.
78,78,79,"Fri, Nov 6, 2009",Box Score,Milwaukee Bucks,87,Minnesota Timberwolves,72,,,0,2009-11-06 00:00:00,72,87,11/6/2009,Minnesota,Milwaukee,2.5,1.07,-1.49,-3.63,0.03,3.5,2.68,4.2,.,.,0.75,2.47,-1.0,0.9,6.15,.,.,.,-1.82,.,0,11/6/2009,Minnesota,Milwaukee,2.5,1.07,-1.49,-3.63,0.03,3.5,2.68,4.2,.,.,0.75,2.47,-1.0,0.9,6.15,.,.,.,-1.82,.
79,79,80,"Fri, Nov 6, 2009",Box Score,Toronto Raptors,107,New Orleans Hornets,90,,,0,2009-11-06 00:00:00,90,107,11/6/2009,New orleans,Toronto,5,2.07,1.38,3.53,-0.67,6,0.02,6.7,.,.,3.5,4.76,-2.0,-0.29,0.94,.,.,.,4.17,.,0,11/6/2009,New orleans,Toronto,5,2.07,1.38,3.53,-0.67,6,0.02,6.7,.,.,3.5,4.76,-2.0,-0.29,0.94,.,.,.,4.17,.
80,80,81,"Fri, Nov 6, 2009",Box Score,Cleveland Cavaliers,100,New York Knicks,91,,,0,2009-11-06 00:00:00,91,100,11/6/2009,New York,Cleveland,-8,-5.39,-4.79,-1.74,-8.88,-9.5,-0.57,-6.6,.,.,-6.0,-1.69,-8.0,-6.88,-7.5,.,.,.,-5.99,.,0,11/6/2009,New York,Cleveland,-8,-5.39,-4.79,-1.74,-8.88,-9.5,-0.57,-6.6,.,.,-6.0,-1.69,-8.0,-6.88,-7.5,.,.,.,-5.99,.
81,81,82,"Fri, Nov 6, 2009",Box Score,Detroit Pistons,103,Orlando Magic,110,,,0,2009-11-06 00:00:00,110,103,11/6/2009,Orlando,Detroit,13,11.9,9.76,10.47,9.31,13,4.59,11.8,.,.,9.75,22.88,12.0,15.24,9.88,.,.,.,13.12,.,0,11/6/2009,Orlando,Detroit,13,11.9,9.76,10.47,9.31,13,4.59,11.8,.,.,9.75,22.88,12.0,15.24,9.88,.,.,.,13.12,.
82,82,83,"Fri, Nov 6, 2009",Box Score,New Jersey Nets,94,Philadelphia 76ers,97,,,0,2009-11-06 00:00:00,97,94,11/6/2009,Philadelphia,New Jersey,12,8.83,11.17,12.68,9.74,11,5.16,9.5,.,.,10.25,4.53,5.0,11.36,9.76,.,.,.,10.36,.,0,11/6/2009,Philadelphia,New Jersey,12,8.83,11.17,12.68,9.74,11,5.16,9.5,.,.,10.25,4.53,5.0,11.36,9.76,.,.,.,10.36,.
83,83,84,"Fri, Nov 6, 2009",Box Score,San Antonio Spurs,84,Portland Trail Blazers,96,,,0,2009-11-06 00:00:00,96,84,11/6/2009,Portland,San Antonio,4,4.65,7.02,6.65,7.73,1,2.4,4.3,.,.,3.75,-1.2,11.0,7.47,2.19,.,.,.,2.21,.,0,11/6/2009,Portland,San Antonio,4,4.65,7.02,6.65,7.73,1,2.4,4.3,.,.,3.75,-1.2,11.0,7.47,2.19,.,.,.,2.21,.
84,84,85,"Sat, Nov 7, 2009",Box Score,Denver Nuggets,100,Atlanta Hawks,125,,,0,2009-11-07 00:00:00,125,100,11/7/2009,Atlanta,Denver,3,-0.21,-1.53,0.19,-3.08,2,1.95,0.4,.,.,-0.75,4.35,-7.0,0.69,0.78,.,.,.,0.35,.,0,11/7/2009,Atlanta,Denver,3,-0.21,-1.53,0.19,-3.08,2,1.95,0.4,.,.,-0.75,4.35,-7.0,0.69,0.78,.,.,.,0.35,.
85,85,86,"Sat, Nov 7, 2009",Box Score,Charlotte Bobcats,90,Chicago Bulls,93,,,0,2009-11-07 00:00:00,93,90,11/7/2009,Chicago,Charlotte,7,7.61,7.55,8.44,7.78,7.5,4.0,9.4,.,.,5.25,9.35,3.0,12.72,9.74,.,.,.,6.37,.,0,11/7/2009,Chicago,Charlotte,7,7.61,7.55,8.44,7.78,7.5,4.0,9.4,.,.,5.25,9.35,3.0,12.72,9.74,.,.,.,6.37,.
86,86,87,"Sat, Nov 7, 2009",Box Score,Toronto Raptors,101,Dallas Mavericks,129,,,0,2009-11-07 00:00:00,129,101,11/7/2009,Dallas,Toronto,7.5,6.41,3.45,3.87,2.95,8.5,3.55,8.9,.,.,5.75,13.13,5.0,9.91,4.72,.,.,.,6.31,.,0,11/7/2009,Dallas,Toronto,7.5,6.41,3.45,3.87,2.95,8.5,3.55,8.9,.,.,5.75,13.13,5.0,9.91,4.72,.,.,.,6.31,.
87,87,88,"Sat, Nov 7, 2009",Box Score,Memphis Grizzlies,110,Los Angeles Clippers,113,,,0,2009-11-07 00:00:00,113,110,11/7/2009,LA Clippers,Memphis,4,5.73,8.83,6.33,11.05,3.5,4.05,7.6,.,.,6.75,8.79,0.01,6.4,3.71,.,.,.,2.65,.,0,11/7/2009,LA Clippers,Memphis,4,5.73,8.83,6.33,11.05,3.5,4.05,7.6,.,.,6.75,8.79,0.01,6.4,3.71,.,.,.,2.65,.
88,88,89,"Sat, Nov 7, 2009",Box Score,New York Knicks,87,Milwaukee Bucks,102,,,0,2009-11-07 00:00:00,102,87,11/7/2009,Milwaukee,New York,4,6.23,12.96,11.52,14.71,2.5,5.37,7.0,.,.,3.5,2.13,7.0,2.67,5.69,.,.,.,2.73,.,0,11/7/2009,Milwaukee,New York,4,6.23,12.96,11.52,14.71,2.5,5.37,7.0,.,.,3.5,2.13,7.0,2.67,5.69,.,.,.,2.73,.
89,89,90,"Sat, Nov 7, 2009",Box Score,Boston Celtics,86,New Jersey Nets,76,,,0,2009-11-07 00:00:00,76,86,11/7/2009,New Jersey,Boston,-14,-10.78,-12.8,-10.6,-16.05,-13,-3.77,-8.0,.,.,-11.25,-9.0,-9.0,-14.06,-15.28,.,.,.,-10.81,.,0,11/7/2009,New Jersey,Boston,-14,-10.78,-12.8,-10.6,-16.05,-13,-3.77,-8.0,.,.,-11.25,-9.0,-9.0,-14.06,-15.28,.,.,.,-10.81,.
90,90,91,"Sat, Nov 7, 2009",Box Score,Sacramento Kings,104,Utah Jazz,99,,,0,2009-11-07 00:00:00,99,104,11/7/2009,Utah,Sacramento,15.5,10.52,10.18,8.06,12.27,15.5,4.05,12.0,.,.,10.25,17.84,12.0,14.68,2.69,.,.,.,11.36,.,0,11/7/2009,Utah,Sacramento,15.5,10.52,10.18,8.06,12.27,15.5,4.05,12.0,.,.,10.25,17.84,12.0,14.68,2.69,.,.,.,11.36,.
91,91,92,"Sun, Nov 8, 2009",Box Score,Philadelphia 76ers,81,Detroit Pistons,88,,,0,2009-11-08 00:00:00,88,81,11/8/2009,Detroit,Philadelphia,2,2.42,4.55,0.76,8.49,2,4.4,5.9,.,.,2.75,-7.75,5.0,2.57,1.17,.,.,.,0.88,.,0,11/8/2009,Detroit,Philadelphia,2,2.42,4.55,0.76,8.49,2,4.4,5.9,.,.,2.75,-7.75,5.0,2.57,1.17,.,.,.,0.88,.
92,92,93,"Sun, Nov 8, 2009",Box Score,New Orleans Hornets,88,Los Angeles Lakers,104,,,0,2009-11-08 00:00:00,104,88,11/8/2009,LA Lakers,New orleans,6.5,11.77,12.74,12.62,12.94,7.5,7.92,12.1,.,.,10.75,8.1,20.0,17.09,8.6,.,.,.,7.61,.,0,11/8/2009,LA Lakers,New orleans,6.5,11.77,12.74,12.62,12.94,7.5,7.92,12.1,.,.,10.75,8.1,20.0,17.09,8.6,.,.,.,7.61,.
93,93,94,"Sun, Nov 8, 2009",Box Score,Orlando Magic,74,Oklahoma City Thunder,102,,,0,2009-11-08 00:00:00,102,74,11/8/2009,Oklahoma City,Orlando,-6,-5.7,-3.12,-3.98,-2.42,-6,1.38,-4.9,.,.,-4.75,-11.42,-7.0,-9.22,-7.27,.,.,.,-7.39,.,0,11/8/2009,Oklahoma City,Orlando,-6,-5.7,-3.12,-3.98,-2.42,-6,1.38,-4.9,.,.,-4.75,-11.42,-7.0,-9.22,-7.27,.,.,.,-7.39,.
94,94,95,"Sun, Nov 8, 2009",Box Score,Minnesota Timberwolves,93,Portland Trail Blazers,116,,,0,2009-11-08 00:00:00,116,93,11/8/2009,Portland,Minnesota,13,12.52,12.24,10.59,14.43,12.5,7.03,15.7,.,.,13.75,7.62,17.0,18.64,4.84,.,.,.,15.63,.,0,11/8/2009,Portland,Minnesota,13,12.52,12.24,10.59,14.43,12.5,7.03,15.7,.,.,13.75,7.62,17.0,18.64,4.84,.,.,.,15.63,.
95,95,96,"Sun, Nov 8, 2009",Box Score,Golden State Warriors,107,Sacramento Kings,120,,,0,2009-11-08 00:00:00,120,107,11/8/2009,Sacramento,Golden State,-3,3.48,7.27,7.83,6.66,-5.5,1.99,6.2,.,.,-0.5,12.1,2.0,-3.17,5.13,.,.,.,-3.39,.,0,11/8/2009,Sacramento,Golden State,-3,3.48,7.27,7.83,6.66,-5.5,1.99,6.2,.,.,-0.5,12.1,2.0,-3.17,5.13,.,.,.,-3.39,.
96,96,97,"Sun, Nov 8, 2009",Box Score,Phoenix Suns,102,Washington Wizards,90,,,0,2009-11-08 00:00:00,90,102,11/8/2009,Washington,Phoenix,0,-1.67,-3.1,-6.53,-1.54,1,0.27,3.0,.,.,0.5,-4.39,-3.0,1.81,-6.4,.,.,.,-0.38,.,0,11/8/2009,Washington,Phoenix,0,-1.67,-3.1,-6.53,-1.54,1,0.27,3.0,.,.,0.5,-4.39,-3.0,1.81,-6.4,.,.,.,-0.38,.
97,97,98,"Mon, Nov 9, 2009",Box Score,Minnesota Timberwolves,105,Golden State Warriors,146,,,0,2009-11-09 00:00:00,146,105,11/9/2009,Golden State,Minnesota,6,3.25,2.52,2.92,2.15,7,3.06,6.5,.,.,6.0,-4.63,2.0,8.03,-3.76,.,.,.,10.25,.,0,11/9/2009,Golden State,Minnesota,6,3.25,2.52,2.92,2.15,7,3.06,6.5,.,.,6.0,-4.63,2.0,8.03,-3.76,.,.,.,10.25,.
98,98,99,"Mon, Nov 9, 2009",Box Score,New Orleans Hornets,112,Los Angeles Clippers,84,,,0,2009-11-09 00:00:00,84,112,11/9/2009,LA Clippers,New orleans,-2,2.68,6.75,4.57,8.71,1,5.05,2.6,.,.,2.0,2.0,3.0,-0.41,1.17,.,.,.,-1.88,.,0,11/9/2009,LA Clippers,New orleans,-2,2.68,6.75,4.57,8.71,1,5.05,2.6,.,.,2.0,2.0,3.0,-0.41,1.17,.,.,.,-1.88,.
99,99,100,"Mon, Nov 9, 2009",Box Score,Utah Jazz,95,New York Knicks,93,,,0,2009-11-09 00:00:00,93,95,11/9/2009,New York,Utah,-5.5,-1.2,-0.33,3.26,-3.59,-6,1.42,-2.5,.,.,-2.75,-1.45,-2.0,-1.86,-1.76,.,.,.,-0.79,.,0,11/9/2009,New York,Utah,-5.5,-1.2,-0.33,3.26,-3.59,-6,1.42,-2.5,.,.,-2.75,-1.45,-2.0,-1.86,-1.76,.,.,.,-0.79,.
100,100,101,"Mon, Nov 9, 2009",Box Score,Phoenix Suns,119,Philadelphia 76ers,115,,,0,2009-11-09 00:00:00,115,119,11/9/2009,Philadelphia,Phoenix,-2,-2.21,-5.59,-7.54,-6.01,-1,-2.09,0.5,.,.,-0.25,2.09,-4.0,-4.71,-2.05,.,.,.,1.99,.,0,11/9/2009,Philadelphia,Phoenix,-2,-2.21,-5.59,-7.54,-6.01,-1,-2.09,0.5,.,.,-0.25,2.09,-4.0,-4.71,-2.05,.,.,.,1.99,.
101,101,102,"Mon, Nov 9, 2009",Box Score,Toronto Raptors,124,San Antonio Spurs,131,,,0,2009-11-09 00:00:00,131,124,11/9/2009,San Antonio,Toronto,7,5.18,3.74,1.91,5.37,7,4.03,9.7,.,.,6.0,0.5,4.0,8.51,3.24,.,.,.,8.58,.,0,11/9/2009,San Antonio,Toronto,7,5.18,3.74,1.91,5.37,7,4.03,9.7,.,.,6.0,0.5,4.0,8.51,3.24,.,.,.,8.58,.
102,102,103,"Tue, Nov 10, 2009",Box Score,Orlando Magic,93,Charlotte Bobcats,81,,,0,2009-11-10 00:00:00,81,93,11/10/2009,Charlotte,Orlando,-3.5,-3.33,-0.98,0.22,-2.31,-3.5,-3.57,-3.3,.,.,-3.0,-4.56,-3.0,-2.92,-5.28,.,.,.,-5.58,.,0,11/10/2009,Charlotte,Orlando,-3.5,-3.33,-0.98,0.22,-2.31,-3.5,-3.57,-3.3,.,.,-3.0,-4.56,-3.0,-2.92,-5.28,.,.,.,-5.58,.
103,103,104,"Tue, Nov 10, 2009",Box Score,Denver Nuggets,90,Chicago Bulls,89,,,0,2009-11-10 00:00:00,89,90,11/10/2009,Chicago,Denver,-2.5,-0.07,0.76,3.9,-1.47,-1,-2.52,0.3,.,.,0.01,3.39,-5.0,-0.54,0.84,.,.,.,0.41,.,0,11/10/2009,Chicago,Denver,-2.5,-0.07,0.76,3.9,-1.47,-1,-2.52,0.3,.,.,0.01,3.39,-5.0,-0.54,0.84,.,.,.,0.41,.
