,Unnamed: 0,Unnamed: 0.1,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,line_x,game_date,hscore,rscore,date_x,home_x,road_x,line_y,lineavg_x,linesag_x,linesage_x,linesagp_x,lineopen_x,linemoore_x,linepower_x,linenscombo_x,linel2_x,linegametime_x,lineray1_x,linefox_x,linedunk_x,linegirl_x,linegabe_x,lineboyd_x,linemass_x,linedok_x,lineblc_x,line_x,date_y,home_y,road_y,line_y,lineavg_y,linesag_y,linesage_y,linesagp_y,lineopen_y,linemoore_y,linepower_y,linenscombo_y,linel2_y,linegametime_y,lineray1_y,linefox_y,linedunk_y,linegirl_y,linegabe_y,lineboyd_y,linemass_y,linedok_y,lineblc_y
617,613,612,"Wed, Jan 20, 2010",Box Score,Chicago Bulls,97,Los Angeles Clippers,104,,,0,2010-01-20 00:00:00,104,97,1/20/2010,LA Clippers,Chicago,4,3.0,3.87,3.75,4.04,4.5,4.45,3.9,0.44,.,2.75,1.04,2.0,8.9,0.2,-1,.,5.1,3.4,.,0,1/20/2010,LA Clippers,Chicago,4,3.0,3.87,3.75,4.04,4.5,4.45,3.9,0.44,.,2.75,1.04,2.0,8.9,0.2,-1,.,5.1,3.4,.
618,614,613,"Wed, Jan 20, 2010",Box Score,Toronto Raptors,107,Milwaukee Bucks,113,,,0,2010-01-20 00:00:00,113,107,1/20/2010,Milwaukee,Toronto,2,0.55,1.67,0.62,2.7,2,1.66,1.5,-0.1,.,-0.25,3.97,-1.0,-2.09,-2.04,-3.5,.,2.6,3.02,.,0,1/20/2010,Milwaukee,Toronto,2,0.55,1.67,0.62,2.7,2,1.66,1.5,-0.1,.,-0.25,3.97,-1.0,-2.09,-2.04,-3.5,.,2.6,3.02,.
619,615,614,"Wed, Jan 20, 2010",Box Score,Oklahoma City Thunder,94,Minnesota Timberwolves,92,,,0,2010-01-20 00:00:00,92,94,1/20/2010,Minnesota,Oklahoma City,-7,-7.29,-7.07,-6.07,-8.26,-6,-6.32,-3.8,-4.83,.,-9.25,-5.04,-9.0,-9.01,-2.56,-14,.,-11.1,-5.59,.,0,1/20/2010,Minnesota,Oklahoma City,-7,-7.29,-7.07,-6.07,-8.26,-6,-6.32,-3.8,-4.83,.,-9.25,-5.04,-9.0,-9.01,-2.56,-14,.,-11.1,-5.59,.
620,616,615,"Wed, Jan 20, 2010",Box Score,Memphis Grizzlies,111,New Orleans Hornets,113,,,0,2010-01-20 00:00:00,113,111,1/20/2010,New orleans,Memphis,3,1.36,2.58,3.04,2.05,3,1.37,4.2,2.68,.,1.25,2.87,-1.0,1.12,0.26,-4,.,1.6,2.29,.,0,1/20/2010,New orleans,Memphis,3,1.36,2.58,3.04,2.05,3,1.37,4.2,2.68,.,1.25,2.87,-1.0,1.12,0.26,-4,.,1.6,2.29,.
621,617,616,"Wed, Jan 20, 2010",Box Score,Indiana Pacers,98,Orlando Magic,109,,,0,2010-01-20 00:00:00,109,98,1/20/2010,Orlando,Indiana,11.5,13.75,12.92,12.01,13.95,9,11.46,13.3,14.16,.,14.5,15.87,12.0,15.27,20.67,7.5,.,16.6,11.51,.,0,1/20/2010,Orlando,Indiana,11.5,13.75,12.92,12.01,13.95,9,11.46,13.3,14.16,.,14.5,15.87,12.0,15.27,20.67,7.5,.,16.6,11.51,.
622,618,617,"Wed, Jan 20, 2010",Box Score,Portland Trail Blazers,98,Philadelphia 76ers,90,,,0,2010-01-20 00:00:00,90,98,1/20/2010,Philadelphia,Portland,-1,-2.37,-2.75,-3.25,-2.39,-1,-1.88,1.4,-1.93,.,-2.75,-0.7,0.01,-2.89,-1.47,-8.5,.,-5.6,-0.8,.,0,1/20/2010,Philadelphia,Portland,-1,-2.37,-2.75,-3.25,-2.39,-1,-1.88,1.4,-1.93,.,-2.75,-0.7,0.01,-2.89,-1.47,-8.5,.,-5.6,-0.8,.
623,619,618,"Wed, Jan 20, 2010",Box Score,New Jersey Nets,94,Phoenix Suns,118,,,0,2010-01-20 00:00:00,118,94,1/20/2010,Phoenix,New Jersey,13,15.12,18.03,19.66,17.14,12.5,15.18,15.4,14.06,.,15.5,15.8,13.0,13.12,15.11,11,.,19,12.6,.,0,1/20/2010,Phoenix,New Jersey,13,15.12,18.03,19.66,17.14,12.5,15.18,15.4,14.06,.,15.5,15.8,13.0,13.12,15.11,11,.,19,12.6,.
624,620,619,"Wed, Jan 20, 2010",Box Score,Utah Jazz,105,San Antonio Spurs,98,,,0,2010-01-20 00:00:00,98,105,1/20/2010,San Antonio,Utah,5.5,4.2,4.59,4.44,4.82,6,5.63,5.7,6.26,.,4.0,3.69,0.01,5.19,5.77,-1,.,6.5,3.58,.,0,1/20/2010,San Antonio,Utah,5.5,4.2,4.59,4.44,4.82,6,5.63,5.7,6.26,.,4.0,3.69,0.01,5.19,5.77,-1,.,6.5,3.58,.
625,621,620,"Wed, Jan 20, 2010",Box Score,Dallas Mavericks,94,Washington Wizards,93,,,0,2010-01-20 00:00:00,93,94,1/20/2010,Washington,Dallas,-4,-3.3,-3.79,-5.1,-2.69,-4,-1.09,-0.1,-4.86,.,-1.75,-3.68,1.0,-3.95,-1.94,-10,.,-7.1,-1.65,.,0,1/20/2010,Washington,Dallas,-4,-3.3,-3.79,-5.1,-2.69,-4,-1.09,-0.1,-4.86,.,-1.75,-3.68,1.0,-3.95,-1.94,-10,.,-7.1,-1.65,.
626,622,621,"Thu, Jan 21, 2010",Box Score,Los Angeles Lakers,87,Cleveland Cavaliers,93,,,0,2010-01-21 00:00:00,93,87,1/21/2010,Cleveland,LA Lakers,3,5.01,4.06,3.64,4.42,3,3.79,7.1,4.85,.,7.5,4.07,5.0,5.87,10.7,-2,.,6.2,3.97,.,0,1/21/2010,Cleveland,LA Lakers,3,5.01,4.06,3.64,4.42,3,3.79,7.1,4.85,.,7.5,4.07,5.0,5.87,10.7,-2,.,6.2,3.97,.
627,623,622,"Thu, Jan 21, 2010",Box Score,Los Angeles Clippers,85,Denver Nuggets,105,,,0,2010-01-21 00:00:00,105,85,1/21/2010,Denver,LA Clippers,10,8.32,9.39,8.05,10.86,8.5,9.26,10.0,6.64,.,9.5,7.45,12.0,7.25,3.51,3,.,11.5,9.1,.,0,1/21/2010,Denver,LA Clippers,10,8.32,9.39,8.05,10.86,8.5,9.26,10.0,6.64,.,9.5,7.45,12.0,7.25,3.51,3,.,11.5,9.1,.
628,624,623,"Fri, Jan 22, 2010",Box Score,Charlotte Bobcats,89,Atlanta Hawks,103,,,0,2010-01-22 00:00:00,103,89,1/22/2010,Atlanta,Charlotte,7,5.23,7.33,7.67,6.99,6.5,7.17,5.9,5.48,.,4.75,8.63,-3.0,2.27,4.37,2,.,9.6,6.11,.,0,1/22/2010,Atlanta,Charlotte,7,5.23,7.33,7.67,6.99,6.5,7.17,5.9,5.48,.,4.75,8.63,-3.0,2.27,4.37,2,.,9.6,6.11,.
629,625,624,"Fri, Jan 22, 2010",Box Score,Portland Trail Blazers,95,Boston Celtics,98,OT,,0,2010-01-22 00:00:00,98,95,1/22/2010,Boston,Portland,10.5,4.64,5.68,5.26,6.24,9,3.94,6.1,3.57,.,4.5,6.82,1.0,12.81,2.32,1,.,1.5,5.21,.,0,1/22/2010,Boston,Portland,10.5,4.64,5.68,5.26,6.24,9,3.94,6.1,3.57,.,4.5,6.82,1.0,12.81,2.32,1,.,1.5,5.21,.
630,626,625,"Fri, Jan 22, 2010",Box Score,Indiana Pacers,105,Detroit Pistons,93,,,0,2010-01-22 00:00:00,93,105,1/22/2010,Detroit,Indiana,3.5,3.62,5.69,5.88,5.47,3.5,4.54,6.0,3.78,.,3.75,4.31,3.0,-1.19,2.98,-2,.,6.1,4.47,.,0,1/22/2010,Detroit,Indiana,3.5,3.62,5.69,5.88,5.47,3.5,4.54,6.0,3.78,.,3.75,4.31,3.0,-1.19,2.98,-2,.,6.1,4.47,.
631,627,626,"Fri, Jan 22, 2010",Box Score,New Jersey Nets,79,Golden State Warriors,111,,,0,2010-01-22 00:00:00,111,79,1/22/2010,Golden State,New Jersey,7,9.99,11.39,12.14,11.19,9,9.39,11.3,7.92,.,11.25,8.27,14.0,10.88,10.86,4,.,11.1,7.63,.,0,1/22/2010,Golden State,New Jersey,7,9.99,11.39,12.14,11.19,9,9.39,11.3,7.92,.,11.25,8.27,14.0,10.88,10.86,4,.,11.1,7.63,.
632,628,627,"Fri, Jan 22, 2010",Box Score,Oklahoma City Thunder,84,Memphis Grizzlies,86,,,0,2010-01-22 00:00:00,86,84,1/22/2010,Memphis,Oklahoma City,3.5,1.39,1.81,2.78,0.85,3.5,0.41,4.1,1.77,.,2.25,1.95,3.0,6.68,-1.56,-6,.,0.1,1.68,.,0,1/22/2010,Memphis,Oklahoma City,3.5,1.39,1.81,2.78,0.85,3.5,0.41,4.1,1.77,.,2.25,1.95,3.0,6.68,-1.56,-6,.,0.1,1.68,.
633,629,628,"Fri, Jan 22, 2010",Box Score,New Orleans Hornets,96,Minnesota Timberwolves,94,,,0,2010-01-22 00:00:00,94,96,1/22/2010,Minnesota,New orleans,-3.5,-2.63,-3.9,-4.79,-3.07,-3.5,-1.3,-1.9,-3.28,.,-4.25,-3.86,-3.0,0.53,4.74,-10,.,-2.9,-1.12,.,0,1/22/2010,Minnesota,New orleans,-3.5,-2.63,-3.9,-4.79,-3.07,-3.5,-1.3,-1.9,-3.28,.,-4.25,-3.86,-3.0,0.53,4.74,-10,.,-2.9,-1.12,.
634,630,629,"Fri, Jan 22, 2010",Box Score,Los Angeles Lakers,115,New York Knicks,105,,,0,2010-01-22 00:00:00,105,115,1/22/2010,New York,LA Lakers,-5.5,-4.14,-4.56,-5.52,-3.7,-5.5,-3.59,-2.0,-2.34,.,-5.25,-3.19,-4.0,-4.61,-3.65,-10.5,.,-3.8,-1.7,.,0,1/22/2010,New York,LA Lakers,-5.5,-4.14,-4.56,-5.52,-3.7,-5.5,-3.59,-2.0,-2.34,.,-5.25,-3.19,-4.0,-4.61,-3.65,-10.5,.,-3.8,-1.7,.
635,631,630,"Fri, Jan 22, 2010",Box Score,Sacramento Kings,84,Orlando Magic,100,,,0,2010-01-22 00:00:00,100,84,1/22/2010,Orlando,Sacramento,9.5,11.13,10.85,10.56,11.19,9,10.42,12.1,10.41,.,12.75,12.65,10.0,10.53,16.96,4,.,13.6,9.54,.,0,1/22/2010,Orlando,Sacramento,9.5,11.13,10.85,10.56,11.19,9,10.42,12.1,10.41,.,12.75,12.65,10.0,10.53,16.96,4,.,13.6,9.54,.
636,632,631,"Fri, Jan 22, 2010",Box Score,Dallas Mavericks,81,Philadelphia 76ers,92,,,0,2010-01-22 00:00:00,92,81,1/22/2010,Philadelphia,Dallas,-3,-2.59,-4.01,-6.1,-2.29,-3,-1.42,0.0,-2.23,.,-1.5,-1.63,1.0,0.48,-0.71,-9.5,.,-8.9,-0.9,.,0,1/22/2010,Philadelphia,Dallas,-3,-2.59,-4.01,-6.1,-2.29,-3,-1.42,0.0,-2.23,.,-1.5,-1.63,1.0,0.48,-0.71,-9.5,.,-8.9,-0.9,.
637,633,632,"Fri, Jan 22, 2010",Box Score,Chicago Bulls,115,Phoenix Suns,104,,,0,2010-01-22 00:00:00,104,115,1/22/2010,Phoenix,Chicago,6.5,7.09,8.88,7.97,9.91,6.5,9.52,6.8,4.71,.,7.25,6.3,4.0,5.69,6.31,5,.,10.9,7.82,.,0,1/22/2010,Phoenix,Chicago,6.5,7.09,8.88,7.97,9.91,6.5,9.52,6.8,4.71,.,7.25,6.3,4.0,5.69,6.31,5,.,10.9,7.82,.
638,634,633,"Fri, Jan 22, 2010",Box Score,Houston Rockets,116,San Antonio Spurs,109,,,0,2010-01-22 00:00:00,109,116,1/22/2010,San Antonio,Houston,6,5.73,4.94,3.18,6.86,6,6.6,7.1,6.65,.,8.25,6.02,6.0,7.25,6.09,-0.5,.,6.1,4.86,.,0,1/22/2010,San Antonio,Houston,6,5.73,4.94,3.18,6.86,6,6.6,7.1,6.65,.,8.25,6.02,6.0,7.25,6.09,-0.5,.,6.1,4.86,.
639,635,634,"Fri, Jan 22, 2010",Box Score,Milwaukee Bucks,96,Toronto Raptors,101,,,0,2010-01-22 00:00:00,101,96,1/22/2010,Toronto,Milwaukee,7.5,4.9,5.55,6.4,4.72,7,4.57,8.3,6.1,.,6.25,2.03,5.0,4.19,8.04,-2.5,.,6.2,4.4,.,0,1/22/2010,Toronto,Milwaukee,7.5,4.9,5.55,6.4,4.72,7,4.57,8.3,6.1,.,6.25,2.03,5.0,4.19,8.04,-2.5,.,6.2,4.4,.
640,636,635,"Fri, Jan 22, 2010",Box Score,Miami Heat,112,Washington Wizards,88,,,0,2010-01-22 00:00:00,88,112,1/22/2010,Washington,Miami,-3,-0.28,-0.14,-0.92,0.61,-2,0.04,1.7,-2.09,.,-1.25,-0.39,2.0,3.52,1.64,-7.5,.,-1.5,0.43,.,0,1/22/2010,Washington,Miami,-3,-0.28,-0.14,-0.92,0.61,-2,0.04,1.7,-2.09,.,-1.25,-0.39,2.0,3.52,1.64,-7.5,.,-1.5,0.43,.
641,637,636,"Sat, Jan 23, 2010",Box Score,Orlando Magic,106,Charlotte Bobcats,95,OT,,0,2010-01-23 00:00:00,95,106,1/23/2010,Charlotte,Orlando,-1.5,0.22,0.54,0.25,0.79,1,-0.56,3.2,-1.88,.,1.75,-3.32,6.0,5.46,-5.18,-8,.,3.8,0.53,.,0,1/23/2010,Charlotte,Orlando,-1.5,0.22,0.54,0.25,0.79,1,-0.56,3.2,-1.88,.,1.75,-3.32,6.0,5.46,-5.18,-8,.,3.8,0.53,.
642,638,637,"Sat, Jan 23, 2010",Box Score,Oklahoma City Thunder,99,Cleveland Cavaliers,100,,,0,2010-01-23 00:00:00,100,99,1/23/2010,Cleveland,Oklahoma City,8,7.4,8.07,8.71,7.42,8.5,5.94,10.9,8.52,.,9.0,10.29,8.0,6.72,7.16,1.5,.,5.2,6.88,.,0,1/23/2010,Cleveland,Oklahoma City,8,7.4,8.07,8.71,7.42,8.5,5.94,10.9,8.52,.,9.0,10.29,8.0,6.72,7.16,1.5,.,5.2,6.88,.
643,639,638,"Sat, Jan 23, 2010",Box Score,New Orleans Hornets,110,Denver Nuggets,116,OT,,0,2010-01-23 00:00:00,116,110,1/23/2010,Denver,New orleans,12,8.33,8.07,6.21,10.01,9,9.83,8.6,5.76,.,9.75,7.83,10.0,11.94,5.46,2.5,.,12,8.43,.,0,1/23/2010,Denver,New orleans,12,8.33,8.07,6.21,10.01,9,9.83,8.6,5.76,.,9.75,7.83,10.0,11.94,5.46,2.5,.,12,8.43,.
644,640,639,"Sat, Jan 23, 2010",Box Score,Portland Trail Blazers,97,Detroit Pistons,93,,,0,2010-01-23 00:00:00,93,97,1/23/2010,Detroit,Portland,2.5,-4.56,-2.69,-1.66,-3.8,2.5,-3.11,-2.0,-5.46,.,-5.25,-3.84,-6.0,-2.66,-7.78,-10,.,-4.9,-2.83,.,0,1/23/2010,Detroit,Portland,2.5,-4.56,-2.69,-1.66,-3.8,2.5,-3.11,-2.0,-5.46,.,-5.25,-3.84,-6.0,-2.66,-7.78,-10,.,-4.9,-2.83,.
645,641,640,"Sat, Jan 23, 2010",Box Score,Chicago Bulls,104,Houston Rockets,97,,,0,2010-01-23 00:00:00,97,104,1/23/2010,Houston,Chicago,6,5.84,8.07,7.9,8.41,5.5,6.79,7.0,2.16,.,5.5,3.82,6.0,5.22,5.99,3.5,.,7,6.6,.,0,1/23/2010,Houston,Chicago,6,5.84,8.07,7.9,8.41,5.5,6.79,7.0,2.16,.,5.5,3.82,6.0,5.22,5.99,3.5,.,7,6.6,.
646,642,641,"Sat, Jan 23, 2010",Box Score,Philadelphia 76ers,107,Indiana Pacers,97,,,0,2010-01-23 00:00:00,97,107,1/23/2010,Indiana,Philadelphia,2.5,-0.14,2.72,3.96,1.53,3.5,1.36,3.1,-1.31,.,0.25,-1.45,0.01,-2.43,-3.29,-5.5,.,0.4,1.52,.,0,1/23/2010,Indiana,Philadelphia,2.5,-0.14,2.72,3.96,1.53,3.5,1.36,3.1,-1.31,.,0.25,-1.45,0.01,-2.43,-3.29,-5.5,.,0.4,1.52,.
647,643,642,"Sat, Jan 23, 2010",Box Score,Sacramento Kings,84,Miami Heat,115,,,0,2010-01-23 00:00:00,115,84,1/23/2010,Miami,Sacramento,7,6.93,7.57,8.03,7.1,7,8.58,10.7,6.02,.,9.25,5.57,7.0,7.66,5.71,0,.,7.5,6.92,.,0,1/23/2010,Miami,Sacramento,7,6.93,7.57,8.03,7.1,7,8.58,10.7,6.02,.,9.25,5.57,7.0,7.66,5.71,0,.,7.5,6.92,.
648,644,643,"Sat, Jan 23, 2010",Box Score,Minnesota Timberwolves,94,Milwaukee Bucks,127,,,0,2010-01-23 00:00:00,127,94,1/23/2010,Milwaukee,Minnesota,8,8.17,10.56,9.81,11.34,7.5,8.04,9.9,7.2,.,8.5,11.43,9.0,7.42,-0.05,4.5,.,10.8,8.35,.,0,1/23/2010,Milwaukee,Minnesota,8,8.17,10.56,9.81,11.34,7.5,8.04,9.9,7.2,.,8.5,11.43,9.0,7.42,-0.05,4.5,.,10.8,8.35,.
649,645,644,"Sat, Jan 23, 2010",Box Score,Golden State Warriors,103,Phoenix Suns,112,,,0,2010-01-23 00:00:00,112,103,1/23/2010,Phoenix,Golden State,12,8.2,9.93,10.8,9.18,9.5,8.84,8.1,9.14,.,6.25,10.53,1.0,12.39,7.25,4,.,11.2,7.88,.,0,1/23/2010,Phoenix,Golden State,12,8.2,9.93,10.8,9.18,9.5,8.84,8.1,9.14,.,6.25,10.53,1.0,12.39,7.25,4,.,11.2,7.88,.
650,646,645,"Sat, Jan 23, 2010",Box Score,New Jersey Nets,83,Utah Jazz,116,,,0,2010-01-23 00:00:00,116,83,1/23/2010,Utah,New Jersey,16,17.68,18.86,19.26,19.01,14,15.39,19.3,11.9,.,21.25,15.65,27.0,22.29,15.11,10,.,19.9,13.84,.,0,1/23/2010,Utah,New Jersey,16,17.68,18.86,19.26,19.01,14,15.39,19.3,11.9,.,21.25,15.65,27.0,22.29,15.11,10,.,19.9,13.84,.
651,647,646,"Sun, Jan 24, 2010",Box Score,Dallas Mavericks,128,New York Knicks,78,,,0,2010-01-24 00:00:00,78,128,1/24/2010,New York,Dallas,-3,-1.45,-2.11,-3.75,-0.7,-3,-0.73,1.2,-0.11,.,-0.25,0.46,4.0,-0.25,-5.61,-8,.,-5.3,0.14,.,0,1/24/2010,New York,Dallas,-3,-1.45,-2.11,-3.75,-0.7,-3,-0.73,1.2,-0.11,.,-0.25,0.46,4.0,-0.25,-5.61,-8,.,-5.3,0.14,.
652,648,647,"Sun, Jan 24, 2010",Box Score,Los Angeles Lakers,105,Toronto Raptors,106,,,0,2010-01-24 00:00:00,106,105,1/24/2010,Toronto,LA Lakers,-4,-1.73,-2.11,-2.08,-2.2,-4.5,-1.49,0.1,-1.2,.,-1.25,-3.51,-2.0,-0.94,2.97,-9.5,.,0.2,-1.62,.,0,1/24/2010,Toronto,LA Lakers,-4,-1.73,-2.11,-2.08,-2.2,-4.5,-1.49,0.1,-1.2,.,-1.25,-3.51,-2.0,-0.94,2.97,-9.5,.,0.2,-1.62,.
653,649,648,"Sun, Jan 24, 2010",Box Score,Los Angeles Clippers,92,Washington Wizards,78,,,0,2010-01-24 00:00:00,78,92,1/24/2010,Washington,LA Clippers,2.5,0.94,1.75,0.57,3.04,0,2.57,3.7,-0.99,.,0.5,1.21,3.0,-2.04,1.83,-4.5,.,1.5,1.79,.,0,1/24/2010,Washington,LA Clippers,2.5,0.94,1.75,0.57,3.04,0,2.57,3.7,-0.99,.,0.5,1.21,3.0,-2.04,1.83,-4.5,.,1.5,1.79,.
654,650,649,"Mon, Jan 25, 2010",Box Score,Los Angeles Clippers,89,Boston Celtics,95,,,0,2010-01-25 00:00:00,95,89,1/25/2010,Boston,LA Clippers,11.5,8.23,10.39,8.88,12.06,11.5,8.37,9.5,7.83,.,8.0,10.02,7.0,7.07,5.64,5.5,.,7.1,10.06,.,0,1/25/2010,Boston,LA Clippers,11.5,8.23,10.39,8.88,12.06,11.5,8.37,9.5,7.83,.,8.0,10.02,7.0,7.07,5.64,5.5,.,7.1,10.06,.
655,651,650,"Mon, Jan 25, 2010",Box Score,Charlotte Bobcats,93,Denver Nuggets,104,,,0,2010-01-25 00:00:00,104,93,1/25/2010,Denver,Charlotte,5.5,5.34,7.18,7.59,6.77,8,8.26,7.4,2.58,.,7.5,5.75,4.0,1.02,-0.59,1,.,11.8,6.28,.,0,1/25/2010,Denver,Charlotte,5.5,5.34,7.18,7.59,6.77,8,8.26,7.4,2.58,.,7.5,5.75,4.0,1.02,-0.59,1,.,11.8,6.28,.
656,652,651,"Mon, Jan 25, 2010",Box Score,Atlanta Hawks,102,Houston Rockets,95,,,0,2010-01-25 00:00:00,95,102,1/25/2010,Houston,Atlanta,0,0.22,1.17,2.2,0.16,0,-0.56,3.3,1.34,.,0.75,-1.76,1.0,-2.38,4.44,-5.5,.,0.01,-0.2,.,0,1/25/2010,Houston,Atlanta,0,0.22,1.17,2.2,0.16,0,-0.56,3.3,1.34,.,0.75,-1.76,1.0,-2.38,4.44,-5.5,.,0.01,-0.2,.
657,653,652,"Mon, Jan 25, 2010",Box Score,Orlando Magic,94,Memphis Grizzlies,99,,,0,2010-01-25 00:00:00,99,94,1/25/2010,Memphis,Orlando,-1.5,-1.32,0.1,1.16,-0.97,0,-0.66,1.6,-5.47,.,0.5,-3.62,2.0,2.85,-7.32,-8.5,.,1.1,0.21,.,0,1/25/2010,Memphis,Orlando,-1.5,-1.32,0.1,1.16,-0.97,0,-0.66,1.6,-5.47,.,0.5,-3.62,2.0,2.85,-7.32,-8.5,.,1.1,0.21,.
658,654,653,"Mon, Jan 25, 2010",Box Score,Cleveland Cavaliers,92,Miami Heat,91,,,0,2010-01-25 00:00:00,91,92,1/25/2010,Miami,Cleveland,0,-3.33,-2.04,-2.27,-1.84,-1,0.1,-0.2,-5.35,.,-1.0,-3.17,-2.0,-5.19,-7.53,-9,.,-4.7,-1.16,.,0,1/25/2010,Miami,Cleveland,0,-3.33,-2.04,-2.27,-1.84,-1,0.1,-0.2,-5.35,.,-1.0,-3.17,-2.0,-5.19,-7.53,-9,.,-4.7,-1.16,.
659,655,654,"Mon, Jan 25, 2010",Box Score,Indiana Pacers,109,Philadelphia 76ers,98,,,0,2010-01-25 00:00:00,98,109,1/25/2010,Philadelphia,Indiana,5.5,6.25,5.5,4.42,6.54,4.5,5.83,8.3,8.98,.,5.75,7.54,8.0,5.55,10.42,-0.5,.,4.4,5.99,.,0,1/25/2010,Philadelphia,Indiana,5.5,6.25,5.5,4.42,6.54,4.5,5.83,8.3,8.98,.,5.75,7.54,8.0,5.55,10.42,-0.5,.,4.4,5.99,.
660,656,655,"Mon, Jan 25, 2010",Box Score,New Orleans Hornets,98,Portland Trail Blazers,97,,,0,2010-01-25 00:00:00,97,98,1/25/2010,Portland,New orleans,2.5,7.03,7.09,5.49,8.75,2.5,7.71,7.5,8.14,.,7.5,6.97,6.0,8.32,9.31,1,.,7.9,6.74,.,0,1/25/2010,Portland,New orleans,2.5,7.03,7.09,5.49,8.75,2.5,7.71,7.5,8.14,.,7.5,6.97,6.0,8.32,9.31,1,.,7.9,6.74,.
661,657,656,"Mon, Jan 25, 2010",Box Score,Chicago Bulls,98,San Antonio Spurs,93,,,0,2010-01-25 00:00:00,93,98,1/25/2010,San Antonio,Chicago,8,7.24,8.16,6.03,10.57,6,9.13,7.0,6.81,.,7.5,4.85,6.0,4.98,8.77,6,.,8.1,8.41,.,0,1/25/2010,San Antonio,Chicago,8,7.24,8.16,6.03,10.57,6,9.13,7.0,6.81,.,7.5,4.85,6.0,4.98,8.77,6,.,8.1,8.41,.
662,658,657,"Mon, Jan 25, 2010",Box Score,Phoenix Suns,115,Utah Jazz,124,,,0,2010-01-25 00:00:00,124,115,1/25/2010,Utah,Phoenix,7,5.88,4.67,3.76,5.71,5.5,3.21,9.2,4.64,.,9.0,4.91,13.0,10.43,4.37,-4,.,7.3,4.91,.,0,1/25/2010,Utah,Phoenix,7,5.88,4.67,3.76,5.71,5.5,3.21,9.2,4.64,.,9.0,4.91,13.0,10.43,4.37,-4,.,7.3,4.91,.
663,659,658,"Tue, Jan 26, 2010",Box Score,Milwaukee Bucks,107,Dallas Mavericks,108,,,0,2010-01-26 00:00:00,108,107,1/26/2010,Dallas,Milwaukee,6.5,5.98,9.1,10.33,7.97,8.5,6.59,9.8,7.15,.,5.5,4.61,3.0,0.36,9.69,1.5,.,5.3,5.9,.,0,1/26/2010,Dallas,Milwaukee,6.5,5.98,9.1,10.33,7.97,8.5,6.59,9.8,7.15,.,5.5,4.61,3.0,0.36,9.69,1.5,.,5.3,5.9,.
664,660,659,"Tue, Jan 26, 2010",Box Score,Minnesota Timberwolves,105,New York Knicks,132,,,0,2010-01-26 00:00:00,132,105,1/26/2010,New York,Minnesota,6.5,7.22,9.16,8.68,9.72,6.5,7.2,10.1,4.7,.,6.75,10.85,8.0,10.43,-1.44,4,.,7.7,7.16,.,0,1/26/2010,New York,Minnesota,6.5,7.22,9.16,8.68,9.72,6.5,7.2,10.1,4.7,.,6.75,10.85,8.0,10.43,-1.44,4,.,7.7,7.16,.
665,661,660,"Tue, Jan 26, 2010",Box Score,Charlotte Bobcats,114,Phoenix Suns,109,OT,,0,2010-01-26 00:00:00,109,114,1/26/2010,Phoenix,Charlotte,5.5,3.95,5.4,6.1,4.69,5.5,6.18,4.1,4.39,.,4.25,4.34,-3.0,1.13,4.45,1,.,8.8,4.88,.,0,1/26/2010,Phoenix,Charlotte,5.5,3.95,5.4,6.1,4.69,5.5,6.18,4.1,4.39,.,4.25,4.34,-3.0,1.13,4.45,1,.,8.8,4.88,.
666,662,661,"Tue, Jan 26, 2010",Box Score,Golden State Warriors,96,Sacramento Kings,99,,,0,2010-01-26 00:00:00,99,96,1/26/2010,Sacramento,Golden State,6.5,0.97,4.19,5.17,3.34,6.5,2.16,3.8,-1.41,.,-0.5,1.09,-1.0,-1.82,-3.91,-2,.,4.7,3.01,.,0,1/26/2010,Sacramento,Golden State,6.5,0.97,4.19,5.17,3.34,6.5,2.16,3.8,-1.41,.,-0.5,1.09,-1.0,-1.82,-3.91,-2,.,4.7,3.01,.
667,663,662,"Tue, Jan 26, 2010",Box Score,Los Angeles Lakers,115,Washington Wizards,103,,,0,2010-01-26 00:00:00,103,115,1/26/2010,Washington,LA Lakers,-8.5,-6.15,-6.89,-7.39,-6.42,-7.5,-4.31,-5.2,-3.28,.,-7.5,-7.12,-9.0,-7.05,0.57,-12.5,.,-6.1,-4.67,.,0,1/26/2010,Washington,LA Lakers,-8.5,-6.15,-6.89,-7.39,-6.42,-7.5,-4.31,-5.2,-3.28,.,-7.5,-7.12,-9.0,-7.05,0.57,-12.5,.,-6.1,-4.67,.
668,664,663,"Wed, Jan 27, 2010",Box Score,Minnesota Timberwolves,95,Cleveland Cavaliers,109,,,0,2010-01-27 00:00:00,109,95,1/27/2010,Cleveland,Minnesota,13,17.73,19.25,19.27,19.45,13.5,16.04,20.6,16.37,.,20.75,18.14,21.0,16.76,14.61,12.5,.,19.5,15.47,.,0,1/27/2010,Cleveland,Minnesota,13,17.73,19.25,19.27,19.45,13.5,16.04,20.6,16.37,.,20.75,18.14,21.0,16.76,14.61,12.5,.,19.5,15.47,.
