,Unnamed: 0,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,game_date,hscore,rscore,date,home,road,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,linel2,linebemiss,linefox,linedunk,lineadj,lineavgadj,linegabe
857,858,"Wed, Feb 28, 2007",Box Score,Seattle SuperSonics,91,Los Angeles Clippers,96,,,2007-02-28 00:00:00,96,91,,,,,,,,,,,,,,,,,,,
858,859,"Wed, Feb 28, 2007",Box Score,Utah Jazz,104,Memphis Grizzlies,88,,,2007-02-28 00:00:00,88,104,,,,,,,,,,,,,,,,,,,
859,860,"Wed, Feb 28, 2007",Box Score,Atlanta Hawks,100,New Orleans/Oklahoma City Hornets,107,,,2007-02-28 00:00:00,107,100,,,,,,,,,,,,,,,,,,,
860,861,"Wed, Feb 28, 2007",Box Score,Phoenix Suns,94,Philadelphia 76ers,99,,,2007-02-28 00:00:00,99,94,,,,,,,,,,,,,,,,,,,
861,862,"Wed, Feb 28, 2007",Box Score,Charlotte Bobcats,120,Sacramento Kings,135,,,2007-02-28 00:00:00,135,120,,,,,,,,,,,,,,,,,,,
862,863,"Wed, Feb 28, 2007",Box Score,Miami Heat,92,Washington Wizards,83,,,2007-02-28 00:00:00,83,92,,,,,,,,,,,,,,,,,,,
863,864,"Thu, Mar 1, 2007",Box Score,Cleveland Cavaliers,92,Dallas Mavericks,95,,,2007-03-01 00:00:00,95,92,,,,,,,,,,,,,,,,,,,
864,865,"Thu, Mar 1, 2007",Box Score,Charlotte Bobcats,90,Portland Trail Blazers,127,,,2007-03-01 00:00:00,127,90,,,,,,,,,,,,,,,,,,,
865,866,"Thu, Mar 1, 2007",Box Score,Los Angeles Clippers,75,Seattle SuperSonics,77,,,2007-03-01 00:00:00,77,75,,,,,,,,,,,,,,,,,,,
866,867,"Fri, Mar 2, 2007",Box Score,New Orleans/Oklahoma City Hornets,93,Chicago Bulls,104,,,2007-03-02 00:00:00,104,93,,,,,,,,,,,,,,,,,,,
867,868,"Fri, Mar 2, 2007",Box Score,Houston Rockets,108,Denver Nuggets,97,,,2007-03-02 00:00:00,97,108,,,,,,,,,,,,,,,,,,,
868,869,"Fri, Mar 2, 2007",Box Score,Sacramento Kings,116,Los Angeles Lakers,108,,,2007-03-02 00:00:00,108,116,,,,,,,,,,,,,,,,,,,
869,870,"Fri, Mar 2, 2007",Box Score,Detroit Pistons,82,Miami Heat,85,,,2007-03-02 00:00:00,85,82,,,,,,,,,,,,,,,,,,,
870,871,"Fri, Mar 2, 2007",Box Score,Utah Jazz,109,Minnesota Timberwolves,83,,,2007-03-02 00:00:00,83,109,,,,,,,,,,,,,,,,,,,
871,872,"Fri, Mar 2, 2007",Box Score,Golden State Warriors,97,New York Knicks,106,,,2007-03-02 00:00:00,106,97,,,,,,,,,,,,,,,,,,,
872,873,"Fri, Mar 2, 2007",Box Score,Memphis Grizzlies,112,Philadelphia 76ers,117,OT,,2007-03-02 00:00:00,117,112,,,,,,,,,,,,,,,,,,,
873,874,"Fri, Mar 2, 2007",Box Score,Indiana Pacers,90,Phoenix Suns,115,,,2007-03-02 00:00:00,115,90,,,,,,,,,,,,,,,,,,,
874,875,"Fri, Mar 2, 2007",Box Score,Orlando Magic,74,San Antonio Spurs,98,,,2007-03-02 00:00:00,98,74,,,,,,,,,,,,,,,,,,,
875,876,"Fri, Mar 2, 2007",Box Score,Milwaukee Bucks,94,Toronto Raptors,81,,,2007-03-02 00:00:00,81,94,,,,,,,,,,,,,,,,,,,
876,877,"Fri, Mar 2, 2007",Box Score,Atlanta Hawks,92,Washington Wizards,93,,,2007-03-02 00:00:00,93,92,,,,,,,,,,,,,,,,,,,
877,878,"Sat, Mar 3, 2007",Box Score,New York Knicks,104,Atlanta Hawks,100,OT,,2007-03-03 00:00:00,100,104,,,,,,,,,,,,,,,,,,,
878,879,"Sat, Mar 3, 2007",Box Score,Toronto Raptors,97,Cleveland Cavaliers,120,,,2007-03-03 00:00:00,120,97,,,,,,,,,,,,,,,,,,,
879,880,"Sat, Mar 3, 2007",Box Score,Orlando Magic,98,Dallas Mavericks,103,,,2007-03-03 00:00:00,103,98,,,,,,,,,,,,,,,,,,,
880,881,"Sat, Mar 3, 2007",Box Score,San Antonio Spurs,97,Houston Rockets,74,,,2007-03-03 00:00:00,74,97,,,,,,,,,,,,,,,,,,,
881,882,"Sat, Mar 3, 2007",Box Score,Indiana Pacers,64,Los Angeles Clippers,87,,,2007-03-03 00:00:00,87,64,,,,,,,,,,,,,,,,,,,
882,883,"Sat, Mar 3, 2007",Box Score,Detroit Pistons,92,Memphis Grizzlies,89,,,2007-03-03 00:00:00,89,92,,,,,,,,,,,,,,,,,,,
883,884,"Sat, Mar 3, 2007",Box Score,Boston Celtics,96,New Jersey Nets,88,OT,,2007-03-03 00:00:00,88,96,,,,,,,,,,,,,,,,,,,
884,885,"Sat, Mar 3, 2007",Box Score,Sacramento Kings,104,Portland Trail Blazers,96,,,2007-03-03 00:00:00,96,104,,,,,,,,,,,,,,,,,,,
885,886,"Sun, Mar 4, 2007",Box Score,Minnesota Timberwolves,117,Boston Celtics,124,2OT,,2007-03-04 00:00:00,124,117,,,,,,,,,,,,,,,,,,,
886,887,"Sun, Mar 4, 2007",Box Score,Chicago Bulls,126,Milwaukee Bucks,121,OT,,2007-03-04 00:00:00,121,126,,,,,,,,,,,,,,,,,,,
887,888,"Sun, Mar 4, 2007",Box Score,Utah Jazz,108,New Orleans/Oklahoma City Hornets,94,,,2007-03-04 00:00:00,94,108,,,,,,,,,,,,,,,,,,,
888,889,"Sun, Mar 4, 2007",Box Score,New Jersey Nets,86,Philadelphia 76ers,99,,,2007-03-04 00:00:00,99,86,,,,,,,,,,,,,,,,,,,
889,890,"Sun, Mar 4, 2007",Box Score,Los Angeles Lakers,94,Phoenix Suns,99,,,2007-03-04 00:00:00,99,94,,,,,,,,,,,,,,,,,,,
890,891,"Sun, Mar 4, 2007",Box Score,Charlotte Bobcats,89,Seattle SuperSonics,96,,,2007-03-04 00:00:00,96,89,,,,,,,,,,,,,,,,,,,
891,892,"Sun, Mar 4, 2007",Box Score,Golden State Warriors,106,Washington Wizards,107,,,2007-03-04 00:00:00,107,106,,,,,,,,,,,,,,,,,,,
892,893,"Mon, Mar 5, 2007",Box Score,Houston Rockets,85,Cleveland Cavaliers,91,,,2007-03-05 00:00:00,91,85,,,,,,,,,,,,,,,,,,,
893,894,"Mon, Mar 5, 2007",Box Score,Golden State Warriors,111,Detroit Pistons,93,,,2007-03-05 00:00:00,93,111,,,,,,,,,,,,,,,,,,,
894,895,"Mon, Mar 5, 2007",Box Score,San Antonio Spurs,88,Los Angeles Clippers,74,,,2007-03-05 00:00:00,74,88,,,,,,,,,,,,,,,,,,,
895,896,"Mon, Mar 5, 2007",Box Score,Atlanta Hawks,81,Miami Heat,88,,,2007-03-05 00:00:00,88,81,,,,,,,,,,,,,,,,,,,
896,897,"Mon, Mar 5, 2007",Box Score,Milwaukee Bucks,81,Orlando Magic,99,,,2007-03-05 00:00:00,99,81,,,,,,,,,,,,,,,,,,,
897,898,"Mon, Mar 5, 2007",Box Score,Charlotte Bobcats,95,Utah Jazz,120,,,2007-03-05 00:00:00,120,95,,,,,,,,,,,,,,,,,,,
898,899,"Tue, Mar 6, 2007",Box Score,New Jersey Nets,89,Dallas Mavericks,102,,,2007-03-06 00:00:00,102,89,,,,,,,,,,,,,,,,,,,
899,900,"Tue, Mar 6, 2007",Box Score,New Orleans/Oklahoma City Hornets,91,Denver Nuggets,106,,,2007-03-06 00:00:00,106,91,,,,,,,,,,,,,,,,,,,
900,901,"Tue, Mar 6, 2007",Box Score,Los Angeles Lakers,107,Minnesota Timberwolves,117,2OT,,2007-03-06 00:00:00,117,107,,,,,,,,,,,,,,,,,,,
901,902,"Tue, Mar 6, 2007",Box Score,Seattle SuperSonics,100,New York Knicks,99,,,2007-03-06 00:00:00,99,100,,,,,,,,,,,,,,,,,,,
902,903,"Tue, Mar 6, 2007",Box Score,San Antonio Spurs,99,Portland Trail Blazers,94,,,2007-03-06 00:00:00,94,99,,,,,,,,,,,,,,,,,,,
903,904,"Tue, Mar 6, 2007",Box Score,Indiana Pacers,98,Sacramento Kings,102,,,2007-03-06 00:00:00,102,98,,,,,,,,,,,,,,,,,,,
904,905,"Tue, Mar 6, 2007",Box Score,Toronto Raptors,109,Washington Wizards,129,,,2007-03-06 00:00:00,129,109,,,,,,,,,,,,,,,,,,,
905,906,"Wed, Mar 7, 2007",Box Score,Washington Wizards,97,Atlanta Hawks,100,,,2007-03-07 00:00:00,100,97,,,,,,,,,,,,,,,,,,,
906,907,"Wed, Mar 7, 2007",Box Score,Houston Rockets,111,Boston Celtics,80,,,2007-03-07 00:00:00,80,111,,,,,,,,,,,,,,,,,,,
907,908,"Wed, Mar 7, 2007",Box Score,Cleveland Cavaliers,101,Detroit Pistons,97,OT,,2007-03-07 00:00:00,97,101,,,,,,,,,,,,,,,,,,,
908,909,"Wed, Mar 7, 2007",Box Score,Denver Nuggets,96,Golden State Warriors,110,,,2007-03-07 00:00:00,110,96,,,,,,,,,,,,,,,,,,,
909,910,"Wed, Mar 7, 2007",Box Score,Chicago Bulls,70,Miami Heat,103,,,2007-03-07 00:00:00,103,70,,,,,,,,,,,,,,,,,,,
910,911,"Wed, Mar 7, 2007",Box Score,Los Angeles Lakers,90,Milwaukee Bucks,110,,,2007-03-07 00:00:00,110,90,,,,,,,,,,,,,,,,,,,
911,912,"Wed, Mar 7, 2007",Box Score,Seattle SuperSonics,89,Philadelphia 76ers,92,,,2007-03-07 00:00:00,92,89,,,,,,,,,,,,,,,,,,,
912,913,"Wed, Mar 7, 2007",Box Score,Charlotte Bobcats,106,Phoenix Suns,115,OT,,2007-03-07 00:00:00,115,106,,,,,,,,,,,,,,,,,,,
913,914,"Wed, Mar 7, 2007",Box Score,Memphis Grizzlies,87,Toronto Raptors,94,,,2007-03-07 00:00:00,94,87,,,,,,,,,,,,,,,,,,,
914,915,"Wed, Mar 7, 2007",Box Score,Indiana Pacers,72,Utah Jazz,94,,,2007-03-07 00:00:00,94,72,,,,,,,,,,,,,,,,,,,
915,916,"Thu, Mar 8, 2007",Box Score,Chicago Bulls,100,Orlando Magic,76,,,2007-03-08 00:00:00,76,100,,,,,,,,,,,,,,,,,,,
916,917,"Thu, Mar 8, 2007",Box Score,San Antonio Spurs,100,Sacramento Kings,93,,,2007-03-08 00:00:00,93,100,,,,,,,,,,,,,,,,,,,
917,918,"Fri, Mar 9, 2007",Box Score,Memphis Grizzlies,105,Atlanta Hawks,106,,,2007-03-09 00:00:00,106,105,,,,,,,,,,,,,,,,,,,
918,919,"Fri, Mar 9, 2007",Box Score,Seattle SuperSonics,103,Boston Celtics,118,,,2007-03-09 00:00:00,118,103,,,,,,,,,,,,,,,,,,,
919,920,"Fri, Mar 9, 2007",Box Score,Detroit Pistons,95,Denver Nuggets,82,,,2007-03-09 00:00:00,82,95,,,,,,,,,,,,,,,,,,,
920,921,"Fri, Mar 9, 2007",Box Score,Los Angeles Clippers,89,Golden State Warriors,99,,,2007-03-09 00:00:00,99,89,,,,,,,,,,,,,,,,,,,
921,922,"Fri, Mar 9, 2007",Box Score,New Jersey Nets,91,Houston Rockets,112,,,2007-03-09 00:00:00,112,91,,,,,,,,,,,,,,,,,,,
922,923,"Fri, Mar 9, 2007",Box Score,Minnesota Timberwolves,91,Miami Heat,105,,,2007-03-09 00:00:00,105,91,,,,,,,,,,,,,,,,,,,
923,924,"Fri, Mar 9, 2007",Box Score,Los Angeles Lakers,92,Philadelphia 76ers,108,,,2007-03-09 00:00:00,108,92,,,,,,,,,,,,,,,,,,,
924,925,"Fri, Mar 9, 2007",Box Score,New Orleans/Oklahoma City Hornets,103,Phoenix Suns,104,,,2007-03-09 00:00:00,104,103,,,,,,,,,,,,,,,,,,,
925,926,"Sat, Mar 10, 2007",Box Score,Minnesota Timberwolves,93,Atlanta Hawks,99,,,2007-03-10 00:00:00,99,93,,,,,,,,,,,,,,,,,,,
926,927,"Sat, Mar 10, 2007",Box Score,Memphis Grizzlies,115,Charlotte Bobcats,107,,,2007-03-10 00:00:00,107,115,,,,,,,,,,,,,,,,,,,
927,928,"Sat, Mar 10, 2007",Box Score,Philadelphia 76ers,100,Indiana Pacers,96,,,2007-03-10 00:00:00,96,100,,,,,,,,,,,,,,,,,,,
928,929,"Sat, Mar 10, 2007",Box Score,Cleveland Cavaliers,94,Milwaukee Bucks,92,,,2007-03-10 00:00:00,92,94,,,,,,,,,,,,,,,,,,,
929,930,"Sat, Mar 10, 2007",Box Score,New Jersey Nets,77,San Antonio Spurs,93,,,2007-03-10 00:00:00,93,77,,,,,,,,,,,,,,,,,,,
930,931,"Sat, Mar 10, 2007",Box Score,New Orleans/Oklahoma City Hornets,86,Utah Jazz,96,,,2007-03-10 00:00:00,96,86,,,,,,,,,,,,,,,,,,,
931,932,"Sat, Mar 10, 2007",Box Score,New York Knicks,90,Washington Wizards,89,,,2007-03-10 00:00:00,89,90,,,,,,,,,,,,,,,,,,,
932,933,"Sun, Mar 11, 2007",Box Score,Chicago Bulls,94,Boston Celtics,78,,,2007-03-11 00:00:00,78,94,,,,,,,,,,,,,,,,,,,
933,934,"Sun, Mar 11, 2007",Box Score,Indiana Pacers,88,Cleveland Cavaliers,99,,,2007-03-11 00:00:00,99,88,,,,,,,,,,,,,,,,,,,
934,935,"Sun, Mar 11, 2007",Box Score,Orlando Magic,92,Houston Rockets,103,,,2007-03-11 00:00:00,103,92,,,,,,,,,,,,,,,,,,,
935,936,"Sun, Mar 11, 2007",Box Score,Detroit Pistons,98,Los Angeles Clippers,80,,,2007-03-11 00:00:00,80,98,,,,,,,,,,,,,,,,,,,
936,937,"Sun, Mar 11, 2007",Box Score,Dallas Mavericks,108,Los Angeles Lakers,72,,,2007-03-11 00:00:00,72,108,,,,,,,,,,,,,,,,,,,
937,938,"Sun, Mar 11, 2007",Box Score,Washington Wizards,104,Miami Heat,106,,,2007-03-11 00:00:00,106,104,,,,,,,,,,,,,,,,,,,
938,939,"Sun, Mar 11, 2007",Box Score,Golden State Warriors,87,Portland Trail Blazers,106,,,2007-03-11 00:00:00,106,87,,,,,,,,,,,,,,,,,,,
939,940,"Sun, Mar 11, 2007",Box Score,Denver Nuggets,113,Sacramento Kings,101,,,2007-03-11 00:00:00,101,113,,,,,,,,,,,,,,,,,,,
940,941,"Sun, Mar 11, 2007",Box Score,Seattle SuperSonics,119,Toronto Raptors,120,OT,,2007-03-11 00:00:00,120,119,,,,,,,,,,,,,,,,,,,
941,942,"Mon, Mar 12, 2007",Box Score,Orlando Magic,108,Charlotte Bobcats,119,,,2007-03-12 00:00:00,119,108,,,,,,,,,,,,,,,,,,,
942,943,"Mon, Mar 12, 2007",Box Score,Dallas Mavericks,100,Golden State Warriors,117,,,2007-03-12 00:00:00,117,100,,,,,,,,,,,,,,,,,,,
943,944,"Mon, Mar 12, 2007",Box Score,New Jersey Nets,113,Memphis Grizzlies,102,,,2007-03-12 00:00:00,102,113,,,,,,,,,,,,,,,,,,,
944,945,"Mon, Mar 12, 2007",Box Score,Toronto Raptors,108,Milwaukee Bucks,93,,,2007-03-12 00:00:00,93,108,,,,,,,,,,,,,,,,,,,
945,946,"Mon, Mar 12, 2007",Box Score,Houston Rockets,82,Phoenix Suns,103,,,2007-03-12 00:00:00,103,82,,,,,,,,,,,,,,,,,,,
946,947,"Tue, Mar 13, 2007",Box Score,Philadelphia 76ers,92,Atlanta Hawks,104,,,2007-03-13 00:00:00,104,92,,,,,,,,,,,,,,,,,,,
947,948,"Tue, Mar 13, 2007",Box Score,Boston Celtics,87,Chicago Bulls,95,,,2007-03-13 00:00:00,95,87,,,,,,,,,,,,,,,,,,,
948,949,"Tue, Mar 13, 2007",Box Score,Sacramento Kings,100,Cleveland Cavaliers,124,,,2007-03-13 00:00:00,124,100,,,,,,,,,,,,,,,,,,,
949,950,"Tue, Mar 13, 2007",Box Score,Portland Trail Blazers,99,Denver Nuggets,107,,,2007-03-13 00:00:00,107,99,,,,,,,,,,,,,,,,,,,
950,951,"Tue, Mar 13, 2007",Box Score,Utah Jazz,86,Miami Heat,88,,,2007-03-13 00:00:00,88,86,,,,,,,,,,,,,,,,,,,
951,952,"Tue, Mar 13, 2007",Box Score,Indiana Pacers,81,Minnesota Timberwolves,86,,,2007-03-13 00:00:00,86,81,,,,,,,,,,,,,,,,,,,
952,953,"Tue, Mar 13, 2007",Box Score,New Jersey Nets,112,New Orleans/Oklahoma City Hornets,108,,,2007-03-13 00:00:00,108,112,,,,,,,,,,,,,,,,,,,
953,954,"Tue, Mar 13, 2007",Box Score,Los Angeles Clippers,84,San Antonio Spurs,93,,,2007-03-13 00:00:00,93,84,,,,,,,,,,,,,,,,,,,
954,955,"Tue, Mar 13, 2007",Box Score,Detroit Pistons,101,Seattle SuperSonics,97,,,2007-03-13 00:00:00,97,101,,,,,,,,,,,,,,,,,,,
955,956,"Wed, Mar 14, 2007",Box Score,Atlanta Hawks,88,Boston Celtics,109,,,2007-03-14 00:00:00,109,88,,,,,,,,,,,,,,,,,,,
956,957,"Wed, Mar 14, 2007",Box Score,Sacramento Kings,108,Charlotte Bobcats,111,,,2007-03-14 00:00:00,111,108,,,,,,,,,,,,,,,,,,,
957,958,"Wed, Mar 14, 2007",Box Score,Phoenix Suns,129,Dallas Mavericks,127,2OT,,2007-03-14 00:00:00,127,129,,,,,,,,,,,,,,,,,,,
958,959,"Wed, Mar 14, 2007",Box Score,Los Angeles Clippers,105,Houston Rockets,109,,,2007-03-14 00:00:00,109,105,,,,,,,,,,,,,,,,,,,
959,960,"Wed, Mar 14, 2007",Box Score,Washington Wizards,112,Indiana Pacers,96,,,2007-03-14 00:00:00,96,112,,,,,,,,,,,,,,,,,,,
960,961,"Wed, Mar 14, 2007",Box Score,Cleveland Cavaliers,118,Memphis Grizzlies,96,,,2007-03-14 00:00:00,96,118,,,,,,,,,,,,,,,,,,,
961,962,"Wed, Mar 14, 2007",Box Score,Utah Jazz,90,Orlando Magic,101,,,2007-03-14 00:00:00,101,90,,,,,,,,,,,,,,,,,,,
962,963,"Wed, Mar 14, 2007",Box Score,Chicago Bulls,88,Philadelphia 76ers,87,,,2007-03-14 00:00:00,87,88,,,,,,,,,,,,,,,,,,,
963,964,"Wed, Mar 14, 2007",Box Score,Detroit Pistons,87,Portland Trail Blazers,75,,,2007-03-14 00:00:00,75,87,,,,,,,,,,,,,,,,,,,
964,965,"Wed, Mar 14, 2007",Box Score,New York Knicks,94,Toronto Raptors,104,,,2007-03-14 00:00:00,104,94,,,,,,,,,,,,,,,,,,,
965,966,"Thu, Mar 15, 2007",Box Score,Los Angeles Lakers,86,Denver Nuggets,113,,,2007-03-15 00:00:00,113,86,,,,,,,,,,,,,,,,,,,
966,967,"Thu, Mar 15, 2007",Box Score,San Antonio Spurs,90,Milwaukee Bucks,101,,,2007-03-15 00:00:00,101,90,,,,,,,,,,,,,,,,,,,
967,968,"Thu, Mar 15, 2007",Box Score,Miami Heat,93,New Jersey Nets,86,,,2007-03-15 00:00:00,86,93,,,,,,,,,,,,,,,,,,,
968,969,"Fri, Mar 16, 2007",Box Score,Los Angeles Clippers,102,Charlotte Bobcats,93,,,2007-03-16 00:00:00,93,102,,,,,,,,,,,,,,,,,,,
969,970,"Fri, Mar 16, 2007",Box Score,Boston Celtics,101,Dallas Mavericks,106,,,2007-03-16 00:00:00,106,101,,,,,,,,,,,,,,,,,,,
970,971,"Fri, Mar 16, 2007",Box Score,Minnesota Timberwolves,86,Golden State Warriors,106,,,2007-03-16 00:00:00,106,86,,,,,,,,,,,,,,,,,,,
971,972,"Fri, Mar 16, 2007",Box Score,Portland Trail Blazers,111,Los Angeles Lakers,116,OT,,2007-03-16 00:00:00,116,111,,,,,,,,,,,,,,,,,,,
972,973,"Fri, Mar 16, 2007",Box Score,Sacramento Kings,97,Miami Heat,103,,,2007-03-16 00:00:00,103,97,,,,,,,,,,,,,,,,,,,
973,974,"Fri, Mar 16, 2007",Box Score,New Orleans/Oklahoma City Hornets,92,New York Knicks,90,,,2007-03-16 00:00:00,90,92,,,,,,,,,,,,,,,,,,,
974,975,"Fri, Mar 16, 2007",Box Score,Utah Jazz,88,Philadelphia 76ers,89,,,2007-03-16 00:00:00,89,88,,,,,,,,,,,,,,,,,,,
975,976,"Fri, Mar 16, 2007",Box Score,Detroit Pistons,105,Phoenix Suns,83,,,2007-03-16 00:00:00,83,105,,,,,,,,,,,,,,,,,,,
976,977,"Fri, Mar 16, 2007",Box Score,Houston Rockets,114,Toronto Raptors,100,,,2007-03-16 00:00:00,100,114,,,,,,,,,,,,,,,,,,,
977,978,"Sat, Mar 17, 2007",Box Score,Utah Jazz,73,Cleveland Cavaliers,82,,,2007-03-17 00:00:00,82,73,,,,,,,,,,,,,,,,,,,
978,979,"Sat, Mar 17, 2007",Box Score,Phoenix Suns,107,Denver Nuggets,131,,,2007-03-17 00:00:00,131,107,,,,,,,,,,,,,,,,,,,
979,980,"Sat, Mar 17, 2007",Box Score,Atlanta Hawks,90,Indiana Pacers,113,,,2007-03-17 00:00:00,113,90,,,,,,,,,,,,,,,,,,,
980,981,"Sat, Mar 17, 2007",Box Score,Chicago Bulls,103,Memphis Grizzlies,104,,,2007-03-17 00:00:00,104,103,,,,,,,,,,,,,,,,,,,
981,982,"Sat, Mar 17, 2007",Box Score,Charlotte Bobcats,91,Milwaukee Bucks,97,,,2007-03-17 00:00:00,97,91,,,,,,,,,,,,,,,,,,,
982,983,"Sat, Mar 17, 2007",Box Score,Sacramento Kings,95,Orlando Magic,83,,,2007-03-17 00:00:00,83,95,,,,,,,,,,,,,,,,,,,
983,984,"Sat, Mar 17, 2007",Box Score,Boston Celtics,91,San Antonio Spurs,85,,,2007-03-17 00:00:00,85,91,,,,,,,,,,,,,,,,,,,
984,985,"Sat, Mar 17, 2007",Box Score,Golden State Warriors,99,Seattle SuperSonics,98,,,2007-03-17 00:00:00,98,99,,,,,,,,,,,,,,,,,,,
985,986,"Sat, Mar 17, 2007",Box Score,New Orleans/Oklahoma City Hornets,103,Washington Wizards,125,,,2007-03-17 00:00:00,125,103,,,,,,,,,,,,,,,,,,,
986,987,"Sun, Mar 18, 2007",Box Score,Dallas Mavericks,92,Detroit Pistons,88,,,2007-03-18 00:00:00,88,92,,,,,,,,,,,,,,,,,,,
987,988,"Sun, Mar 18, 2007",Box Score,Minnesota Timberwolves,102,Los Angeles Lakers,109,,,2007-03-18 00:00:00,109,102,,,,,,,,,,,,,,,,,,,
988,989,"Sun, Mar 18, 2007",Box Score,Orlando Magic,97,Miami Heat,83,,,2007-03-18 00:00:00,83,97,,,,,,,,,,,,,,,,,,,
989,990,"Sun, Mar 18, 2007",Box Score,Los Angeles Clippers,95,New Jersey Nets,101,,,2007-03-18 00:00:00,101,95,,,,,,,,,,,,,,,,,,,
990,991,"Sun, Mar 18, 2007",Box Score,Toronto Raptors,74,New York Knicks,92,,,2007-03-18 00:00:00,92,74,,,,,,,,,,,,,,,,,,,
991,992,"Sun, Mar 18, 2007",Box Score,Houston Rockets,124,Philadelphia 76ers,74,,,2007-03-18 00:00:00,74,124,,,,,,,,,,,,,,,,,,,
992,993,"Sun, Mar 18, 2007",Box Score,Seattle SuperSonics,95,Portland Trail Blazers,77,,,2007-03-18 00:00:00,77,95,,,,,,,,,,,,,,,,,,,
993,994,"Mon, Mar 19, 2007",Box Score,Sacramento Kings,76,Atlanta Hawks,99,,,2007-03-19 00:00:00,99,76,,,,,,,,,,,,,,,,,,,
994,995,"Mon, Mar 19, 2007",Box Score,Boston Celtics,88,New Orleans/Oklahoma City Hornets,106,,,2007-03-19 00:00:00,106,88,,,,,,,,,,,,,,,,,,,
995,996,"Tue, Mar 20, 2007",Box Score,Cleveland Cavaliers,100,Charlotte Bobcats,108,OT,,2007-03-20 00:00:00,108,100,,,,,,,,,,,,,,,,,,,
996,997,"Tue, Mar 20, 2007",Box Score,Los Angeles Clippers,103,Chicago Bulls,89,,,2007-03-20 00:00:00,89,103,,,,,,,,,,,,,,,,,,,
997,998,"Tue, Mar 20, 2007",Box Score,Philadelphia 76ers,75,Detroit Pistons,96,,,2007-03-20 00:00:00,96,75,,,,,,,,,,,,,,,,,,,
998,999,"Tue, Mar 20, 2007",Box Score,Indiana Pacers,76,Houston Rockets,86,,,2007-03-20 00:00:00,86,76,,,,,,,,,,,,,,,,,,,
999,1000,"Tue, Mar 20, 2007",Box Score,New Orleans/Oklahoma City Hornets,114,Memphis Grizzlies,103,,,2007-03-20 00:00:00,103,114,,,,,,,,,,,,,,,,,,,
1000,1001,"Tue, Mar 20, 2007",Box Score,Denver Nuggets,94,New Jersey Nets,90,,,2007-03-20 00:00:00,90,94,,,,,,,,,,,,,,,,,,,
1001,1002,"Tue, Mar 20, 2007",Box Score,Dallas Mavericks,92,New York Knicks,77,,,2007-03-20 00:00:00,77,92,,,,,,,,,,,,,,,,,,,
1002,1003,"Tue, Mar 20, 2007",Box Score,Minnesota Timberwolves,90,Phoenix Suns,108,,,2007-03-20 00:00:00,108,90,,,,,,,,,,,,,,,,,,,
1003,1004,"Tue, Mar 20, 2007",Box Score,Washington Wizards,98,Portland Trail Blazers,100,,,2007-03-20 00:00:00,100,98,,,,,,,,,,,,,,,,,,,
1004,1005,"Tue, Mar 20, 2007",Box Score,Golden State Warriors,100,Utah Jazz,104,,,2007-03-20 00:00:00,104,100,,,,,,,,,,,,,,,,,,,
1005,1006,"Wed, Mar 21, 2007",Box Score,Miami Heat,91,Atlanta Hawks,83,,,2007-03-21 00:00:00,83,91,,,,,,,,,,,,,,,,,,,
1006,1007,"Wed, Mar 21, 2007",Box Score,Charlotte Bobcats,92,Boston Celtics,84,,,2007-03-21 00:00:00,84,92,,,,,,,,,,,,,,,,,,,
1007,1008,"Wed, Mar 21, 2007",Box Score,Dallas Mavericks,98,Cleveland Cavaliers,90,,,2007-03-21 00:00:00,90,98,,,,,,,,,,,,,,,,,,,
1008,1009,"Wed, Mar 21, 2007",Box Score,Los Angeles Clippers,104,Milwaukee Bucks,103,,,2007-03-21 00:00:00,103,104,,,,,,,,,,,,,,,,,,,
1009,1010,"Wed, Mar 21, 2007",Box Score,Minnesota Timberwolves,95,Sacramento Kings,89,,,2007-03-21 00:00:00,89,95,,,,,,,,,,,,,,,,,,,
1010,1011,"Wed, Mar 21, 2007",Box Score,Indiana Pacers,72,San Antonio Spurs,90,,,2007-03-21 00:00:00,90,72,,,,,,,,,,,,,,,,,,,
1011,1012,"Wed, Mar 21, 2007",Box Score,Washington Wizards,108,Seattle SuperSonics,106,,,2007-03-21 00:00:00,106,108,,,,,,,,,,,,,,,,,,,
1012,1013,"Wed, Mar 21, 2007",Box Score,Orlando Magic,85,Toronto Raptors,92,,,2007-03-21 00:00:00,92,85,,,,,,,,,,,,,,,,,,,
1013,1014,"Thu, Mar 22, 2007",Box Score,Denver Nuggets,108,Chicago Bulls,109,,,2007-03-22 00:00:00,109,108,,,,,,,,,,,,,,,,,,,
1014,1015,"Thu, Mar 22, 2007",Box Score,Detroit Pistons,85,Houston Rockets,91,,,2007-03-22 00:00:00,91,85,,,,,,,,,,,,,,,,,,,
1015,1016,"Thu, Mar 22, 2007",Box Score,Los Angeles Lakers,121,Memphis Grizzlies,119,,,2007-03-22 00:00:00,119,121,,,,,,,,,,,,,,,,,,,
1016,1017,"Thu, Mar 22, 2007",Box Score,Portland Trail Blazers,92,New York Knicks,86,,,2007-03-22 00:00:00,86,92,,,,,,,,,,,,,,,,,,,
