,Unnamed: 0,Date,Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes,game_date,hscore,rscore,date,home,road,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,linel2,linebemiss,linefox,linedunk,lineadj,lineavgadj,linegabe
1174,1175,"Fri, Apr 13, 2007",Box Score,Washington Wizards,98,Atlanta Hawks,85,,,2007-04-13 00:00:00,85,98,,,,,,,,,,,,,,,,,,,
1175,1176,"Fri, Apr 13, 2007",Box Score,Milwaukee Bucks,104,Boston Celtics,102,,,2007-04-13 00:00:00,102,104,,,,,,,,,,,,,,,,,,,
1176,1177,"Fri, Apr 13, 2007",Box Score,Charlotte Bobcats,81,Chicago Bulls,100,,,2007-04-13 00:00:00,100,81,,,,,,,,,,,,,,,,,,,
1177,1178,"Fri, Apr 13, 2007",Box Score,Utah Jazz,104,Dallas Mavericks,89,,,2007-04-13 00:00:00,89,104,,,,,,,,,,,,,,,,,,,
1178,1179,"Fri, Apr 13, 2007",Box Score,Portland Trail Blazers,89,Los Angeles Clippers,107,,,2007-04-13 00:00:00,107,89,,,,,,,,,,,,,,,,,,,
1179,1180,"Fri, Apr 13, 2007",Box Score,Indiana Pacers,96,Miami Heat,100,,,2007-04-13 00:00:00,100,96,,,,,,,,,,,,,,,,,,,
1180,1181,"Fri, Apr 13, 2007",Box Score,San Antonio Spurs,110,Minnesota Timberwolves,91,,,2007-04-13 00:00:00,91,110,,,,,,,,,,,,,,,,,,,
1181,1182,"Fri, Apr 13, 2007",Box Score,New York Knicks,86,New Jersey Nets,100,,,2007-04-13 00:00:00,100,86,,,,,,,,,,,,,,,,,,,
1182,1183,"Fri, Apr 13, 2007",Box Score,Denver Nuggets,107,New Orleans/Oklahoma City Hornets,105,,,2007-04-13 00:00:00,105,107,,,,,,,,,,,,,,,,,,,
1183,1184,"Fri, Apr 13, 2007",Box Score,Los Angeles Lakers,85,Phoenix Suns,93,,,2007-04-13 00:00:00,93,85,,,,,,,,,,,,,,,,,,,
1184,1185,"Fri, Apr 13, 2007",Box Score,Golden State Warriors,125,Sacramento Kings,108,,,2007-04-13 00:00:00,108,125,,,,,,,,,,,,,,,,,,,
1185,1186,"Fri, Apr 13, 2007",Box Score,Detroit Pistons,84,Toronto Raptors,87,,,2007-04-13 00:00:00,87,84,,,,,,,,,,,,,,,,,,,
1186,1187,"Sat, Apr 14, 2007",Box Score,Atlanta Hawks,76,Cleveland Cavaliers,110,,,2007-04-14 00:00:00,110,76,,,,,,,,,,,,,,,,,,,
1187,1188,"Sat, Apr 14, 2007",Box Score,New Orleans/Oklahoma City Hornets,112,Houston Rockets,123,,,2007-04-14 00:00:00,123,112,,,,,,,,,,,,,,,,,,,
1188,1189,"Sat, Apr 14, 2007",Box Score,Denver Nuggets,118,Memphis Grizzlies,133,,,2007-04-14 00:00:00,133,118,,,,,,,,,,,,,,,,,,,
1189,1190,"Sat, Apr 14, 2007",Box Score,Charlotte Bobcats,113,Milwaukee Bucks,92,,,2007-04-14 00:00:00,92,113,,,,,,,,,,,,,,,,,,,
1190,1191,"Sat, Apr 14, 2007",Box Score,Orlando Magic,104,Philadelphia 76ers,87,,,2007-04-14 00:00:00,87,104,,,,,,,,,,,,,,,,,,,
1191,1192,"Sat, Apr 14, 2007",Box Score,Seattle SuperSonics,102,Portland Trail Blazers,108,,,2007-04-14 00:00:00,108,102,,,,,,,,,,,,,,,,,,,
1192,1193,"Sat, Apr 14, 2007",Box Score,Phoenix Suns,126,Utah Jazz,98,,,2007-04-14 00:00:00,98,126,,,,,,,,,,,,,,,,,,,
1193,1194,"Sun, Apr 15, 2007",Box Score,San Antonio Spurs,86,Dallas Mavericks,91,,,2007-04-15 00:00:00,91,86,,,,,,,,,,,,,,,,,,,
1194,1195,"Sun, Apr 15, 2007",Box Score,Philadelphia 76ers,102,Detroit Pistons,91,,,2007-04-15 00:00:00,91,102,,,,,,,,,,,,,,,,,,,
1195,1196,"Sun, Apr 15, 2007",Box Score,Minnesota Timberwolves,108,Golden State Warriors,121,,,2007-04-15 00:00:00,121,108,,,,,,,,,,,,,,,,,,,
1196,1197,"Sun, Apr 15, 2007",Box Score,New Jersey Nets,111,Indiana Pacers,107,,,2007-04-15 00:00:00,107,111,,,,,,,,,,,,,,,,,,,
1197,1198,"Sun, Apr 15, 2007",Box Score,Sacramento Kings,105,Los Angeles Clippers,100,,,2007-04-15 00:00:00,100,105,,,,,,,,,,,,,,,,,,,
1198,1199,"Sun, Apr 15, 2007",Box Score,Seattle SuperSonics,98,Los Angeles Lakers,109,,,2007-04-15 00:00:00,109,98,,,,,,,,,,,,,,,,,,,
1199,1200,"Sun, Apr 15, 2007",Box Score,Boston Celtics,86,Orlando Magic,88,,,2007-04-15 00:00:00,88,86,,,,,,,,,,,,,,,,,,,
1200,1201,"Sun, Apr 15, 2007",Box Score,New York Knicks,105,Toronto Raptors,107,,,2007-04-15 00:00:00,107,105,,,,,,,,,,,,,,,,,,,
1201,1202,"Sun, Apr 15, 2007",Box Score,Chicago Bulls,101,Washington Wizards,68,,,2007-04-15 00:00:00,68,101,,,,,,,,,,,,,,,,,,,
1202,1203,"Mon, Apr 16, 2007",Box Score,Minnesota Timberwolves,107,Denver Nuggets,122,,,2007-04-16 00:00:00,122,107,,,,,,,,,,,,,,,,,,,
1203,1204,"Mon, Apr 16, 2007",Box Score,Phoenix Suns,117,Houston Rockets,120,,,2007-04-16 00:00:00,120,117,,,,,,,,,,,,,,,,,,,
1204,1205,"Mon, Apr 16, 2007",Box Score,San Antonio Spurs,91,Memphis Grizzlies,101,,,2007-04-16 00:00:00,101,91,,,,,,,,,,,,,,,,,,,
1205,1206,"Mon, Apr 16, 2007",Box Score,Boston Celtics,91,Miami Heat,89,,,2007-04-16 00:00:00,89,91,,,,,,,,,,,,,,,,,,,
1206,1207,"Mon, Apr 16, 2007",Box Score,Atlanta Hawks,96,Milwaukee Bucks,102,,,2007-04-16 00:00:00,102,96,,,,,,,,,,,,,,,,,,,
1207,1208,"Mon, Apr 16, 2007",Box Score,New Jersey Nets,104,New York Knicks,95,,,2007-04-16 00:00:00,95,104,,,,,,,,,,,,,,,,,,,
1208,1209,"Mon, Apr 16, 2007",Box Score,New Orleans/Oklahoma City Hornets,125,Sacramento Kings,118,,,2007-04-16 00:00:00,118,125,,,,,,,,,,,,,,,,,,,
1209,1210,"Mon, Apr 16, 2007",Box Score,Portland Trail Blazers,93,Utah Jazz,130,,,2007-04-16 00:00:00,130,93,,,,,,,,,,,,,,,,,,,
1210,1211,"Tue, Apr 17, 2007",Box Score,Indiana Pacers,102,Atlanta Hawks,118,,,2007-04-17 00:00:00,118,102,,,,,,,,,,,,,,,,,,,
1211,1212,"Tue, Apr 17, 2007",Box Score,Toronto Raptors,84,Detroit Pistons,100,,,2007-04-17 00:00:00,100,84,,,,,,,,,,,,,,,,,,,
1212,1213,"Tue, Apr 17, 2007",Box Score,Dallas Mavericks,82,Golden State Warriors,111,,,2007-04-17 00:00:00,111,82,,,,,,,,,,,,,,,,,,,
1213,1214,"Tue, Apr 17, 2007",Box Score,Cleveland Cavaliers,98,Philadelphia 76ers,92,,,2007-04-17 00:00:00,92,98,,,,,,,,,,,,,,,,,,,
1214,1215,"Tue, Apr 17, 2007",Box Score,Los Angeles Clippers,103,Phoenix Suns,99,,,2007-04-17 00:00:00,99,103,,,,,,,,,,,,,,,,,,,
1215,1216,"Tue, Apr 17, 2007",Box Score,Orlando Magic,95,Washington Wizards,89,,,2007-04-17 00:00:00,89,95,,,,,,,,,,,,,,,,,,,
1216,1217,"Wed, Apr 18, 2007",Box Score,Detroit Pistons,91,Boston Celtics,89,,,2007-04-18 00:00:00,89,91,,,,,,,,,,,,,,,,,,,
1217,1218,"Wed, Apr 18, 2007",Box Score,New York Knicks,94,Charlotte Bobcats,93,,,2007-04-18 00:00:00,93,94,,,,,,,,,,,,,,,,,,,
1218,1219,"Wed, Apr 18, 2007",Box Score,Milwaukee Bucks,96,Cleveland Cavaliers,109,,,2007-04-18 00:00:00,109,96,,,,,,,,,,,,,,,,,,,
1219,1220,"Wed, Apr 18, 2007",Box Score,Washington Wizards,98,Indiana Pacers,95,,,2007-04-18 00:00:00,95,98,,,,,,,,,,,,,,,,,,,
1220,1221,"Wed, Apr 18, 2007",Box Score,New Orleans/Oklahoma City Hornets,86,Los Angeles Clippers,83,,,2007-04-18 00:00:00,83,86,,,,,,,,,,,,,,,,,,,
1221,1222,"Wed, Apr 18, 2007",Box Score,Memphis Grizzlies,116,Minnesota Timberwolves,94,,,2007-04-18 00:00:00,94,116,,,,,,,,,,,,,,,,,,,
1222,1223,"Wed, Apr 18, 2007",Box Score,Chicago Bulls,97,New Jersey Nets,106,,,2007-04-18 00:00:00,106,97,,,,,,,,,,,,,,,,,,,
1223,1224,"Wed, Apr 18, 2007",Box Score,Miami Heat,68,Orlando Magic,94,,,2007-04-18 00:00:00,94,68,,,,,,,,,,,,,,,,,,,
1224,1225,"Wed, Apr 18, 2007",Box Score,Golden State Warriors,120,Portland Trail Blazers,98,,,2007-04-18 00:00:00,98,120,,,,,,,,,,,,,,,,,,,
1225,1226,"Wed, Apr 18, 2007",Box Score,Los Angeles Lakers,117,Sacramento Kings,106,,,2007-04-18 00:00:00,106,117,,,,,,,,,,,,,,,,,,,
1226,1227,"Wed, Apr 18, 2007",Box Score,Denver Nuggets,100,San Antonio Spurs,77,,,2007-04-18 00:00:00,77,100,,,,,,,,,,,,,,,,,,,
1227,1228,"Wed, Apr 18, 2007",Box Score,Dallas Mavericks,106,Seattle SuperSonics,75,,,2007-04-18 00:00:00,75,106,,,,,,,,,,,,,,,,,,,
1228,1229,"Wed, Apr 18, 2007",Box Score,Philadelphia 76ers,122,Toronto Raptors,119,,,2007-04-18 00:00:00,119,122,,,,,,,,,,,,,,,,,,,
1229,1230,"Wed, Apr 18, 2007",Box Score,Houston Rockets,91,Utah Jazz,101,,,2007-04-18 00:00:00,101,91,,,,,,,,,,,,,,,,,,,
