"date","home","hscore","road","rscore","line","lineavg","linesag","linesage","linesagp","lineopen","linemoore","linepower","linegreen","linel2"
"12/03/2004","Boston",91,"Toronto",89,4.5,3.94,3.04,2.31,3.76,4.5,3.28,6.4,3.46,4.45
"12/03/2004","Chicago",81,"Miami",105,-8.5,-4.54,-3.57,-4.88,-2.36,-9.0,-1.24,-3.0,-4.77,-10.97
"12/03/2004","LA Lakers",97,"Golden State",88,9.0,8.53,9.04,10.06,8.42,10.0,4.30,13.3,7.81,7.30
"12/03/2004","Memphis",94,"Philadelphia",86,5.5,3.55,1.40,-0.30,3.14,4.5,1.90,6.2,1.97,8.41
"12/03/2004","New York",98,"Orlando",104,3.0,2.26,3.27,3.90,2.67,4.0,0.95,6.5,2.56,-3.01
"12/03/2004","Phoenix",93,"Minnesota",97,5.0,7.74,8.17,6.93,9.86,5.0,4.43,2.5,7.94,14.78
"12/03/2004","Sacramento",113,"Indiana",87,14.0,3.45,2.34,2.90,1.89,13.5,1.84,6.4,2.33,5.33
"12/03/2004","San Antonio",80,"Detroit",77,7.5,11.60,13.03,10.32,17.20,8.0,6.71,10.6,12.67,12.11
"12/04/2004","Charlotte",107,"New York",101,-4.0,-1.89,-3.47,-5.36,-1.93,-3.0,0.28,-2.2,-2.78,0.68
"12/04/2004","Cleveland",105,"Toronto",97,8.0,5.89,4.84,3.90,5.95,7.0,4.46,9.0,4.27,7.76
"12/04/2004","Dallas",109,"Utah",86,8.5,5.55,5.69,7.29,4.12,8.0,2.58,9.2,5.13,4.99
"12/04/2004","Denver",104,"Miami",95,-2.0,-1.24,-1.00,0.39,-2.60,-2.0,0.17,2.6,-1.32,-6.71
"12/04/2004","Golden State",104,"Indiana",96,5.5,-3.40,-5.34,-8.73,-2.55,5.0,-0.64,-3.6,-4.79,-0.10
"12/04/2004","Houston",77,"Philadelphia",76,7.0,2.50,0.68,-0.08,1.47,6.5,1.62,7.6,0.82,3.57
"12/04/2004","LA Clippers",100,"Minnesota",107,-2.0,1.31,0.93,-0.52,2.33,-2.0,1.87,-3.8,0.59,7.39
"12/04/2004","Milwaukee",83,"San Antonio",104,-5.5,-6.38,-8.27,-8.48,-8.96,-4.5,-3.02,-5.5,-7.24,-5.10
"12/04/2004","New Jersey",109,"Atlanta",88,5.0,4.58,5.41,5.33,5.78,5.5,2.92,7.8,4.90,0.76
"12/04/2004","New orleans",69,"Detroit",92,-7.5,-3.02,-3.79,-8.48,-1.29,-5.0,-0.01,-2.6,-3.24,-2.49
"12/04/2004","Orlando",96,"Memphis",91,4.0,4.08,4.86,5.67,4.06,4.5,3.47,5.3,3.27,2.70
"12/04/2004","Seattle",99,"Portland",89,6.0,7.82,8.07,8.92,7.35,6.0,3.64,7.0,6.88,13.11
"12/04/2004","Washington",95,"Chicago",88,10.0,10.78,12.31,11.20,13.56,8.5,6.57,9.0,11.62,12.74
"12/05/2004","Portland",99,"Phoenix",121,-5.5,-3.35,-3.31,-2.28,-4.80,-3.5,-1.26,1.4,-3.34,-9.85
"12/05/2004","Sacramento",119,"Boston",105,9.0,4.74,5.31,7.19,3.73,9.5,2.35,10.4,3.76,1.02
"12/06/2004","Atlanta",96,"Philadelphia",92,-6.0,-4.27,-6.07,-6.03,-6.54,-5.0,-1.73,-1.6,-7.08,-2.63
"12/06/2004","Chicago",75,"San Antonio",91,-12.0,-11.92,-13.16,-12.15,-14.70,-12.0,-6.11,-10.5,-13.14,-14.91
"12/06/2004","Dallas",85,"Detroit",101,4.0,6.79,7.03,6.57,7.48,5.0,3.60,4.4,6.33,12.35
"12/06/2004","Denver",115,"Orlando",102,3.5,0.74,0.73,1.71,-0.32,3.5,0.32,6.1,0.75,-4.14
"12/06/2004","Golden State",110,"Boston",106,-2.0,-2.60,-3.68,-3.74,-3.65,1.0,-0.51,0.1,-3.37,-4.41
"12/06/2004","LA Clippers",99,"Charlotte",93,12.0,9.33,9.40,9.50,9.51,12.0,4.64,9.9,8.41,14.00
"12/06/2004","New Jersey",88,"Toronto",86,2.0,-2.99,-3.37,-2.88,-3.96,1.0,0.29,1.9,-4.14,-9.14
"12/06/2004","Utah",80,"Miami",100,-3.0,1.78,0.86,-0.13,1.83,-2.5,1.09,1.2,1.11,5.58
"12/07/2004","Cleveland",103,"New Jersey",97,9.5,12.63,12.88,10.71,15.71,10.0,6.25,12.1,10.92,20.09
"12/07/2004","Houston",89,"New orleans",81,10.0,8.04,9.18,14.02,6.61,10.0,3.54,9.8,7.34,6.95
"12/07/2004","Indiana",86,"Milwaukee",89,-3.5,5.09,6.61,9.95,3.63,-4.0,2.74,8.7,4.25,1.29
"12/07/2004","Memphis",96,"New York",88,6.0,3.88,1.93,1.43,2.43,5.5,1.57,4.8,3.14,9.89
"12/07/2004","Minnesota",87,"Dallas",97,5.0,3.26,4.81,5.63,4.20,5.5,2.31,9.3,3.79,-5.64
"12/07/2004","Phoenix",118,"Golden State",104,14.5,15.38,17.19,16.23,18.81,13.5,7.90,15.3,14.39,19.68
"12/07/2004","Sacramento",109,"Charlotte",92,15.5,11.31,12.79,14.98,10.98,15.0,5.05,16.7,9.77,10.35
"12/08/2004","Atlanta",89,"Memphis",97,-6.0,-5.47,-6.35,-4.70,-8.89,-6.0,-2.21,-2.4,-6.79,-7.84
"12/08/2004","Chicago",113,"Cleveland",85,-6.0,-7.25,-8.50,-8.07,-9.05,-6.5,-3.64,-3.2,-7.20,-12.33
"12/08/2004","Detroit",90,"Toronto",86,9.5,4.80,4.40,4.44,4.36,9.0,3.48,12.1,2.97,1.43
"12/08/2004","LA Lakers",110,"Phoenix",113,-3.0,-4.33,-5.42,-4.69,-6.54,-4.0,-2.06,2.1,-5.59,-9.18
"12/08/2004","Milwaukee",96,"Miami",101,-5.0,-0.98,-1.85,-2.62,-1.12,-4.0,-0.32,0.0,-0.65,-1.16
"12/08/2004","New orleans",79,"New York",86,-5.5,-2.25,-4.95,-9.50,-2.77,-4.0,-0.65,1.3,-3.16,1.30
"12/08/2004","Philadelphia",84,"Minnesota",119,-5.0,-2.23,-3.58,-4.03,-3.29,-4.0,-0.89,-3.0,-2.72,0.58
"12/08/2004","San Antonio",96,"Seattle",102,10.0,6.00,5.60,3.33,7.93,9.5,4.00,12.1,5.30,3.34
"12/08/2004","Utah",100,"Orlando",106,-1.0,2.53,0.64,-0.25,1.52,-1.0,0.49,3.5,1.77,8.14
"12/08/2004","Washington",105,"Denver",111,4.0,5.00,5.64,3.80,7.49,4.0,3.45,2.0,4.81,8.47
"12/09/2004","Dallas",102,"Seattle",107,6.0,0.91,-1.03,-2.88,0.12,6.0,0.32,5.4,-1.08,3.58
"12/09/2004","Houston",81,"San Antonio",80,-6.0,-7.03,-9.20,-7.50,-12.14,-5.0,-3.93,-3.1,-7.83,-7.65
"12/09/2004","Portland",89,"Boston",87,6.5,2.65,3.66,4.46,2.86,5.5,1.75,5.0,2.82,-0.98
"12/10/2004","Chicago",88,"Philadelphia",93,-3.0,-0.46,-1.09,-1.15,-1.06,-2.0,0.80,2.6,-0.26,-3.69
"12/10/2004","Detroit",72,"Atlanta",88,15.0,12.89,13.84,12.86,15.61,14.5,7.05,18.2,12.32,11.32
"12/10/2004","Golden State",109,"Orlando",113,-3.5,-2.74,-4.40,-5.21,-3.60,-2.5,-1.17,-0.4,-2.28,-3.80
"12/10/2004","Miami",92,"Memphis",84,5.0,5.81,6.25,6.15,6.35,6.0,3.48,9.4,4.22,5.26
"12/10/2004","Milwaukee",95,"Indiana",86,6.0,1.69,0.34,-2.17,2.77,8.0,1.11,2.3,1.01,5.10
"12/10/2004","Minnesota",113,"Sacramento",105,5.5,2.99,1.96,2.01,1.90,5.5,1.80,6.9,2.68,2.66
"12/10/2004","New Jersey",94,"New orleans",91,8.0,3.98,5.77,11.18,2.58,8.0,2.62,5.0,4.20,-1.69
"12/10/2004","Phoenix",115,"Charlotte",106,15.0,15.64,16.35,16.61,16.37,15.0,8.29,16.9,14.28,21.39
"12/10/2004","Toronto",87,"Denver",101,-3.0,2.58,0.66,-0.79,2.04,-2.5,0.33,2.1,1.91,9.88
"12/10/2004","Utah",92,"Portland",87,2.5,2.93,0.54,-0.75,1.80,1.0,1.01,3.3,0.54,11.70
"12/10/2004","Washington",106,"New York",104,5.0,4.87,5.32,4.74,5.91,5.5,3.77,2.7,4.78,7.34
"12/11/2004","Atlanta",90,"New Jersey",95,-1.0,0.86,-0.83,-0.61,-2.06,-3.5,0.19,2.6,-0.59,5.63
"12/11/2004","Chicago",99,"Minnesota",88,-9.5,-7.41,-9.97,-9.99,-10.02,-8.5,-3.39,-7.4,-7.36,-6.31
"12/11/2004","Houston",78,"Dallas",102,1.0,-2.43,-3.03,-2.63,-3.47,-1.0,-0.42,2.5,-2.69,-7.88
"12/11/2004","Indiana",92,"Sacramento",97,-8.5,-1.10,-3.17,-2.52,-3.93,-8.0,-0.46,1.1,-1.85,1.05
"12/11/2004","LA Clippers",87,"LA Lakers",89,-3.5,3.76,3.57,3.26,3.95,0.0,2.75,1.3,3.11,8.18
"12/11/2004","Memphis",72,"Detroit",68,0.0,1.95,0.82,0.79,0.84,1.0,1.32,0.4,2.22,6.11
"12/11/2004","San Antonio",116,"Cleveland",97,10.5,8.02,7.98,7.33,9.91,10.0,4.89,12.4,7.84,5.78
"12/11/2004","Seattle",84,"Boston",98,8.5,9.44,11.85,14.14,10.27,8.5,5.01,9.5,8.78,8.94
"12/12/2004","Golden State",99,"Charlotte",87,7.0,3.15,1.98,2.63,1.49,7.0,1.81,6.0,2.09,4.91
"12/12/2004","LA Lakers",105,"Orlando",98,4.0,2.40,1.90,0.84,2.92,4.0,1.48,6.8,2.03,0.30
"12/12/2004","New York",107,"Denver",96,2.0,0.92,-0.89,-2.30,0.44,2.0,0.67,2.7,-0.31,4.33
"12/12/2004","Philadelphia",107,"Milwaukee",101,4.0,1.41,1.38,3.14,-0.40,3.5,0.85,3.9,0.69,0.27
"12/12/2004","Portland",98,"Utah",88,6.0,2.13,3.16,4.07,2.26,6.0,2.32,6.7,2.72,-5.31
"12/12/2004","Toronto",98,"Miami",106,-7.5,-1.76,-3.34,-2.96,-3.74,-6.5,-1.27,-1.3,-1.28,-0.02
"12/12/2004","Washington",88,"New orleans",69,9.5,10.67,13.74,18.76,12.17,10.0,6.67,7.2,9.97,9.23
"12/13/2004","Chicago",93,"Dallas",94,-8.5,-7.03,-7.41,-6.72,-8.18,-8.5,-2.72,-3.9,-5.52,-15.15
"12/13/2004","LA Clippers",127,"Boston",134,3.5,3.10,3.42,3.13,3.73,3.5,2.64,2.4,2.04,4.68
"12/13/2004","Memphis",86,"Cleveland",92,4.0,0.49,-0.74,-0.22,-1.30,3.5,0.48,3.8,0.43,-0.23
"12/13/2004","Miami",106,"Washington",83,7.0,5.26,3.84,3.81,3.91,6.5,1.68,11.3,3.02,7.82
"12/13/2004","Phoenix",121,"Orlando",100,9.5,9.24,9.08,8.15,10.04,8.5,5.62,9.9,9.03,12.68
"12/14/2004","Atlanta",97,"Indiana",108,0.0,-4.28,-5.57,-5.56,-6.40,1.5,-1.67,-3.2,-5.23,-3.65
"12/14/2004","Charlotte",94,"New orleans",93,5.0,4.44,5.57,8.46,5.06,4.5,3.16,3.2,4.20,2.58
"12/14/2004","Dallas",107,"Golden State",111,10.0,11.59,11.56,12.29,10.90,10.5,5.53,14.5,9.38,16.93
"12/14/2004","Milwaukee",86,"Sacramento",89,-3.5,-1.76,-4.32,-5.68,-3.05,-5.0,-0.94,-1.6,-2.27,2.96
"12/14/2004","Minnesota",100,"Portland",89,9.0,6.04,5.93,5.81,6.07,8.5,3.36,11.7,4.63,4.66
"12/14/2004","New Jersey",79,"New York",87,-3.0,-1.78,-2.56,-0.75,-4.86,-1.0,-0.30,0.7,-1.91,-3.58
"12/14/2004","Philadelphia",110,"Denver",102,-2.0,0.89,-0.58,-1.01,-0.26,-1.5,0.00,0.8,-0.01,5.81
"12/14/2004","Seattle",108,"LA Lakers",93,6.0,7.57,8.03,9.22,7.14,6.0,3.72,6.0,6.92,12.44
"12/14/2004","Utah",93,"LA Clippers",91,5.0,2.20,0.83,0.91,0.73,3.5,-0.06,5.1,0.48,6.05
"12/15/2004","Boston",99,"Denver",100,3.5,4.38,2.47,1.05,3.85,1.5,2.58,4.1,3.53,11.14
"12/15/2004","Cleveland",112,"Portland",88,6.5,5.65,4.74,4.06,5.44,7.0,3.13,7.1,3.48,10.67
"12/15/2004","Houston",92,"Atlanta",69,12.0,9.06,9.51,9.06,10.59,11.0,4.90,12.4,8.04,9.40
"12/15/2004","Memphis",88,"Chicago",96,9.5,7.65,6.43,6.10,6.75,9.0,3.90,8.7,5.17,15.30
"12/15/2004","New York",93,"Detroit",94,-2.5,1.84,3.18,2.47,3.87,-1.5,1.97,1.3,2.01,-0.59
"12/15/2004","New orleans",98,"Golden State",89,-4.5,-0.42,-1.92,-6.83,-0.29,-3.0,-0.37,4.6,-1.73,2.09
"12/15/2004","Phoenix",108,"Utah",86,12.0,10.42,11.76,11.35,12.36,12.5,7.58,13.0,10.50,7.74
"12/15/2004","San Antonio",94,"Orlando",91,10.5,10.11,9.52,7.49,13.17,9.5,6.58,13.9,9.82,9.70
"12/15/2004","Toronto",96,"Minnesota",90,-7.0,-1.96,-4.19,-4.14,-4.25,-6.5,-1.87,-3.5,-2.62,4.65
"12/15/2004","Washington",93,"Miami",98,-2.5,-0.50,-0.29,0.15,-0.75,-3.0,0.95,-1.9,-0.05,-1.43
"12/16/2004","Chicago",85,"Milwaukee",77,-2.5,-0.63,-0.31,1.13,-1.70,-3.0,0.61,2.6,0.20,-6.62
"12/16/2004","Detroit",81,"Cleveland",69,5.0,0.33,-0.73,-0.12,-1.37,6.0,0.09,7.4,-0.91,-3.14
"12/16/2004","Sacramento",99,"LA Lakers",115,7.5,5.59,6.18,6.93,5.52,7.0,3.25,8.6,4.71,4.53
"12/17/2004","Atlanta",84,"Portland",100,-6.0,-3.60,".",".",".",-6.0,-2.48,-1.8,-6.32,-3.79
"12/17/2004","Boston",114,"Utah",106,6.5,3.78,".",".",".",7.0,3.70,8.5,4.04,-1.14
"12/17/2004","Houston",100,"Golden State",83,6.5,5.58,".",".",".",6.0,2.90,9.6,3.97,5.85
"12/17/2004","Indiana",89,"Toronto",86,3.0,3.29,".",".",".",3.0,2.85,8.0,2.18,0.14
"12/17/2004","LA Lakers",116,"Washington",120,5.0,3.88,3.24,3.21,3.26,5.0,1.61,10.2,2.65,2.36
"12/17/2004","Memphis",89,"New Jersey",84,8.0,8.58,".",".",".",7.5,3.56,7.9,6.21,16.67
"12/17/2004","Miami",107,"Denver",100,7.0,6.85,5.83,4.38,7.19,8.0,4.12,7.5,4.82,13.09
"12/17/2004","Minnesota",113,"LA Clippers",86,8.5,5.35,6.50,6.72,6.30,8.5,2.62,13.1,4.33,-1.00
"12/17/2004","New orleans",67,"San Antonio",83,-13.5,-9.49,".",".",".",-13.5,-6.57,-8.1,-11.89,-11.40
"12/17/2004","Philadelphia",107,"New York",113,2.5,2.40,".",".",".",3.0,0.64,2.7,1.57,4.68
"12/17/2004","Seattle",110,"Phoenix",112,-1.0,0.50,0.56,2.42,-1.09,-1.5,-0.55,2.6,-0.42,0.06
"12/18/2004","Charlotte",101,"Houston",100,-5.0,-1.74,-2.60,-3.28,-1.99,-3.5,-0.20,-2.1,-1.69,-1.18
"12/18/2004","Chicago",85,"Indiana",71,5.0,-0.93,-0.88,-1.47,-0.29,3.5,0.26,0.5,0.14,-4.71
"12/18/2004","Cleveland",107,"Boston",114,7.0,4.61,5.03,4.80,5.29,6.5,2.31,6.1,2.69,6.50
"12/18/2004","Dallas",90,"Atlanta",68,15.5,15.06,15.08,14.46,16.39,15.5,8.80,16.6,13.63,20.48
"12/18/2004","Detroit",74,"Portland",75,8.5,4.11,2.95,2.68,3.23,8.0,2.49,10.0,1.94,4.34
"12/18/2004","Milwaukee",97,"Philadelphia",116,5.0,3.16,1.33,0.24,2.39,5.0,1.97,6.0,2.25,6.12
"12/18/2004","Orlando",117,"Denver",95,8.0,3.71,2.34,1.79,2.86,5.5,2.20,3.0,1.91,10.53
"12/18/2004","Phoenix",110,"Washington",96,11.0,10.38,9.96,9.56,10.45,10.0,6.03,12.5,9.01,14.74
"12/18/2004","San Antonio",104,"Golden State",85,14.5,15.23,16.03,15.25,17.87,14.0,9.38,18.3,13.89,16.69
"12/19/2004","LA Clippers",82,"Memphis",92,4.5,3.54,3.29,3.41,3.16,5.0,2.91,3.8,3.16,4.79
"12/19/2004","Miami",117,"Orlando",107,7.5,5.54,5.22,4.98,5.45,7.5,3.55,9.0,4.51,5.76
"12/19/2004","New York",94,"Utah",93,7.0,2.39,3.89,3.18,4.60,7.0,3.35,8.6,2.55,-7.95
"12/19/2004","Sacramento",107,"New orleans",71,15.5,11.99,13.86,18.75,11.42,16.0,6.90,14.2,10.92,9.73
"12/19/2004","Toronto",110,"New Jersey",99,6.5,7.46,6.15,5.44,7.01,6.0,2.93,7.5,6.35,15.53
"12/20/2004","Chicago",92,"Portland",87,-2.0,-0.94,-1.58,-1.52,-1.69,-1.5,0.55,2.1,-0.23,-4.85
"12/20/2004","Denver",105,"Phoenix",107,-6.5,-6.26,-6.94,-5.35,-8.54,-7.0,-4.54,0.9,-6.38,-13.63
"12/20/2004","Golden State",101,"Washington",103,-2.5,-2.33,-4.48,-5.45,-3.58,-4.0,-1.85,2.1,-3.43,-1.74
"12/20/2004","Houston",114,"Toronto",102,9.0,2.24,1.73,1.96,1.49,8.5,2.59,6.9,0.97,-0.50
"12/20/2004","LA Lakers",72,"Memphis",82,7.0,3.92,4.64,4.86,4.43,6.5,3.02,8.0,3.39,-0.19
"12/20/2004","Philadelphia",101,"Utah",103,6.5,1.60,2.64,3.43,1.83,6.5,2.38,6.3,2.12,-6.47
"12/21/2004","Charlotte",91,"New Jersey",94,3.0,3.36,2.53,1.28,3.96,3.0,2.42,2.9,2.13,7.46
"12/21/2004","Cleveland",107,"Minnesota",97,-1.0,1.77,0.24,0.11,0.34,-1.5,0.71,0.2,0.05,9.21
"12/21/2004","LA Clippers",100,"New orleans",91,10.5,9.49,9.97,13.07,9.03,11.0,6.14,6.8,8.50,13.39
"12/21/2004","Miami",108,"Boston",100,6.0,5.69,6.69,6.98,6.41,6.5,3.52,8.3,3.75,5.15
"12/21/2004","New York",94,"Dallas",123,-2.0,-1.89,-0.98,-1.34,-0.63,-2.5,-0.10,2.1,-1.61,-9.74
"12/21/2004","Sacramento",104,"Washington",93,7.0,5.30,5.12,4.95,5.30,6.0,2.73,11.4,3.72,3.69
"12/22/2004","Atlanta",113,"Dallas",100,-10.0,-10.65,-11.99,-10.51,-14.47,-10.5,-6.50,-7.8,-10.55,-14.09
"12/22/2004","Boston",114,"New York",109,3.0,5.29,3.65,3.22,4.08,4.5,3.14,6.8,4.51,10.01
"12/22/2004","Detroit",82,"Chicago",89,9.0,6.91,5.14,4.66,5.67,9.0,3.47,11.8,3.49,12.39
"12/22/2004","Golden State",109,"Memphis",99,-2.5,-2.13,-2.74,-3.16,-2.37,-3.0,-0.79,0.2,-2.34,-4.30
"12/22/2004","Houston",87,"Charlotte",90,11.5,7.34,6.98,7.75,6.30,10.0,4.14,12.1,6.20,7.57
"12/22/2004","Indiana",90,"Philadelphia",102,0.0,3.55,2.93,3.38,2.47,-1.0,1.99,7.2,2.02,4.21
"12/22/2004","LA Lakers",101,"New orleans",89,13.0,10.25,11.51,15.28,10.14,13.0,6.73,11.6,9.33,8.40
"12/22/2004","Milwaukee",95,"Portland",104,2.5,1.20,-0.42,-2.13,1.15,2.5,0.46,2.9,-0.17,4.97
"12/22/2004","New Jersey",92,"Cleveland",90,-4.0,-5.41,-5.43,-4.07,-7.05,-3.5,-2.35,-0.5,-4.77,-13.70
"12/22/2004","Orlando",93,"San Antonio",87,-4.5,-4.21,-4.74,-3.31,-7.10,-5.0,-3.10,-3.0,-5.43,-3.31
"12/22/2004","Seattle",98,"Denver",83,9.0,8.92,8.50,8.54,8.61,9.0,5.43,6.4,7.65,16.89
"12/22/2004","Toronto",98,"Utah",86,3.0,1.73,1.95,1.79,2.13,3.5,1.59,5.4,1.89,-2.40
"12/23/2004","Phoenix",109,"Memphis",102,11.0,11.53,13.69,13.96,13.41,11.0,7.93,11.2,10.48,12.19
"12/23/2004","Sacramento",107,"Miami",109,4.5,1.69,1.69,2.08,1.36,6.0,1.09,5.2,1.34,-0.93
"12/23/2004","San Antonio",96,"Minnesota",82,7.0,7.51,6.50,5.74,8.45,7.5,5.13,7.7,6.24,11.80
"12/25/2004","Indiana",93,"Detroit",98,-3.0,1.32,1.36,2.51,0.12,-3.5,0.64,1.5,1.25,1.91
"12/25/2004","LA Lakers",102,"Miami",104,-4.5,-1.08,-1.83,-2.79,-0.93,-3.0,-0.44,1.1,-1.14,-2.26
"12/26/2004","Cleveland",100,"New orleans",91,12.0,11.27,".",".",".",11.5,7.67,11.7,10.49,15.21
"12/26/2004","Denver",88,"Dallas",102,-3.5,-1.83,-0.56,0.72,-1.81,-3.0,-1.08,2.9,-0.81,-10.88
"12/26/2004","Houston",96,"LA Clippers",79,".",1.62,1.49,1.64,1.33,".",1.29,7.9,0.79,-3.24
"12/26/2004","Milwaukee",99,"Chicago",92,3.5,3.65,1.60,-0.31,3.34,3.5,0.88,4.1,0.90,13.01
"12/26/2004","Minnesota",109,"Washington",74,9.0,5.11,4.52,3.43,5.58,9.0,2.75,11.9,3.86,3.15
"12/26/2004","New York",91,"Charlotte",82,8.5,6.45,".",".",".",9.0,3.62,10.6,5.89,5.71
"12/26/2004","Phoenix",106,"Toronto",94,12.5,12.28,14.24,14.24,14.24,12.5,8.79,12.4,10.65,13.33
"12/26/2004","Sacramento",94,"Golden State",98,12.0,10.02,11.39,12.16,10.68,12.0,6.28,14.0,8.40,8.63
"12/26/2004","San Antonio",107,"Boston",90,10.5,9.47,10.06,8.92,12.43,10.0,6.34,12.1,7.93,9.09
"12/27/2004","Detroit",100,"New Jersey",90,6.5,8.57,7.22,5.94,8.80,".",4.59,12.3,6.04,13.76
"12/27/2004","Golden State",104,"Denver",101,4.0,0.03,-2.15,-3.25,-1.06,5.0,0.98,0.8,-0.81,3.54
"12/27/2004","Indiana",100,"New orleans",82,8.5,7.34,".",".",".",9.0,5.26,9.5,7.02,7.59
"12/27/2004","Memphis",96,"LA Clippers",76,6.5,3.49,3.33,3.22,3.43,5.0,1.69,8.4,2.61,1.60
"12/27/2004","Miami",116,"Atlanta",102,13.5,14.34,".",".",".",14.0,10.06,17.6,13.41,16.30
"12/27/2004","Orlando",111,"New York",119,6.5,5.65,5.50,5.71,5.29,6.5,3.05,6.5,3.96,9.40
"12/27/2004","Portland",104,"Philadelphia",111,5.0,4.06,4.21,4.42,4.01,5.0,2.27,6.1,3.18,4.35
"12/27/2004","Utah",88,"Seattle",98,-4.0,-3.23,-6.21,-6.86,-5.74,-3.5,-3.21,-0.6,-4.77,1.79
"12/27/2004","Washington",106,"Charlotte",87,9.0,7.70,".",".",".",9.5,4.53,8.9,7.51,9.85
"12/28/2004","Atlanta",102,"Cleveland",111,-7.0,-6.67,".",".",".",-8.5,-4.87,-3.4,-7.14,-11.26
"12/28/2004","Chicago",80,"New Jersey",84,2.5,4.86,4.57,4.18,5.21,2.0,3.34,6.8,5.04,4.57
"12/28/2004","Dallas",113,"Boston",94,7.5,6.22,6.23,5.98,6.50,6.5,3.61,8.0,3.92,9.32
"12/28/2004","LA Lakers",117,"Toronto",99,7.0,4.14,4.60,4.47,4.77,7.5,3.92,7.6,3.16,0.95
"12/28/2004","Milwaukee",115,"Houston",87,-2.5,1.96,1.39,0.37,2.25,-3.0,-0.11,2.5,0.98,5.74
"12/28/2004","San Antonio",115,"Phoenix",94,5.0,2.54,1.22,-0.43,3.90,4.5,1.82,7.8,1.92,0.21
"12/28/2004","Seattle",107,"Philadelphia",114,8.0,9.77,10.77,11.10,10.70,8.5,5.79,8.5,8.26,14.27
"12/29/2004","Charlotte",71,"Indiana",74,-3.5,-1.31,-1.80,-2.32,-1.25,-1.0,-0.25,-0.7,-1.49,-1.82
"12/29/2004","Cleveland",87,"Houston",98,5.0,6.92,6.98,6.79,7.17,4.5,3.65,7.2,5.26,11.45
"12/29/2004","Golden State",111,"Toronto",105,5.0,0.29,-0.12,0.24,-0.47,4.5,1.76,3.4,-0.03,-3.15
"12/29/2004","LA Clippers",101,"Utah",90,5.0,2.42,2.66,2.20,3.12,5.0,2.85,3.8,2.21,0.34
"12/29/2004","Memphis",117,"Boston",109,6.5,2.34,1.95,1.38,2.52,5.0,1.80,4.1,1.18,3.08
"12/29/2004","New York",100,"Minnesota",87,-3.5,-1.28,-2.07,-1.12,-3.10,-3.0,-0.31,-0.7,-1.56,-0.91
"12/29/2004","New orleans",96,"Phoenix",107,-12.0,-12.48,-15.33,-20.16,-13.38,-11.0,-8.64,-6.0,-12.31,-14.39
"12/29/2004","Orlando",105,"Milwaukee",111,9.0,5.86,7.15,8.19,6.22,8.0,3.74,7.6,4.41,4.99
"12/29/2004","Washington",105,"Detroit",107,-2.5,2.75,3.78,4.89,2.74,-2.5,2.09,0.0,3.20,3.55
"12/30/2004","Atlanta",79,"Seattle",94,-9.5,-10.71,-13.57,-13.14,-14.58,-9.5,-6.85,-5.0,-10.96,-13.70
"12/30/2004","Detroit",78,"Miami",89,-2.0,-1.22,-2.87,-3.30,-2.52,-2.5,-0.89,3.1,-1.94,-1.78
"12/30/2004","New Jersey",83,"Indiana",96,3.5,-0.95,-0.48,-0.04,-1.20,3.5,0.06,2.1,-0.51,-6.09
"12/30/2004","Portland",80,"San Antonio",114,-7.5,-6.08,-6.59,-5.17,-9.08,-9.0,-4.96,-4.2,-6.18,-6.87
"12/31/2004","Boston",108,"Washington",103,5.5,3.42,1.66,0.89,2.42,4.0,1.22,7.8,2.35,5.86
"12/31/2004","Charlotte",97,"Seattle",103,-7.0,-8.59,-10.98,-11.71,-10.38,-6.5,-4.61,-4.4,-8.60,-11.87
"12/31/2004","Denver",97,"Philadelphia",92,4.5,1.86,2.10,2.04,2.18,4.0,0.61,4.7,1.02,0.58
"12/31/2004","Houston",105,"Milwaukee",90,7.5,2.84,2.49,3.44,1.59,7.5,2.88,6.5,1.99,0.65
"12/31/2004","LA Clippers",79,"San Antonio",98,-7.5,-6.95,-8.67,-7.62,-11.15,-7.0,-5.60,-8.3,-7.84,-1.21
"12/31/2004","Utah",102,"Sacramento",109,-4.5,-0.43,-3.61,-3.28,-3.94,-4.5,-2.14,-1.5,-1.45,9.70
"01/01/2005","Chicago",105,"Orlando",90,-3.0,-1.79,-2.22,-1.54,-2.96,-3.0,-0.03,2.7,-0.50,-8.41
"01/01/2005","Miami",113,"Charlotte",90,14.5,13.52,14.88,15.71,14.13,13.5,8.35,17.3,11.13,14.47
"01/01/2005","Minnesota",95,"Memphis",104,8.0,5.29,6.23,6.09,6.44,7.5,3.20,10.3,5.13,0.60
"01/01/2005","New York",87,"New Jersey",93,4.5,7.88,7.74,6.77,9.10,4.0,5.22,10.0,6.24,9.97
"01/01/2005","Portland",97,"Golden State",88,6.0,5.55,5.88,6.32,5.44,4.5,2.64,7.4,4.88,6.63
"01/02/2005","Dallas",123,"Milwaukee",104,10.0,9.22,9.24,9.57,9.05,9.0,6.20,11.3,7.50,11.72
"01/02/2005","Detroit",100,"Boston",88,7.0,2.27,2.16,2.46,1.86,6.5,1.99,6.8,0.32,0.17
"01/02/2005","Houston",99,"Utah",80,7.0,2.72,3.78,3.52,4.04,7.0,4.46,8.2,2.16,-6.09
"01/02/2005","LA Clippers",89,"Philadelphia",83,1.0,2.35,1.08,0.44,1.71,2.0,1.25,0.2,0.51,10.01
