"date","home","hscore","road","rscore","line","lineavg","linesag","linesage","linesagp","lineopen","linemoore","linepower","linegreen","linel2"
"04/30/2005","Washington",117,"Chicago",99,6.0,2.78,1.50,1.91,1.04,4.5,-1.40,1.5,0.87,12.74
"05/01/2005","Memphis",115,"Phoenix",123,-5.5,-2.96,-2.85,-3.18,-2.50,-3.5,-4.07,-0.8,-1.42,-5.80
"05/01/2005","New Jersey",97,"Miami",110,-5.0,-4.44,-3.85,-3.01,-4.72,-5.0,-4.18,0.3,-2.65,-12.35
"05/01/2005","Philadelphia",92,"Detroit",97,-5.0,-0.67,-1.11,-0.13,-2.13,-4.0,-3.21,1.3,-0.73,0.89
"05/01/2005","Sacramento",102,"Seattle",115,5.0,1.63,2.22,2.29,2.17,5.0,1.89,6.2,1.97,-4.72
"05/02/2005","Dallas",103,"Houston",100,5.0,5.53,4.87,4.96,4.76,5.5,1.34,4.7,3.12,14.27
"05/02/2005","Denver",115,"San Antonio",126,-2.5,-1.93,-1.29,-0.18,-2.97,-1.5,-0.25,3.3,-0.81,-10.64
"05/02/2005","Washington",106,"Chicago",99,6.0,3.26,1.90,2.17,1.59,6.0,-0.35,2.3,1.12,12.74
"05/03/2005","Boston",85,"Indiana",90,5.5,3.57,3.30,3.10,3.51,4.5,1.08,4.2,2.01,7.50
"05/03/2005","Detroit",88,"Philadelphia",78,9.5,7.12,7.82,6.90,8.79,9.0,6.96,9.3,5.25,5.50
"05/03/2005","Seattle",122,"Sacramento",118,5.5,5.21,4.49,4.59,4.40,4.5,2.56,5.8,2.79,11.11
"05/04/2005","Chicago",110,"Washington",112,4.5,2.61,3.96,3.61,4.30,3.5,3.50,7.5,3.11,-6.35
"05/04/2005","San Antonio",99,"Denver",89,9.5,8.60,7.97,6.93,9.63,9.5,4.48,8.1,5.43,17.03
"05/05/2005","Houston",101,"Dallas",83,3.5,0.62,1.42,0.95,1.96,2.5,2.13,5.3,1.26,-7.88
"05/05/2005","Indiana",89,"Boston",92,4.0,2.96,3.30,3.68,2.94,4.0,2.89,6.8,2.56,-1.12
"05/06/2005","Washington",94,"Chicago",91,6.0,3.90,2.64,3.20,2.11,5.5,0.45,3.5,1.41,12.74
"05/07/2005","Boston",70,"Indiana",97,3.5,3.58,3.34,3.14,3.55,3.5,1.08,4.2,1.98,7.50
"05/07/2005","Dallas",116,"Houston",76,4.0,4.99,4.13,4.81,3.34,4.0,0.56,4.1,2.83,14.27
"05/08/2005","Miami",105,"Washington",86,11.5,8.78,8.87,7.72,9.99,10.0,8.89,11.5,6.74,7.82
"05/08/2005","San Antonio",103,"Seattle",81,8.5,6.34,6.41,5.19,8.20,9.0,6.24,9.9,5.17,3.34
"05/09/2005","Detroit",96,"Indiana",81,9.0,5.64,6.90,6.20,7.59,9.0,4.83,6.6,4.13,4.48
"05/09/2005","Phoenix",127,"Dallas",102,6.5,4.64,5.35,5.43,5.28,6.5,3.43,4.4,3.37,5.94
"05/10/2005","Miami",108,"Washington",102,12.0,9.14,9.29,8.08,10.48,10.5,9.58,11.9,6.97,7.82
"05/10/2005","San Antonio",108,"Seattle",91,10.5,6.85,6.96,5.65,8.93,9.5,7.25,10.5,5.46,3.34
"05/11/2005","Detroit",83,"Indiana",92,8.5,6.00,7.34,6.51,8.17,8.5,5.52,7.0,4.34,4.48
"05/11/2005","Phoenix",106,"Dallas",108,7.0,5.27,6.04,5.83,6.25,6.5,4.48,5.4,3.69,5.94
"05/12/2005","Seattle",92,"San Antonio",91,-4.0,-0.93,-0.84,0.49,-2.78,-4.5,-4.22,-0.9,-1.20,3.05
"05/12/2005","Washington",95,"Miami",102,-5.0,-2.82,-2.75,-1.86,-3.62,-5.0,-5.83,-1.7,-2.51,-1.43
"05/13/2005","Dallas",102,"Phoenix",119,2.0,1.42,1.15,1.48,0.75,3.5,-0.48,5.4,0.95,0.45
"05/13/2005","Indiana",79,"Detroit",74,-4.0,0.93,-0.14,0.70,-0.97,-2.5,-1.09,4.6,0.45,1.91
"05/14/2005","Washington",95,"Miami",99,-2.5,-2.99,-3.06,-2.28,-3.84,-4.5,-5.84,-1.9,-2.63,-1.43
"05/15/2005","Dallas",119,"Phoenix",109,2.5,0.69,0.53,0.87,0.19,3.0,-1.33,3.4,0.55,0.45
"05/15/2005","Indiana",76,"Detroit",89,-5.0,1.19,0.34,1.18,-0.50,-5.0,-0.62,4.6,0.56,1.91
"05/15/2005","Seattle",101,"San Antonio",89,-6.5,-0.70,-0.43,1.03,-2.63,-5.5,-3.79,-0.7,-1.13,3.05
"05/17/2005","Detroit",86,"Indiana",67,8.5,5.66,6.62,5.72,7.52,8.0,4.93,7.2,4.12,4.48
"05/17/2005","San Antonio",103,"Seattle",90,11.0,6.37,6.31,4.89,8.41,10.0,6.48,9.9,5.21,3.34
"05/18/2005","Phoenix",114,"Dallas",108,7.0,5.16,5.44,5.07,5.85,6.5,4.26,6.2,3.64,5.94
"05/19/2005","Indiana",79,"Detroit",88,-5.5,0.16,-0.57,0.49,-1.62,-5.5,-2.14,2.2,0.11,1.91
"05/19/2005","Seattle",96,"San Antonio",98,-6.0,-0.38,-0.14,1.27,-2.27,-6.0,-3.29,-0.1,-0.91,3.05
"05/20/2005","Dallas",126,"Phoenix",130,3.5,0.97,0.82,1.12,0.50,4.0,-0.81,3.8,0.75,0.45
"05/22/2005","Phoenix",114,"San Antonio",121,3.5,4.04,3.78,4.56,2.45,3.0,2.96,5.7,2.40,6.18
"05/23/2005","Miami",81,"Detroit",90,4.0,5.39,5.48,5.80,5.16,4.0,3.21,6.1,3.90,8.17
"05/24/2005","Phoenix",108,"San Antonio",111,4.0,3.52,3.17,3.72,2.17,3.5,2.47,4.5,2.08,6.18
"05/25/2005","Miami",92,"Detroit",86,5.0,4.72,4.78,4.90,4.65,5.0,2.60,4.5,3.48,8.17
".",,".",,".",".",".",".",".",".",".",".",".",".","."
"05/28/2005","San Antonio",102,"Phoenix",92,4.5,3.00,3.70,3.34,4.41,5.0,1.23,6.3,2.49,0.21
"05/29/2005","Detroit",104,"Miami",113,4.5,1.29,1.20,1.08,1.32,4.5,0.77,5.5,0.83,-1.78
"05/30/2005","San Antonio",106,"Phoenix",111,6.0,3.31,4.05,3.73,4.67,5.5,2.09,6.5,2.65,0.21
"05/31/2005","Detroit",106,"Miami",96,5.0,0.81,0.85,0.53,1.17,5.0,0.30,4.1,0.54,-1.78
".",,".",,".",".",".",".",".",".",".",".",".",".","."
"06/01/2005","Phoenix",95,"San Antonio",101,2.5,3.33,2.81,3.26,1.97,-3.0,1.94,4.7,1.95,6.18
".",,".",,".",".",".",".",".",".",".",".",".",".","."
"06/02/2005","Miami",88,"Detroit",76,4.0,5.07,5.12,5.28,4.95,4.5,2.73,5.7,3.57,8.17
".",,".",,".",".",".",".",".",".",".",".",".",".","."
"06/04/2005","Detroit",91,"Miami",66,6.5,0.85,0.96,0.74,1.17,6.5,0.32,3.9,0.77,-1.78
"06/06/2005","Miami",82,"Detroit",88,2.0,4.80,4.97,5.16,4.78,2.0,2.33,5.1,3.23,8.17
"06/09/2005","San Antonio",84,"Detroit",69,6.0,6.54,6.55,5.96,7.50,6.5,2.84,6.4,4.41,12.11
"06/12/2005","San Antonio",97,"Detroit",76,5.0,6.90,6.91,6.27,7.93,6.5,3.65,6.8,4.62,12.11
"06/14/2005","Detroit",96,"San Antonio",79,4.5,-1.07,-0.82,-0.14,-1.89,3.5,-0.56,2.4,-0.49,-5.72
"06/16/2005","Detroit",102,"San Antonio",71,3.5,-0.46,-0.35,0.38,-1.50,3.0,0.99,3.2,-0.10,-5.72
"06/19/2005","Detroit",95,"San Antonio",96,4.0,0.32,0.25,0.89,-0.72,-3.0,2.54,4.6,0.31,-5.72
"06/21/2005","San Antonio",86,"Detroit",95,5.5,6.35,6.64,6.09,7.52,5.5,2.26,6.0,4.15,12.11
"06/23/2005","San Antonio",81,"Detroit",74,4.0,5.37,".",".",".",4.5,0.96,4.6,3.79,12.11

