date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linesaggm,linenutshell,linefox,linedok,linetalis,linegrind,linepugh,linedonc,linegt,linedoi
01/18/2015,Toronto,93,New Orleans,95,11,4.97,4.81,4.45,5.22,7,5.62,5.9,4.83,7.4,4,3.97,3.76,0.3,8.37,6,,4.93
01/19/2015,Atlanta,93,Detroit,82,8,10.77,10.51,12.12,9.56,7.5,10.58,13.3,10.08,20,12,7.48,7.75,7.4,11.09,8.9,,10.06
01/19/2015,Charlotte,105,Minnesota,80,5.5,7.68,6.9,7.16,7.28,6,7.24,10.4,6.34,11.3,9,6.52,4,6.34,8.39,7.5,,9.11
01/19/2015,Cleveland,108,Chicago,94,3.5,-0.41,-0.73,-1.74,-0.39,3,-1.81,3.6,-0.07,-12.6,0.01,-0.76,0.69,7.6,1.07,0.7,,-1.26
01/19/2015,Golden State,122,Denver,79,14,13.17,12.76,11.61,12.93,14,11.65,15.1,14.01,18.7,15,10.64,11.67,11.23,15.07,10.1,,13.85
01/19/2015,Houston,110,Indiana,98,10,8.39,8.09,9.01,7.23,9.5,8.71,9.6,8.08,7.5,8,7.78,7.62,11.23,9.08,7.9,,7.6
01/19/2015,LA Clippers,102,Boston,93,12,10.27,9.26,8.94,9.97,11.5,8.35,12.4,9.11,8.7,10,10.79,10.07,13.94,12.07,9.4,,10.76
01/19/2015,Memphis,95,Dallas,103,3.5,1.14,1.23,2.46,0.48,2.5,2.77,3.2,0.78,-0.9,1,-0.41,-0.5,0.05,2.73,2.1,,1.01
01/19/2015,Milwaukee,89,Toronto,92,0,-1.71,-1.82,-2.15,-1.61,-2.5,0.9,4.1,-1.72,-11.2,4,-4.55,-1.8,-0.31,-0.73,-3,,-4.04
01/19/2015,New York,99,New Orleans,92,-8,-7.55,-8.63,-10.01,-8.06,-7,-5.54,-3.9,-8.14,-15.7,-10,-6.98,-4.99,-5.4,-5,-5.3,,-7.99
01/19/2015,Phoenix,115,LA Lakers,100,10.5,9.22,7.41,6.63,7.67,10.5,8.31,11,8,10.1,10,12.73,9.9,8.79,9.47,8.5,,10.54
01/19/2015,Portland,98,Sacramento,94,10.5,10.58,8.97,8.98,8.74,11,8.96,13.6,9.19,24.2,13,7.79,8.33,7.26,10.37,8.6,,10.19
01/19/2015,Washington,111,Philadelphia,76,14,14.31,13.17,12.93,13.96,14.5,12.54,14.6,14.12,26.8,12,14.41,12.95,11.2,15.05,11.9,,14.77
01/20/2015,Denver,99,San Antonio,109,-8,-3.4,-4.03,-3.49,-4.17,-6,-1.32,-1.1,-4.51,2.4,-5,-7.43,-5.03,-5.42,-1.68,-3.4,,-3.42
01/20/2015,Miami,86,Oklahoma City,94,-8,-2.13,-2.49,-0.72,-3.72,-6.5,1.49,0.8,-3.37,-3.7,-3,-5.67,-1.05,-1.63,-1.83,-2.2,,-2.69
01/21/2015,Atlanta,110,Indiana,91,11,11.36,10.96,12.83,9.86,11,11.36,14.1,10.46,14.7,15,8.98,7.47,12.2,11.47,8.7,,10.92
01/21/2015,Charlotte,78,Miami,76,6.5,2.93,1.76,0.16,3.23,5.5,3.45,6.1,2.14,1.8,5,3.33,0.98,2.67,4.49,1.7,,4.17
01/21/2015,Cleveland,106,Utah,92,10,5.72,4.72,5.22,4.48,10,4.75,7.5,4.45,8,2,6.52,4.65,10.46,5.43,6.8,,5.07
01/21/2015,Detroit,128,Orlando,118,8,5.77,4.17,2.23,5.46,9,5.88,8.8,5.01,2,12,5.02,4.78,7.91,6.99,3.7,,6.79
01/21/2015,Golden State,126,Houston,113,8,8.15,7.3,6.07,8.7,7.5,6.96,11.3,7.27,10.1,12,5.74,7.84,5.81,10.05,6.8,,8.16
01/21/2015,Memphis,92,Toronto,86,6,1.98,1.59,2.68,1.34,4.5,3.58,5.3,0.82,-4.4,2,1.38,1.91,2.81,2.69,2.5,,3.46
01/21/2015,Minnesota,75,Dallas,98,-9,-9.83,-12.14,-12.78,-12.27,-8,-7.32,-6.8,-11.41,-15.2,-9,-13.26,-7.83,-3.77,-8.73,-8.3,,-8.81
01/21/2015,New Orleans,96,LA Lakers,80,7,7.68,6.97,6.13,7.07,8.5,7.14,9.6,7.78,11.8,6,7.77,7.62,6.42,7.42,7.1,,8.64
01/21/2015,Philadelphia,91,New York,98,-2,0.82,-0.22,2.04,-1.71,0,2.13,4,-2.32,1.3,4,-2.31,-2.42,2.92,1.35,-0.7,,3.47
01/21/2015,Phoenix,118,Portland,113,7.5,-0.28,-1.98,-3.06,-1.57,6.5,0.13,3.5,-1.23,-5.6,3,1.15,1.12,1.87,-0.52,-1.1,,0.37
01/21/2015,Sacramento,100,Brooklyn,103,5.5,2.71,2.78,1.61,3.65,4.5,3.23,3.8,3.14,-3.2,2,0.93,2.76,5.48,5.13,2.7,,3.91
01/21/2015,Washington,103,Oklahoma City,105,0,2.65,2.22,3.86,1.15,-1,4.69,4.1,1.61,7.5,0.01,0.58,1.33,1.16,2.71,2.6,,3.63
01/22/2015,Chicago,104,San Antonio,81,-6,1.51,-0.59,0.31,-0.57,-3.5,3.06,2.4,-1.54,23,-2,-2.97,-2.7,-0.82,1.76,1,,0.78
01/22/2015,LA Clippers,123,Brooklyn,84,12.5,10.28,9.8,8.24,10.72,12,8.79,11.7,10.7,6,10,10.74,9.96,13.68,12.85,9.1,,11.69
01/22/2015,Milwaukee,99,Utah,101,8.5,4.99,5.22,4.92,5.43,6,6.8,7,5.37,3.6,6,3.29,2.59,4.83,6.1,4.4,,4.35
01/22/2015,Portland,89,Boston,90,7.5,10.48,9.63,10.44,9.52,7.5,8.72,12.2,8.98,20.7,10,6.14,9.12,8.04,11.35,9.3,,12.63
01/23/2015,Atlanta,103,Oklahoma City,93,4,6.44,6.93,8.36,6.06,3.5,8.62,8.8,6.56,9.5,8,2.29,3.94,3.46,7.92,5.7,,4.05
01/23/2015,Cleveland,129,Charlotte,90,9.5,5.4,4.62,4.38,4.67,8.5,2.84,6.6,4.83,6.6,1,5.27,5.19,11.31,5.72,6.4,,6.24
01/23/2015,Dallas,98,Chicago,102,6.5,4.64,4.43,2.82,5.31,7.5,4.12,8.4,5.26,-6.3,8,7.34,5.64,5.85,5.81,3.3,,5.01
01/23/2015,Denver,99,Boston,100,7.5,3.41,2.2,3.12,2.01,7.5,2.35,5.3,1.47,3.4,2,2.44,3.71,7.98,4.48,4.1,,3.23
01/23/2015,Golden State,126,Sacramento,101,15.5,15.16,14.46,14.22,14.32,15,12.91,19,14.99,22.6,20,12.82,13.54,11.33,15.19,10.6,,16.22
01/23/2015,Miami,89,Indiana,87,3,2.7,1.4,2.9,0.38,4,4.24,5.3,0.76,1.5,4,0.02,2.93,9.35,1.72,1.8,,1.45
01/23/2015,Minnesota,84,New Orleans,92,-6.5,-6.76,-8.79,-9.11,-8.26,-6,-3.81,-3.1,-9.03,-14.3,-5,-9.08,-4.51,-5.47,-3.77,-5.5,,-4.87
01/23/2015,New York,113,Orlando,106,-2,-0.71,-1.49,-3.48,-0.62,-1,0.48,2.9,-0.45,-5.1,0.01,-1.26,2.48,-1.84,-0.15,-1.6,,0.24
01/23/2015,Philadelphia,86,Toronto,91,-13,-11.81,-13.03,-11.77,-14.19,-11,-8.36,-5.4,-14.29,-21.8,-11,-14.56,-10.64,-7.51,-12.02,-9.2,,-11.59
01/23/2015,Phoenix,111,Houston,113,2.5,1.03,-0.7,-1.73,0.21,3.5,1.1,4.3,-0.54,3.1,3,-0.55,1.51,1.97,1.31,0.5,,0.89
01/23/2015,San Antonio,99,LA Lakers,85,13.5,10.2,9.98,9.13,10.09,15,9.56,12.7,10.83,2,10,10.27,13.6,9.26,11.54,9.3,,14.53
01/24/2015,Charlotte,76,New York,71,9,8.13,6.66,7.3,6.99,8.5,8.93,10.1,5.86,12.7,11,6.03,4.56,8.86,9.62,7,,8.18
01/24/2015,Memphis,101,Philadelphia,83,17.5,16.46,16.59,15.98,17.5,16,14.98,15.7,17.44,20.4,16,17.76,14.4,13.29,18.08,13.4,,18.94
01/24/2015,Milwaukee,101,Detroit,86,-3,3.37,4.05,3.95,4.64,1,5.04,5.4,3.6,4.8,2,1.02,2.85,-0.98,5.5,3.4,,1.9
01/24/2015,Portland,103,Washington,96,-3,4.32,4.26,2.69,5.43,-3,4.48,6,4.69,6.5,3,2.3,4.33,0.92,8.03,5,,2.9
01/24/2015,Utah,108,Brooklyn,73,4,3.31,2.34,0.75,3.37,4.5,2.35,7,3.03,0.7,8,1.15,3.53,5.4,4.35,1.7,,2.72
01/25/2015,Atlanta,112,Minnesota,100,17.5,17.46,18.08,19.41,17.57,16.5,15.94,19.7,17.63,25,21,15.32,12.93,15.39,18.39,12.7,,15.33
01/25/2015,Chicago,84,Miami,96,7.5,8.34,7.12,6.41,8.14,7.5,7.47,9.3,7.09,20.6,6,6.58,6,7.19,9.53,7.3,,7.98
01/25/2015,Cleveland,108,Oklahoma City,98,3.5,1.1,1.11,1.29,1.13,2.5,2.27,3.1,0.88,-4.7,0.01,-0.94,1.81,5.21,2.68,2,,-0.39
01/25/2015,Denver,115,Washington,117,-3,-1.66,-2.53,-3.78,-1.57,-1,-1.34,0.2,-2.22,-9,-3,-1.98,-0.1,5.07,0.23,-1.9,,-1.37
01/25/2015,Golden State,114,Boston,111,18,15.01,14.75,14.71,15.25,15.5,13.04,16.9,14.44,15.6,18,15.25,14.35,14.34,16.66,11.8,,14.98
01/25/2015,LA Lakers,87,Houston,99,-9,-5.55,-7.83,-8.64,-6.37,-6.5,-5.77,-2.4,-8.49,0.7,-5,-9.23,-6.26,-3.25,-5.45,-5.4,,-4.26
01/25/2015,New Orleans,109,Dallas,106,-3,-1.03,-1.97,-2.46,-2.23,-2.5,-1.18,1.2,-1.2,2.4,-2,-4.21,-2.17,3.83,-1.73,-2.2,,-0.54
01/25/2015,Orlando,99,Indiana,106,-2,-0.48,-0.88,0.04,-1.5,-2,0.23,2.1,-1.17,0.8,-4,-2.41,-2.09,1.77,-0.21,-0.3,,0.9
01/25/2015,Phoenix,100,LA Clippers,120,-2.5,-0.76,-1.98,-1.68,-2.29,0,0.17,2.5,-2.2,2.2,1,-3,-0.55,-2.57,-1.66,-1.3,,0.77
01/25/2015,San Antonio,101,Milwaukee,95,11.5,6.17,4.74,4.54,4.7,11,4.07,8.8,5.02,-1,4,10.21,8.98,11.54,6.21,7,,7.56
01/25/2015,Toronto,114,Detroit,110,8,7.86,7.82,8.12,8.17,5.5,7.34,7.7,7.2,13.8,5,7.84,6.59,5.87,9.29,8.1,,7.14
01/26/2015,Brooklyn,,Portland,-8,-8,-6.12,-7.14,-7.12,-7.41,-5.5,-4.24,-2.4,-6.98,-10.9,-7,-7.3,-4.86,-4.2,-6.32,-4.1,,-5.69
01/26/2015,LA Clippers,102,Denver,98,14,10.6,9.47,7.97,10.88,11.5,9.9,13.3,9.89,10.6,14,10.34,8.33,12.13,12.12,8.9,,10.53
01/26/2015,Memphis,103,Orlando,94,12,11.58,11.68,12,11.63,11.5,12.25,12.3,11.59,8.6,13,13.69,10.29,9.47,13.37,9.8,,12.47
01/26/2015,New Orleans,99,Philadelphia,74,15,14.08,13.68,11.53,14.97,13.5,11.94,14.8,15.86,24.5,15,11.28,13.12,11.43,14.49,10.7,,13.79
01/26/2015,New York,,Sacramento,-4.5,-4.5,-2.3,-3.65,-4.62,-4.03,-3,-2.07,3.4,-2.47,-0.5,-2,-5.15,-0.78,-3.18,-2.78,-2.2,,-2.21
01/26/2015,Oklahoma City,92,Minnesota,84,15.5,13.22,11.97,11.5,12.82,16.5,9.58,15.5,11.79,20.4,14,14.37,10.35,14.92,13.82,10.5,,13.49
01/26/2015,Utah,90,Boston,99,7.5,3.5,1.64,1.55,2.36,7,1.73,6.2,1.08,4.4,6,3.47,2.82,8.93,3.82,2.3,,2.76
01/27/2015,Dallas,90,Memphis,109,6,4.26,1.93,-0.41,3.52,5,3.03,7.8,2.72,6.7,7,5.64,5.07,6.79,4.34,2.5,,3.07
01/27/2015,Detroit,95,Cleveland,103,-8,-1.1,-2.21,-3.61,-1.4,-5,0.59,2.2,-1.58,5.5,0.01,-3.51,-1.73,-7.12,0.09,-2,,-0.57
01/27/2015,Golden State,111,Chicago,113,11,8.78,9.83,8.21,10.54,9,8.45,12.6,10.87,-5,14,8.33,9.37,6.61,11.94,8,,9.13
01/27/2015,Indiana,91,Toronto,104,-3.5,-3.53,-4.6,-6.01,-3.99,-2,-2.26,2.1,-3.78,-7.6,-1,-5.62,-2.15,-3.62,-3.19,-3.3,,-4.38
01/27/2015,LA Lakers,92,Washington,98,-8,-4.49,-5.67,-7.02,-4.28,-7,-4.31,-1.5,-5.73,-3.4,-5,-8.11,-4.23,-3.11,-3.1,-3.9,,-3.46
01/27/2015,Miami,102,Milwaukee,109,2,0.82,-1.27,0.05,-2.26,5,1.28,4.4,-1.82,1.6,3,-0.74,1.92,5.63,-1.14,1,,-0.14
01/28/2015,Atlanta,113,Brooklyn,102,13,13.22,12.78,12.72,12.7,14,12.45,17.5,13.36,13.7,20,10.28,10,11.68,14.66,9.5,,13.68
01/28/2015,Cleveland,99,Portland,94,6,-0.12,-1.81,-2.47,-1.59,6.5,-0.77,4.3,-1.35,-12.5,5,1.96,0.18,5.8,-0.28,0.1,,1.79
01/28/2015,Houston,99,Dallas,94,4,2.09,1.73,2.19,0.85,3.5,3.03,4.7,2.12,-2.1,4,0.46,0.38,6.51,2.26,2,,1.14
01/28/2015,Minnesota,110,Boston,98,-4.5,-3.14,-5.28,-5.76,-5.27,-4,-2.59,-0.6,-5,-3.8,-3,-3.89,-1.55,-0.63,-2.74,-2.8,,-1.02
01/28/2015,New Orleans,85,Denver,93,6,6.36,5.21,4.29,5.42,6.5,5.81,8.9,6.02,15.4,7,4.09,3.78,6.66,4.87,5.2,,6.45
01/28/2015,New York,100,Oklahoma City,92,-10,-7.98,-7.62,-8.48,-7.83,-8.5,-4.6,-4.7,-6.76,-15.1,-11,-10.91,-5.03,-8.89,-6.72,-4.9,,-9.19
01/28/2015,Philadelphia,89,Detroit,69,-7.5,-5.99,-6.64,-4.79,-8,-6,-4.03,-2.7,-8.51,-11.8,-9,-6.23,-5.94,0.53,-6.09,-4.2,,-6.4
01/28/2015,Phoenix,106,Washington,98,6.5,2.17,0.82,-0.99,1.96,5.5,2.12,3.7,1.52,-2.2,2,2.21,3.49,6.47,3.94,2.6,,2.67
01/28/2015,San Antonio,95,Charlotte,86,13,8.59,7.87,6.81,8.52,12,6.27,10.1,8.38,5.2,7,11.43,10.29,10.34,9.84,8.4,,9.81
01/28/2015,Toronto,119,Sacramento,102,6,9.59,7.91,7.87,7.95,7,7.85,13.3,7.94,23.2,11,7.83,6.74,4.85,9.26,7.9,,10.65
01/28/2015,Utah,89,LA Clippers,94,-7,-5.43,-6.57,-7.01,-6.54,-7,-4.79,-2,-6.38,-2.9,-3,-10.18,-5.23,-5.65,-5.46,-4.6,,-5.76
01/29/2015,Indiana,103,New York,82,7.5,8.06,6.39,5.66,7.37,9,6.75,8.8,6.24,16.1,8,8.93,6.34,7.62,8.85,6.6,,9.19
01/29/2015,LA Lakers,123,Chicago,118,-9,-5.4,-6.07,-7.34,-5.17,-8.5,-5.38,-1.7,-5.7,-12.3,-4,-7.52,-5.11,-2.77,-4.16,-4.2,,-4.11
01/29/2015,Memphis,99,Denver,69,10,8.46,8.25,8.91,8.06,11,8.98,9.8,7.92,12.3,8,9.14,5.84,5.49,9,8.2,,8.51
01/29/2015,Orlando,100,Milwaukee,115,-4,-3.2,-4.63,-4.22,-4.89,-3,-3.63,-0.6,-4.85,2,-8,-4.62,-3.6,-0.74,-3.55,-1.3,,-2.12
01/30/2015,Atlanta,105,Portland,99,6.5,4.8,4.12,5.07,3.53,6,5.68,8.9,4.13,-0.2,9,3.7,3.59,6.15,4.97,3.3,,5.32
01/30/2015,Boston,87,Houston,93,-6,-4.37,-5.48,-7.32,-4.1,-5,-2.67,-0.2,-5.04,-4.6,-3,-8.03,-4.04,-5.6,-2.65,-3.8,,-4.7
01/30/2015,Brooklyn,122,Toronto,127,-7,-5.53,-6.41,-6.08,-6.73,-7,-3.34,-2.6,-6.52,-8.7,-7,-7.91,-4.57,-3.74,-5.29,-3.6,,-4.92
01/30/2015,Cleveland,101,Sacramento,90,7,8.19,6.18,6.26,5.78,6,6.14,13.4,6.54,9.9,12,7.33,6.41,12.16,6.63,6.8,,9.14
01/30/2015,Miami,72,Dallas,93,-8.5,-4.21,-5.17,-3.92,-6.06,-8,-1.51,-0.1,-5.82,-6.7,0.01,-8.46,-4.82,-3.65,-5.19,-3.8,,-3.79
01/30/2015,New Orleans,108,LA Clippers,103,-5.5,-1.82,-2.59,-2.96,-3.22,-6.5,-1.4,0.1,-1.65,7.8,-3,-5.39,-1.79,-2.57,-3.88,-2.1,,-2.77
01/30/2015,Philadelphia,103,Minnesota,94,-4.5,-0.15,-0.02,1.46,-0.81,-1.5,0.39,3.4,-1.82,0.4,-2,-2.41,-2.07,-0.12,0.39,1,,0.13
01/30/2015,Phoenix,99,Chicago,93,7,1.5,1.2,-0.09,1.66,5,1.69,4.1,2.08,-11.1,4,3.22,3.02,4.02,2.89,1.9,,2.43
01/30/2015,Utah,110,Golden State,100,-10,-8.84,-10.84,-11.62,-10.18,-8.5,-8.09,-5.3,-10.8,-8.2,-7,-12.24,-9.08,-4.96,-9.47,-6.8,,-9.19
01/31/2015,Atlanta,91,Philadelphia,85,16,19.74,18.87,18.68,19.63,17,17.8,19.9,19.95,27.6,21,20.4,17.24,,21.38,14,,20.18
01/31/2015,Denver,86,Charlotte,104,6,2.85,2.34,1.86,2.68,6.5,1.9,4.3,2.51,4.5,1,2.5,4.08,,4.45,2.9,,2.03
01/31/2015,Detroit,114,Houston,101,-4.5,-3.88,-6.17,-7.96,-4.67,-4.5,-3.78,-1.1,-5.95,0.8,-4,-4.24,-4.19,,-2.27,-3.3,,-3.66
01/31/2015,Golden State,106,Phoenix,87,10,9.6,9.34,8.18,10.17,10,8.8,11.6,9.97,9.1,11,8.08,9.02,,12.41,8.2,,8.94
01/31/2015,Indiana,94,Sacramento,99,5.5,4.12,2.05,1.17,2.45,6.5,3.34,9.1,2.57,12.6,6,3.67,3.1,,2.69,2.2,,2.63
01/31/2015,Memphis,85,Oklahoma City,74,5.5,4.86,5.98,7.07,5.41,7,7.97,5.9,5.45,1.4,6,2.76,3.2,,5.18,4.7,,2.15
01/31/2015,Milwaukee,95,Portland,88,-1.5,-1.53,-2.01,-3.01,-1.35,-1.5,0.37,2.8,-1.6,-11,4,-1.39,-1.79,,-0.87,-2.6,,-1.44
01/31/2015,Minnesota,90,Cleveland,106,-10.5,-7.47,-8.89,-10.13,-8.36,-9,-4.49,-3.9,-8.25,-6.7,-8,-11.58,-5.82,,-6.39,-5.6,,-9.04
01/31/2015,Orlando,93,Dallas,108,-7,-7.94,-8.63,-8.08,-9.06,-8.5,-6.8,-5.1,-8.95,-6.3,-12,-8.85,-8.64,,-7.6,-4.9,,-8.34
01/31/2015,San Antonio,85,LA Clippers,105,4.5,0.37,0.11,0.36,-0.41,4.5,0.75,3.3,0.2,-3.9,0.01,1,1.27,,0.01,1.3,,0.78
01/31/2015,Washington,116,Toronto,120,5,0.89,-0.36,0.22,-0.86,4,1.55,4.6,-0.44,-1.5,2,2.8,0.25,,0.75,1.1,,1.42
02/01/2015,Boston,75,Miami,83,3.5,2.47,2.07,-0.42,3.43,3,2.62,5.1,3.43,1.4,3,0.66,2.41,0.91,4.69,2.2,,3.13
02/01/2015,New York,92,LA Lakers,80,3,0.37,-1.05,-2.39,-1.12,3,0.36,2.9,0.36,8.1,-1,-2.41,0.81,0.41,0.38,0.2,,-0.37
02/02/2015,Brooklyn,102,LA Clippers,100,-9,-7.71,-7.89,-7.03,-9.04,-9,-5.34,-6.4,-7.89,-3.2,-11,-12.85,-7.63,-8.02,-8.38,-5.3,,-7.96
02/02/2015,Cleveland,97,Philadelphia,84,16.5,14.73,13.58,11.86,14.8,16,12.02,15.3,15.1,14.4,17,16.76,14.44,17,15.99,12,,15.97
02/02/2015,Dallas,100,Minnesota,94,11.5,13.92,15.19,14.83,16.26,13,13.57,16.6,14.75,4.6,16,14.79,13.39,10.09,16.19,12.6,,15.98
02/02/2015,New Orleans,115,Atlanta,100,-3.5,-3.63,-3.9,-6.49,-2.78,-4,-2.78,-0.9,-2.8,-15,-3,-5.25,-0.94,0.33,-2.8,-2.8,,-1.65
02/02/2015,Oklahoma City,104,Orlando,97,13,10.5,8.66,7.22,9.33,13.5,8.44,13.3,9.6,12.7,15,11.15,9.55,11.09,10.82,9,,11.07
02/02/2015,Phoenix,101,Memphis,102,-2.5,-0.59,-2.09,-3.18,-1.23,-1,-0.88,2.3,-1.9,-0.3,-2,-2.19,1.33,2,0.02,-0.2,,0.11
02/02/2015,Toronto,75,Milwaukee,82,5,5.32,4.79,5.06,4.83,7,4.53,6.9,4.45,4,3,5.96,4.6,6.93,6.55,6.5,,6.39
02/02/2015,Washington,88,Charlotte,92,7.5,5.79,5.86,6.14,5.77,7,5.33,7.4,5.73,-0.6,5,8.25,6.31,4.52,6.89,6.8,,7.63
02/03/2015,Detroit,108,Miami,91,2.5,2.4,1.49,-0.72,2.99,5,1.87,3.6,2.46,1.1,2,2.5,2.42,2.71,4.8,2.9,,3.42
02/03/2015,New York,97,Boston,108,-1,-1.75,-2.89,-2.87,-3.08,1,-2.05,0.6,-2.75,1.5,-2,-4.11,-2.45,0.33,-2.25,-1.4,,-1.08
02/03/2015,Philadelphia,105,Denver,98,-8.5,-3.84,-5.47,-4.91,-6.06,-6.5,-2.56,-0.3,-6.29,4.9,0.01,-9.32,-6.35,-5.07,-4.62,-4.1,,-3.65
02/03/2015,Portland,103,Utah,102,8,7.35,8.05,8.43,8.08,8,8.42,8.1,7.7,1.6,4,8.15,6.47,7.43,9.38,8.3,,8.83
02/03/2015,Sacramento,96,Golden State,121,-9.5,-9.4,-10.8,-10.76,-10.2,-8,-7.92,-9.1,-11.67,-7.1,-11,-12.82,-9.91,-5.67,-9.02,-6.2,,-9.47
02/04/2015,Atlanta,105,Washington,96,6,7.78,6.99,7.22,6.83,6.5,7.36,8.6,7.37,19.5,7,3.84,5.56,7.23,8.72,6.3,,6.44
02/04/2015,Boston,104,Denver,100,3,3.06,2.18,0.49,2.8,1,4.21,5.5,3.32,5.3,8,0.24,1.99,1.22,3.51,1.5,,2.63
02/04/2015,Golden State,128,Dallas,114,8.5,7.26,7.13,6.49,7.27,8,7.43,7.9,7.88,5.3,10,4.8,6.64,5.84,8.97,6.2,,9.83
02/04/2015,Houston,101,Chicago,90,3.5,4.32,4.19,3.48,3.75,3,3.73,5,5.46,3.2,6,2.96,4.38,2.63,5.01,3.8,,6.89
02/04/2015,Indiana,114,Detroit,109,4,1.78,1.38,0.63,2.03,4,2,2.9,1.49,-1.1,1,2.99,2.24,1.72,3.21,2,,2.38
02/04/2015,Milwaukee,113,LA Lakers,105,9.5,8.84,8.47,7.56,8.83,8,9.75,10.1,9.13,11.8,13,7.39,7.26,2.78,9.53,7.2,,10.95
02/04/2015,Minnesota,102,Miami,101,2,-1.88,-4.32,-6.53,-3.1,-1.5,-2.01,-1,-3.16,1.6,-2,-2.28,-2.3,0.95,-1.32,-3.2,,2.4
02/04/2015,New Orleans,91,Oklahoma City,102,4,1.66,2.51,2.37,2.43,2,4.56,3.2,2.79,-3.9,5,-3.25,2.48,1.08,2.58,1.2,,0.22
02/04/2015,San Antonio,110,Orlando,103,14,11.74,11.06,10.31,11.37,12.5,10.85,12.1,11.57,13.6,12,10.4,12.82,10.51,13.18,9.9,,14.67
02/04/2015,Toronto,93,Brooklyn,109,7,9.68,9.47,8.4,10.34,8.5,8.56,11.1,9.83,10.3,11,9.18,8.75,7,12.33,9,,10.26
02/04/2015,Utah,90,Memphis,100,-7,-4.25,-5.79,-8.12,-4.19,-7,-4.3,-0.6,-5.1,-2,-1,-10.34,-2.14,-2,-3.19,-4.4,,-6.33
02/05/2015,Charlotte,94,Washington,87,-1,0.03,-1.78,-2.64,-1.29,-1.5,0.92,2.8,-1.39,6.6,3,-3.22,-2.29,2.65,-0.15,-2.1,,-0.63
02/05/2015,Cleveland,105,LA Clippers,94,5,0.66,-1.63,-1.03,-2.64,4,-0.65,0.7,-1.49,11.9,2,0.36,-1.56,4.13,-1.63,-0.8,,1.63
02/05/2015,Portland,108,Phoenix,87,4.5,3.85,4.11,3.97,4.77,4.5,4.72,6.2,3.66,-0.1,5,1.69,3.23,4.55,6.17,3.3,,2.67
02/05/2015,Sacramento,78,Dallas,101,-3,-4.59,-5.59,-5.66,-5.43,-3.5,-3.88,-5.9,-5.78,-4.8,-6,-5.62,-5.26,0.48,-3.43,-4,,-3.34
02/06/2015,Atlanta,124,Golden State,116,-2,-0.03,-1.62,0.45,-2.56,1,0.19,1.4,-2.58,15,-3,-5.07,-2.86,1.13,-0.27,0.1,,-0.67
02/06/2015,Boston,107,Philadelphia,96,7.5,8.64,8.68,6.12,10.37,7.5,8.99,9.3,10.62,3.4,9,8.87,10.13,6.14,11.51,8.1,,9.68
02/06/2015,Brooklyn,92,New York,88,6.5,6.06,6.12,6.96,6.02,7,7.57,6.8,5.38,0.4,8,4.83,4.62,8.09,6.73,5.9,,7.45
02/06/2015,Detroit,98,Denver,88,6.5,3.8,2.31,0.96,2.98,5.5,4.16,6,3.09,5,9,2.17,2.68,4.87,3.61,2.4,,4.01
02/06/2015,Houston,117,Milwaukee,111,5,5.36,4.97,5.4,4.1,7,4.73,5.4,5.5,5.3,2,6.19,5.43,7.79,5.63,6.4,,6.23
02/06/2015,Indiana,103,Cleveland,99,-6,-3.83,-3.37,-4.72,-2.14,-5.5,-1.2,-1.2,-3.22,-12.4,-6,-3.95,-1.46,-6.8,-1.17,-2.8,,-3.24
02/06/2015,Minnesota,90,Memphis,89,-8.5,-9.35,-12.57,-14.35,-11.6,-7.5,-8.73,-6.7,-11.86,-1.9,-10,-12.98,-8.27,-4.18,-10.01,-8.1,,-9.7
02/06/2015,Oklahoma City,113,New Orleans,116,6,3.52,1.46,1.03,2.15,4.5,1.87,6.4,1.26,9.9,3,3.66,1.28,5.24,4.16,3.5,,4.38
02/06/2015,Orlando,103,LA Lakers,97,4.5,1.94,1.24,1,1.17,3.5,2.04,2.8,1.6,4.9,0.01,2.29,0.88,2.83,1.93,2.1,,2.42
02/06/2015,Phoenix,100,Utah,93,5,5.3,5.44,5.96,4.81,6.5,5.94,5.5,5.59,4.7,2,5.06,4.94,4.22,6.58,7.5,,5.99
02/06/2015,San Antonio,98,Miami,85,12.5,8.24,8.14,6.8,8.98,11,6.73,7.9,8.87,7.3,5,11.08,9,7.79,10.42,8.6,,8.81
02/06/2015,Toronto,123,LA Clippers,107,1,0.09,0.16,0.79,-0.54,2,0.86,-0.3,-0.04,4.1,-2,-1.7,-1.19,0.2,0.58,0.4,,-0.12
02/07/2015,Dallas,111,Portland,101,3.5,3.46,2.05,1.14,2.73,3,3.13,5.6,2.44,6.1,5,3.14,3.52,,3.36,3,,3.8
02/07/2015,Milwaukee,96,Boston,93,7,6.15,5.56,5.8,6.11,6,5.99,7.8,4.85,5.2,9,5.55,4.34,,6.89,5.6,,7.22
02/07/2015,New Orleans,72,Chicago,107,-1.5,1.42,1.69,0.42,1.74,0,1.76,3.3,3.02,-3.2,5,-2.73,3.47,,1.81,0.9,,1.33
02/07/2015,New York,92,Golden State,106,-14.5,-13.3,-15.47,-15.77,-15.79,-12.5,-12.63,-10.8,-15.39,-2.6,-16,-17.47,-13.73,,-14.65,-9.2,,-13.42
