date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linesaggm,linenutshell,linefox,linedok,linetalis,linegrind,linepugh,linedonc,linegt,linedoi
12/08/2014,Sacramento,101,Utah,92,5.5,8.54,7.16,7.26,7.23,5,7.65,8.6,7.02,30.29,9,5.38,6.05,-2.99,9.88,8.5,,8.53
12/08/2014,Toronto,112,Denver,107,9.5,7.12,8.41,6.82,9.26,9,8.55,9.8,9.56,-13.85,8,9.54,8.76,7.75,12.68,7.6,,6.77
12/08/2014,Washington,133,Boston,132,9,8.26,4.64,5.13,5.3,8,5.42,10.6,3.5,24.57,9,8.54,7.87,7.75,8.03,7.3,,7.99
12/09/2014,Cleveland,105,Toronto,101,6,2.56,-1.18,-1.48,-0.15,5.5,-0.41,7.2,-1.97,15.71,4,3.4,0.52,8.68,0.01,-0.9,,2.42
12/09/2014,Detroit,86,Portland,98,-7.5,-10.6,-10.17,-12.85,-9.57,-7.5,-6.78,-6.2,-8.59,-32.86,-11,-9.7,-6.47,-2.98,-11.42,-9.3,,-10.57
12/09/2014,LA Lakers,98,Sacramento,95,3.5,-1.91,-5,-5.12,-4.35,2,-2.37,2.2,-5.6,3,-2,-0.75,-3.35,7.31,-3.96,-3.8,,-2.94
12/09/2014,Memphis,114,Dallas,105,3,3.47,1.78,3.2,1.97,4,3.67,4.2,0.28,13,4,1.98,1.26,0.67,5.43,4.4,,2.79
12/09/2014,New Orleans,104,New York,93,6.5,8.54,7.31,8.31,8.24,7.5,7.46,9.4,5.84,20.86,8,7.17,3.91,7.13,8.11,9,,8.86
12/09/2014,Oklahoma City,114,Milwaukee,101,10,3.62,0.12,-1.41,1.86,8.5,0.57,8.8,-0.04,2.86,4,5.65,8.44,12.32,3.25,1.1,,3.11
12/09/2014,Phoenix,97,Miami,103,4.5,5.98,5.72,3.14,6.4,5.5,3.45,6.8,8.2,7,12,4.79,3.48,3.55,8.71,5.2,,5.34
12/09/2014,Utah,100,San Antonio,96,-9,-10.48,-8.44,-9.21,-7.52,-7,-3.24,-8.1,-8.59,-38.43,-14,-9.34,-10.69,-3.01,-7.97,-7.4,,-10.78
12/10/2014,Atlanta,95,Philadelphia,79,13.5,14.87,13.7,12.74,14.51,13.5,11.03,15.3,14.05,22.57,18,12.75,12.89,,15.81,13.9,,16.01
12/10/2014,Charlotte,96,Boston,87,2.5,-1,-2.19,-1.41,-2.08,2,0.49,4.7,-3.15,-13.15,-1,1.62,4.24,,-1.38,0,,0.3
12/10/2014,Chicago,105,Brooklyn,80,11,6.78,5.81,5.21,6.78,11.5,7.58,10.9,5.49,-1.86,10,10.44,5.49,,8.02,7.1,,7.14
12/10/2014,Dallas,112,New Orleans,107,7.5,7.59,5.31,4.3,5.77,7,6.43,9.4,6.03,12.28,9,8.26,7.51,,10.12,6.3,,7.91
12/10/2014,Denver,102,Miami,82,6,3.43,2.96,0.8,3.76,4,1.07,4.5,4.72,5.42,6,3.01,-1.05,,5.85,3.9,,3.66
12/10/2014,Golden State,105,Houston,93,9.5,5.98,5.76,4,7.14,11,4.88,9.5,6.03,-7.86,9,9.88,5.2,,9.21,7.9,,7.04
12/10/2014,Indiana,96,LA Clippers,103,-6.5,-7.66,-5.65,-6.54,-5.56,-6,-2.76,-3.3,-4.87,-28.43,-9,-8.08,-5.88,,-6.05,-5.3,,-8.13
12/10/2014,Minnesota,90,Portland,82,-10,-10.35,-10.75,-10.52,-11.16,-10,-5.25,-6.1,-11.13,-28.14,-9,-8.75,-3.24,,-11.42,-9.4,,-9.65
12/10/2014,Orlando,89,Washington,91,-4.5,-4.26,-3.84,-3.83,-3.67,-5,-3.07,0.2,-4.18,-14.43,-3,-4.83,-3.65,,-4.69,-3.2,,-3.24
12/10/2014,San Antonio,109,New York,95,11,15.23,12.28,13.26,12.56,9.5,9.1,15.9,11.43,33.29,16,14.71,13.43,,17.15,13.7,,15.16
12/11/2014,Oklahoma City,103,Cleveland,94,4.5,-3.48,-3.67,-4.5,-3.36,2.5,-0.75,0.8,-3.19,-18.15,-3,-1.8,1.79,,-3.53,-2.6,,-3.3
12/11/2014,Sacramento,109,Houston,113,-1,-3.2,-0.67,-2.37,0.81,0,0.44,0.5,-0.61,-33.15,-2,1.17,-3.48,,1.65,-1.3,,-2.56
12/12/2014,Atlanta,87,Orlando,81,8,9.19,7.83,6.73,8.54,8.5,9.49,9.4,8.35,14.72,12,7.84,6.7,11.35,10.28,7.5,,7.98
12/12/2014,Boston,95,New York,101,7,7.6,6.21,6.43,6.32,7,7.1,5.7,6.22,31.29,6,2.7,1.26,5.55,9.13,6.5,,5.98
12/12/2014,Brooklyn,88,Philadelphia,70,7.5,8.69,7.76,7.23,8.1,8,6.27,10.8,8.14,14.71,7,7.75,12.76,2.38,10.26,9.9,,8.64
12/12/2014,Chicago,115,Portland,106,2.5,-0.89,-0.99,-1.71,-0.16,1,2.54,6.2,-1.05,-18.29,3,1.09,1.27,2.11,-2.37,-2.1,,-2.03
12/12/2014,Memphis,113,Charlotte,107,10,11.01,11.69,11.96,12.47,11,10.42,12.6,10.96,4.43,14,11.99,7.34,5.85,15.91,10.6,,13.86
12/12/2014,Minnesota,92,Oklahoma City,111,-8.5,-3.38,-3.32,-1.69,-4.13,-8.5,1.57,-3.5,-4.73,-2.42,-5,-7,-1.04,-7.55,-2.42,-2.4,,-3.69
12/12/2014,New Orleans,119,Cleveland,114,2.5,-2.28,-0.49,-0.78,-0.35,1,2.26,0.4,-0.4,-16.57,-3,-2.63,-0.47,-1.71,-3.9,-1.4,,-2.85
12/12/2014,Phoenix,103,Detroit,105,9.5,13.1,9.85,10.59,9.86,10,8.83,12.9,9.76,44.71,15,9.33,10.81,7.05,12.96,10.7,,11.07
12/12/2014,San Antonio,110,LA Lakers,112,13,13.85,11.28,9.91,11.95,12.5,8.78,16.7,12.19,26.43,17,12.4,18.45,7.58,15.52,12.7,,12.97
12/12/2014,Toronto,106,Indiana,94,9,11.21,9.86,9.1,10.55,10,9.39,10.7,10.17,27.14,11,7.2,8.52,9.97,13.85,8.8,,10.69
12/12/2014,Utah,95,Miami,100,3,-0.7,0.9,-1.59,1.94,1.5,-0.87,1.3,2.89,-12.72,1,0.7,-4.08,2.51,2.24,-1.7,,-2.39
12/12/2014,Washington,104,LA Clippers,96,-2.5,-0.88,-1.43,-0.85,-1.36,-2,1.76,1,-2.08,9.71,-4,-4.54,-2.24,-4.14,-0.51,-2.1,,-1.56
12/13/2014,Charlotte,87,Brooklyn,114,3.5,1.3,1.05,0.32,1.32,2.5,2.31,4.6,1.62,-10.86,4,4.63,1.22,4.77,0.66,0.4,,2.11
12/13/2014,Dallas,98,Golden State,105,-1,-1.48,-2.83,-3.62,-1.38,2,1.18,2.5,-3.57,-3.43,-1,-4.18,-0.7,1.95,-1.67,-2.9,,-1.01
12/13/2014,Houston,108,Denver,96,7.5,8,6.13,7.53,5.02,7,6.86,8.7,6.12,30.15,5,3.86,8.96,2.36,7.99,6.9,,6.47
12/13/2014,Indiana,85,Portland,95,-4.5,-6.92,-5.25,-6.31,-4.75,-4.5,-3.44,0.2,-4.64,-38,-3,-4.62,-3.56,-5.38,-5.85,-5.4,,-6.94
12/13/2014,Milwaukee,111,LA Clippers,106,-5.5,-5.92,-4.42,-4.47,-4.9,-5,-1.08,-3.8,-3.94,-13.86,-8,-6.99,-7.9,-6.11,-5.71,-5.5,,-6.21
12/13/2014,Orlando,100,Atlanta,99,-3,-3.95,-4.2,-4.33,-4.19,-3.5,-3.8,0.8,-4.1,-8.72,-6,-3.48,-1.89,-4.52,-3.54,-3.1,,-4.3
12/13/2014,Philadelphia,115,Memphis,120,-10,-10.78,-13.69,-14.78,-13.79,-11.5,-8.31,-8,-13.17,3.72,-13,-13.47,-11.69,-5.03,-13.35,-13.7,,-12.67
12/13/2014,Sacramento,90,Detroit,95,5.5,9.68,9.19,10.49,9.35,7,8.61,10.3,8.12,19.71,10,8.01,6.8,2.85,13.01,10.2,,8.93
12/14/2014,Denver,91,San Antonio,99,-4,-2.8,-3.23,-3.47,-3.06,-3.5,0.11,-2.1,-3.2,7.57,-2,-8.11,-6.93,-3.1,-2.83,-4.8,,-4.01
12/14/2014,Miami,75,Chicago,93,-4.5,-2.77,-3.12,-1.63,-3.7,-2.5,-1.17,0.2,-4.48,-8.15,-4,-5.15,0.92,-1.42,-3.32,-1.9,,-1.88
12/14/2014,Minnesota,94,LA Lakers,100,-3,1.15,-1.39,-1.25,-1.46,-3,2.92,1.3,-1.93,15.71,0.01,-2.47,6.68,-2.2,1.12,-0.7,,-0.25
12/14/2014,New Orleans,122,Golden State,128,-5.5,-6.17,-6.75,-7.52,-5.32,-5,-2.52,-2,-7.64,-23.57,-6,-4.01,-5.92,4.09,-7.32,-5.5,,-6.34
12/14/2014,New York,90,Toronto,95,-7,-8.66,-9.69,-10.55,-9.48,-5.5,-5.96,-1.7,-9.47,-22.57,-7,-8.92,-3.55,-4.9,-10.8,-7.5,,-9.09
12/14/2014,Oklahoma City,112,Phoenix,88,6.5,4.37,0.49,0.04,1.14,6.5,1.05,7.7,0.26,33.29,4,4.06,1.6,7.43,2.33,-2.6,,0.37
12/14/2014,Washington,93,Utah,84,10.5,10.58,8.58,9.46,8.15,10,9.1,12.6,8.18,26.57,12,8,8.65,7.05,10.3,8.8,,10.62
12/15/2014,Atlanta,93,Chicago,86,2.5,1.9,1.53,1.25,1.49,1,1.39,2,1.87,7.85,3,-1.23,-0.65,4.81,3.48,0.1,,-0.34
12/15/2014,Cleveland,97,Charlotte,88,10,9.33,9.67,8.15,11.57,11,6.39,14.1,9.63,-2.57,14,8.54,6.63,10.87,14.38,8.6,,10.6
12/15/2014,Indiana,110,LA Lakers,91,5,2.91,1.94,0.37,3.47,6,3.73,5.8,2.18,-5.72,4,4.79,6.52,2.41,5.35,4,,1.95
12/15/2014,LA Clippers,113,Detroit,91,12.5,15.26,11.84,12.52,12.47,13,10.45,17.2,10.83,38.72,18,13.21,13.56,12.32,15.4,12.1,,14.97
12/15/2014,Philadelphia,87,Boston,105,-5,-4.11,-6.08,-4.83,-6.22,-4.5,-2.09,0,-7.27,2,-3,-7.71,-4.91,-1.4,-5.3,-5.3,,-5.4
12/15/2014,Phoenix,94,Milwaukee,96,5.5,3.81,2.63,1.16,3.57,5,3.31,6.1,3.33,-2.15,4,3.23,8.84,5.06,6.54,5.9,,1.87
12/15/2014,Portland,108,San Antonio,95,8,1.53,1.37,1.57,1.84,6,4.84,1.6,0.68,-1.86,2,1.57,-2.06,5.11,3.09,0.9,,0.76
12/15/2014,Toronto,95,Orlando,82,7,9.87,9.87,8.28,11.49,9,10.37,11.2,10.16,4.43,11,8.76,10.75,6.87,15.42,9.3,,10.23
12/16/2014,Brooklyn,91,Miami,95,7.5,2.62,2.46,0.29,3.22,5.5,2.16,4.8,4.51,1.72,6,-0.65,1.02,5.07,4.21,0.2,,1.67
12/16/2014,Memphis,105,Golden State,98,2.5,-2.29,-2.29,-1.48,-1.5,2,1.95,1.1,-3.67,-11.42,-2,-5.34,-2.14,0.88,-0.53,-2.5,,-3.09
12/16/2014,New Orleans,119,Utah,111,9,7.79,7.15,6.51,7.26,8.5,7.17,10.8,7.81,11.57,9,6.99,6.73,6.52,6.68,7.5,,7.38
12/16/2014,New York,87,Dallas,107,-6.5,-7.85,-7.7,-9.24,-7.63,-6.5,-5.49,-2.7,-6.62,-21.42,-7,-9.89,-4.38,-5.87,-7.5,-6.5,,-8.01
12/16/2014,Sacramento,92,Oklahoma City,104,-7.5,-3.45,1.93,2.74,2.08,-7.5,4.07,-0.1,0.91,-38.86,-4,-4.42,-1.18,-8.97,4.42,-4.7,,-2.16
12/16/2014,Washington,109,Minnesota,95,12.5,11.58,11.85,11.16,12.37,13,9.36,15.2,12.59,10.57,14,12.51,6.47,10.47,13.52,10.2,,11.87
12/17/2014,Boston,109,Orlando,92,3.5,2.51,2.9,0.67,4.05,5,5.83,4.5,4.09,-12.29,3,2.35,3.38,3.98,5.79,3.4,,3.56
12/17/2014,Charlotte,106,Phoenix,111,-2.5,-0.46,-2.99,-2.18,-3.07,1,0.15,2.7,-3.81,19,-3,-5.09,-2.19,2.66,-3.82,-2.6,,-2.14
12/17/2014,Cleveland,98,Atlanta,127,5.5,2.7,1.57,0.72,3.04,6,0.66,8.3,1.12,-9.14,3,3.99,4.45,6.54,5.19,4.6,,3.77
12/17/2014,Denver,111,Houston,115,-2,-2.28,-3.09,-5.32,-1.37,0,-1.81,1,-2.81,-4.57,-1,-2.32,-3.46,-0.82,-1.16,-2.6,,-2.66
12/17/2014,Detroit,106,Dallas,117,-7,-9.19,-8.79,-9.68,-8.84,-6.5,-6.62,-6.4,-8.14,-28.57,-11,-9.17,-7.36,-2.06,-7.54,-7,,-7.45
12/17/2014,LA Clippers,102,Indiana,100,11,11.56,8.75,8.58,9.27,11.5,8.26,13,8.51,24.72,13,10.36,10.67,14.63,12.18,9.6,,10.32
12/17/2014,Miami,87,Utah,105,4,4.64,3.49,5.33,2.49,4.5,6.44,8.9,2.19,8.14,5,3.36,8.18,-0.57,3.53,5.7,,2.83
12/17/2014,Portland,104,Milwaukee,97,9.5,8.06,6.94,6.34,8.27,9.5,7.51,10.1,6.27,-1.29,10,9.82,10.29,9.13,10.75,9,,9.73
12/17/2014,San Antonio,116,Memphis,117,3,1.7,0.19,-2.1,1.21,1.5,-0.92,6.8,1.19,-13.43,2,4.74,7.33,8.93,2.72,2.4,,2.74
12/17/2014,Toronto,105,Brooklyn,89,12.5,10.23,10.25,9.08,10.87,11,8.54,10.6,11.04,12.43,11,11.57,6.53,10.53,14.35,8.6,,7.87
12/18/2014,Chicago,103,New York,97,13,12.09,9.67,10.53,10.32,11,11.71,13.2,8.57,31.57,13,8.86,7.68,,12.41,9.5,,10.1
12/18/2014,Golden State,114,Oklahoma City,109,2.5,8.38,9.54,10.42,9.1,3,9.07,10.2,9,9.28,6,4.75,8.13,,13.43,5.4,,4.57
12/18/2014,Houston,90,New Orleans,99,4.5,5.85,4.63,6.27,3.57,5,5.67,7.5,4.31,10.86,7,0.6,7.61,,7.83,5.4,,4.85
12/18/2014,Sacramento,107,Milwaukee,108,6.5,1.69,1.86,1.36,3.32,5,3.39,3.6,0.93,-13.72,1,3.24,5.06,,6.56,5,,0.36
12/19/2014,Boston,114,Minnesota,98,6,5.61,7.71,5.08,8.93,6,6.88,10,9.75,-16.43,9,7.84,1.37,5.34,8.95,6.4,,7.73
12/19/2014,Cleveland,95,Brooklyn,91,11.5,8.09,6.88,5.93,7.71,11,4.87,11.1,7.11,8.14,7,8.82,4.78,13.8,11.15,7.7,,8.32
12/19/2014,Denver,109,LA Clippers,106,-3.5,-4.02,-3.69,-4.3,-3.59,-4,-1.53,-1.7,-3.16,-4.43,-3,-7.82,-4.6,-5.97,-3.2,-3.8,,-5.52
12/19/2014,Detroit,100,Toronto,110,-7.5,-10.12,-10.71,-11.41,-10.26,-7,-7.14,-5.4,-10.82,-29.72,-10,-10,-6.58,-3.25,-10.84,-7.3,,-8.21
12/19/2014,LA Lakers,103,Oklahoma City,104,-7,-5.83,-3.17,-1.44,-3.94,-7,-0.75,-1.4,-4.4,-22.57,-8,-6.95,-6.23,-5.22,-1.53,-7.8,,-8.19
12/19/2014,Memphis,97,Chicago,103,6,5.02,4.92,6.2,4.29,6.5,4.05,5.3,4.59,7.43,5,6.01,2.75,4.27,6.61,5.5,,3.31
12/19/2014,Miami,103,Washington,105,-6,-4.24,-4.76,-4.04,-4.53,-5,-0.89,0.6,-6.32,-15.43,-6,-6.4,1.93,-2.11,-3.4,-2.1,,-5.95
12/19/2014,Orlando,94,Utah,101,4,3.6,2.08,2.62,1.14,3.5,2.41,6,2.47,14.86,3,0.82,2.57,2.13,3.32,3.9,,3.04
12/19/2014,Philadelphia,91,Charlotte,109,-4.5,-3.89,-3.41,-3.37,-3.13,-5,-0.3,0,-3.86,-16,-1,-4.7,-6.3,-3.22,-0.72,-4.8,,-3.64
12/19/2014,San Antonio,119,Portland,129,4.5,2.56,0.58,-0.57,1.26,4,0.18,7.5,1.2,7.86,2,1.5,6.87,0.63,3.65,3.19,,-0.06
12/20/2014,Charlotte,104,Utah,86,4.5,3.13,0.14,-0.09,-0.29,4,3.48,4.6,0.8,17.57,0.01,2.86,,4.22,1.15,3.8,,2.45
12/20/2014,Dallas,99,San Antonio,93,10.5,4.14,2.37,2.01,3.02,10,5.83,5.2,2.11,10.85,6,4.82,,7.29,2.61,-0.3,,2.07
12/20/2014,Denver,76,Indiana,73,3.5,5.16,3.16,3.35,3.27,4,3.97,5.9,2.88,17.29,5,2.8,,5.69,5.61,5.2,,2.99
12/20/2014,Houston,97,Atlanta,104,5.5,1.76,1.42,2.34,0.39,5,2.27,4.7,1.73,-1.71,-1,1.7,,0.34,4.18,4.7,,1.82
12/20/2014,LA Clippers,106,Milwaukee,102,10,9.11,5.59,4.61,7.54,10.5,6.3,11.9,4.76,15.57,11,8.89,,11.68,11.38,9.2,,10.03
12/20/2014,New Orleans,88,Portland,114,6,-0.17,-2.39,-3.34,-1.76,5,-0.65,2.5,-2.02,12.14,-2,-2.46,,4.16,-2.49,-2.4,,-1.44
12/20/2014,New York,90,Phoenix,99,-6,-3.24,-3.7,-5.2,-3.27,-6.5,-1.71,2.7,-3.06,-7.85,-1,-4.33,,-2.58,-3.78,-4,,-4.39
12/21/2014,Brooklyn,110,Detroit,105,2,5.95,4.55,5.31,4.7,2,6.49,9.9,3.91,14.07,8,3.33,6.82,0.51,6.45,6,,3.29
12/21/2014,Cleveland,105,Memphis,91,5,-0.09,-1.46,-3.34,-0.44,4,-1.67,4.8,-0.75,-6.5,0.01,0.09,0.16,8.25,0.89,-1.3,,0.04
12/21/2014,Miami,100,Boston,84,1.5,1.28,-0.82,1.39,-1.47,1,1.72,5.5,-2.8,6.21,-2,0.06,5.36,2.6,-1.05,4,,-0.8
12/21/2014,Minnesota,96,Indiana,100,-3.5,-1.66,-3.92,-2.35,-4.59,-3,0.6,-1.2,-5.51,7.64,-4,-4.11,1.21,1.05,-2.74,-2.4,,-2.88
12/21/2014,Oklahoma City,99,New Orleans,101,8,4.7,0.9,-0.31,1.79,6,1.87,7.3,1.36,8.64,8,7.18,4.81,6.04,5.3,7.9,,4.98
12/21/2014,Orlando,88,Philadelphia,96,9,9.34,8.16,7.75,8.4,8.5,5.37,11.4,8.53,19.79,10,8.9,8.22,6.06,9.6,9,,9.55
12/21/2014,Sacramento,108,LA Lakers,101,7.5,4.65,4.71,3.85,6.25,7.5,6.79,5.2,4.11,-6.14,4,5.08,7.13,5.06,9.03,6.2,,3.85
12/21/2014,Toronto,118,New York,108,12,13.72,12.97,13.73,13.31,12.5,12.44,12.9,12.5,24.36,14,15.16,8.76,10.21,17,11.1,,13.6
12/21/2014,Washington,92,Phoenix,104,6,6.79,4.32,5.7,4.05,7,5.68,8.1,3.22,31.43,6,4.53,1.98,5.29,6.5,4.4,,3.8
12/22/2014,Charlotte,110,Denver,82,2.5,-0.84,-2.05,-2.64,-2.21,0,1.68,2.7,-1.29,-7.43,-1,-0.4,0.36,3.01,-0.89,-1.7,,0.09
12/22/2014,Chicago,129,Toronto,120,4.5,0.89,-1.79,-1.6,-1.21,4.5,2.35,6.2,-2.56,0.79,2,3.83,1.39,3.76,-0.77,-0.8,,0.92
12/22/2014,Dallas,102,Atlanta,105,4.5,3.42,2.13,0.96,2.87,5.5,3.41,6.6,2.72,-4.35,2,6.21,6.17,3.79,3.79,4.6,,7.02
12/22/2014,Golden State,128,Sacramento,108,11,13.09,10.4,10.01,9.87,12,8.58,16.2,11.42,33.93,15,12.8,12.12,10.08,12.24,11,,9.65
12/22/2014,Houston,110,Portland,95,3.5,0.21,-1.23,-0.58,-2.08,2.5,0.76,1.8,-0.87,6.21,-2,-2.18,1.82,3.07,-0.88,-2.1,,1.25
12/22/2014,Memphis,91,Utah,97,8.5,10.86,10.04,11.05,9.8,8,11.07,12.4,9.53,23.14,11,9.1,9.82,0.32,13.61,10.6,,10.59
12/22/2014,San Antonio,125,LA Clippers,118,-1,0.85,1.2,-0.17,1.15,0,1.12,4.6,2.74,-0.65,1,-0.44,4.37,-5.26,2.31,0.3,,-0.41
12/23/2014,Atlanta,107,LA Clippers,104,1.5,2.41,2.53,2.39,1.88,-1,4.13,3.8,3.25,13.35,5,-2.42,-1.9,-0.64,2.8,-1.5,,1.07
12/23/2014,Brooklyn,102,Denver,96,2,1.06,0.04,-0.63,0.41,1.5,2.71,4.7,0.4,-1.43,2,1.9,2.47,3.58,0.46,-1.2,,-0.52
12/23/2014,Cleveland,125,Minnesota,104,13.5,12.56,12.32,11.09,13.52,15,8.41,17.1,12.83,8.57,14,14.03,7.72,16.39,15.07,11.9,,12.9
12/23/2014,Indiana,96,New Orleans,84,-1.5,-1.72,-2.43,-3.21,-1.25,-1,0.23,2.3,-2.79,-8.86,1,-4.55,0.41,-2.74,2.05,-2.6,,-1.7
12/23/2014,LA Lakers,115,Golden State,105,-9.5,-10.57,-11.81,-11.8,-11.48,-10,-7.44,-6.5,-12.24,-18.79,-10,-9.82,-11.94,-3.99,-11.17,-10.8,,-10.17
12/23/2014,Miami,87,Philadelphia,91,8,9.69,8.95,9.21,9.02,8,8.75,12.1,8.7,15.93,9,9.17,13.08,3,9.99,10.5,,8.23
12/23/2014,Milwaukee,101,Charlotte,108,6,4.57,4.56,4.36,4.12,5,3.87,6.4,5.22,9.86,4,4.71,0.73,4.53,6.29,4.2,,1.09
12/23/2014,Oklahoma City,111,Portland,115,6,0.34,-3.84,-5.2,-2.88,7,-2.25,2.6,-3.35,4.07,-1,4.12,0.58,5.39,-2.29,4.7,,4.16
12/23/2014,Orlando,100,Boston,95,2,0.51,-1.26,-0.14,-1.51,2.5,-1.31,3.4,-2.24,10.07,-1,0.12,-0.26,3.66,-1.43,-1.1,,0.21
12/23/2014,Phoenix,124,Dallas,115,1.5,-2.18,-2.58,-3.05,-2.96,-2,-1.03,1,-1.8,-12.36,-1,-1.37,-0.42,2.56,-1.98,-3,,-2.48
12/23/2014,Washington,91,Chicago,99,3,1.88,0.5,0.98,0.04,3.5,0.7,1.5,0.52,11.57,-1,3.61,0.62,4.13,2.84,0.2,,0.04
12/24/2014,Atlanta,107,LA Clippers,104,1.5,2.41,2.53,2.39,1.88,-1,4.13,3.8,3.25,13.35,5,-2.42,-1.9,-0.64,2.8,-1.5,,1.07
12/24/2014,Brooklyn,102,Denver,96,2,1.06,0.04,-0.63,0.41,1.5,2.71,4.7,0.4,-1.43,2,1.9,2.47,3.58,0.46,-1.2,,-0.52
12/24/2014,Cleveland,125,Minnesota,104,13.5,12.56,12.32,11.09,13.52,15,8.41,17.1,12.83,8.57,14,14.03,7.72,16.39,15.07,11.9,,12.9
12/24/2014,Indiana,96,New Orleans,84,-1.5,-1.72,-2.43,-3.21,-1.25,-1,0.23,2.3,-2.79,-8.86,1,-4.55,0.41,-2.74,2.05,-2.6,,-1.7
12/24/2014,LA Lakers,115,Golden State,105,-9.5,-10.57,-11.81,-11.8,-11.48,-10,-7.44,-6.5,-12.24,-18.79,-10,-9.82,-11.94,-3.99,-11.17,-10.8,,-10.17
12/24/2014,Miami,87,Philadelphia,91,8,9.69,8.95,9.21,9.02,8,8.75,12.1,8.7,15.93,9,9.17,13.08,3,9.99,10.5,,8.23
12/24/2014,Milwaukee,101,Charlotte,108,6,4.57,4.56,4.36,4.12,5,3.87,6.4,5.22,9.86,4,4.71,0.73,4.53,6.29,4.2,,1.09
12/24/2014,Oklahoma City,111,Portland,115,6,0.34,-3.84,-5.2,-2.88,7,-2.25,2.6,-3.35,4.07,-1,4.12,0.58,5.39,-2.29,4.7,,4.16
12/24/2014,Orlando,100,Boston,95,2,0.51,-1.26,-0.14,-1.51,2.5,-1.31,3.4,-2.24,10.07,-1,0.12,-0.26,3.66,-1.43,-1.1,,0.21
12/24/2014,Phoenix,124,Dallas,115,1.5,-2.18,-2.58,-3.05,-2.96,-2,-1.03,1,-1.8,-12.36,-1,-1.37,-0.42,2.56,-1.98,-3,,-2.48
12/24/2014,Washington,91,Chicago,99,3,1.88,0.5,0.98,0.04,3.5,0.7,1.5,0.52,11.57,-1,3.61,0.62,4.13,2.84,0.2,,0.04
12/25/2014,Chicago,113,LA Lakers,93,10.5,10.71,9.42,8.72,10.08,11,11.22,13.3,9.61,14.36,12,9.72,11.81,7.73,12.36,9.2,,10.45
12/25/2014,LA Clippers,100,Golden State,86,1.5,-1.6,-3.24,-4,-1.72,2.5,-0.12,2.9,-3.87,-14.93,2,-0.77,0.25,4.27,-0.34,-2.8,,-0.09
12/25/2014,Miami,101,Cleveland,91,-6,-3.99,-4.56,-3.54,-5.39,-6,0.7,-1.7,-5.07,-0.57,-5,-8.61,0.77,-7.73,-4.77,-3.9,,-6.54
12/25/2014,New York,91,Washington,102,-5.5,-6.15,-5.82,-9.41,-4.98,-4.5,-4.25,0,-3.64,-24.72,-3,-7.39,-1.46,-2.36,-5.59,-6.3,,-7.11
12/25/2014,San Antonio,106,Oklahoma City,114,6,3.26,5.24,5.26,5.27,5.5,4.95,7.8,5.29,-8.29,3,2.17,7.79,3.9,6.38,-2.3,,-0.76
12/26/2014,Atlanta,77,Milwaukee,107,9.5,8.92,6.99,7.16,7.93,9.5,7.72,10.9,5.92,19.3,12,5.62,7.96,9.92,9.85,6.5,,7.14
12/26/2014,Boston,107,Brooklyn,109,,2.71,2.54,0.77,3.16,,3.76,4.1,3.73,0.7,3,1.23,0.06,2.5,6.54,3.3,,2.52
12/26/2014,Dallas,102,LA Lakers,98,12,11.13,10.13,8.32,11.56,12.5,10.75,12.2,10.86,9.1,12,14.64,13.22,8.11,14.05,10.2,,10.71
12/26/2014,Denver,106,Minnesota,102,10.5,8.31,8.72,7.67,9.39,10,6.18,11.5,9.6,5.7,11,6.62,5.94,,11.09,8.4,,6.23
12/26/2014,Detroit,119,Indiana,109,-2.5,-2.03,-2.77,-4.2,-2.58,-3,-0.81,-0.2,-1.89,-5.9,-4,-2.81,-0.69,3.02,-1.01,-2.6,,-1.92
12/26/2014,Memphis,111,Houston,117,2,2.8,2.35,1.97,3.59,2,3.56,5.8,1.57,5.1,1,2.34,1.81,-2.41,6.78,5.2,,0.52
12/26/2014,New Orleans,97,San Antonio,90,3.5,0.56,-0.88,-0.61,-1.18,2,1.72,1.8,-0.92,12.4,0.01,0.52,-5.46,4.38,-1.57,-2.2,,-0.17
12/26/2014,Oklahoma City,98,Charlotte,75,7,7.73,5.16,3.79,6.27,7,3.88,9.9,5.55,18,8,7.96,7.19,2.6,9.27,12.2,,8.45
12/26/2014,Orlando,89,Cleveland,98,-3.5,-4.85,-4.8,-4.62,-5.56,-6,-2.37,-3,-4.32,-2.3,-6,-7.26,-4.72,-6.37,-5.16,-5.3,,-6.08
12/26/2014,Portland,114,Philadelphia,93,13,17.88,17.28,15.97,18.01,15,13.33,18.1,18.41,29.2,19,15.46,16.41,13.17,21.43,19.4,,15.08
12/26/2014,Sacramento,106,Phoenix,115,-1.5,-0.75,-0.47,0.17,0.65,0,1.64,0.9,-2.38,-1.9,-4,-3.67,-2.49,-0.03,3.7,-0.7,,-1.98
12/27/2014,Brooklyn,85,Indiana,110,2.5,2.53,1.99,2.45,1.39,1,3.65,5.1,2.13,6,2,1.01,4.1,3.86,2.07,0.7,,-1.07
12/27/2014,Charlotte,94,Orlando,102,6,4.04,2.27,1.38,2.83,5.5,5.22,7.3,2.73,-1.7,8,4.89,5.66,6.54,3.64,3.4,,4.33
12/27/2014,Chicago,107,New Orleans,100,9.5,6.3,4.78,4.5,5.27,9.5,7.61,9.8,4.59,7.2,10,6.68,4.69,7.3,7.54,4.8,,3.45
